city_id,city_name,port,species_id,dashboard_species,period,catch_estimate,matched_all_species_hours,catch_per_1000_matched_all_species_hours,positive_month_year_strata,enumerated_month_year_strata,positive_years,limitation
pentwater_mi,Pentwater,PENTWATER,largemouth_bass,Largemouth Bass,full_export,16,5943,2.6922,2,14,2,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,16,5943,2.6922,2,14,2,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,7,2013,3.4774,1,6,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,atlantic_salmon,Atlantic Salmon,full_export,0,3766,0,0,7,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,3766,0,0,7,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,northern_pike,Northern Pike,full_export,95,6518,14.575,2,15,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,95,6518,14.575,2,15,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,2013,0,0,6,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,burbot,Burbot,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_perch,White Perch,full_export,0,5779,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_perch,White Perch,modern_2012_2022_excluding_2020,0,5779,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_perch,White Perch,recent_2018_2022_excluding_2020,0,2013,0,0,6,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_bass,White Bass,full_export,0,5779,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_bass,White Bass,modern_2012_2022_excluding_2020,0,5779,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
pentwater_mi,Pentwater,PENTWATER,white_bass,White Bass,recent_2018_2022_excluding_2020,0,2013,0,0,6,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,chinook_salmon,Chinook Salmon,full_export,587,954,615.304,4,4,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,chinook_salmon,Chinook Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,chinook_salmon,Chinook Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,coho_salmon,Coho Salmon,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,coho_salmon,Coho Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,coho_salmon,Coho Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,steelhead,Steelhead,full_export,45,641,70.2028,4,4,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,steelhead,Steelhead,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,steelhead,Steelhead,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,brown_trout,Brown Trout,full_export,304,1850,164.3243,11,11,7,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,brown_trout,Brown Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,brown_trout,Brown Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_trout,Lean Lake Trout,full_export,48,697,68.8666,4,4,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_trout,Lean Lake Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_trout,Lean Lake Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,walleye,Walleye,full_export,74,509,145.3831,3,3,3,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,walleye,Walleye,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,walleye,Walleye,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,smallmouth_bass,Smallmouth Bass,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,freshwater_drum,Drum,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,freshwater_drum,Drum,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,freshwater_drum,Drum,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,yellow_perch,Yellow Perch,full_export,226,181,1248.6188,1,1,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_whitefish,Lake Whitefish,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,round_whitefish,Round Whitefish,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,channel_catfish,Channel Catfish,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,largemouth_bass,Largemouth Bass,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,atlantic_salmon,Atlantic Salmon,full_export,14,297,47.138,1,1,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,northern_pike,Northern Pike,full_export,16,738,21.6802,2,2,2,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,burbot,Burbot,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_perch,White Perch,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_perch,White Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_perch,White Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_bass,White Bass,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_bass,White Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
rogers_city_mi,Rogers City,ROGERS CITY,white_bass,White Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
