cityId,speciesId,week,midpointDate,scenarioTemperatureC,seasonalRating,thermalFit,hypotheticalScore,status
ludington_mi,smallmouth_bass,10,2025-03-08,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,10,2025-03-08,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,2,1.500000,0.400000,1.300000,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,6,1.500000,0.525000,1.346875,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,10,1.500000,0.675000,1.403125,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,14,1.500000,0.825000,1.459375,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,18,1.500000,0.950000,1.506250,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,22,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,11,2025-03-15,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,2,1.500000,0.400000,1.300000,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,6,1.500000,0.525000,1.346875,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,10,1.500000,0.675000,1.403125,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,14,1.500000,0.825000,1.459375,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,18,1.500000,0.950000,1.506250,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,22,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,12,2025-03-22,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,2,1.500000,0.400000,1.300000,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,6,1.500000,0.525000,1.346875,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,10,1.500000,0.675000,1.403125,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,14,1.500000,0.825000,1.459375,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,18,1.500000,0.950000,1.506250,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,22,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,13,2025-03-29,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,2,1.500000,0.400000,1.300000,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,6,1.500000,0.525000,1.346875,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,10,1.500000,0.675000,1.403125,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,14,1.500000,0.825000,1.459375,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,18,1.500000,0.950000,1.506250,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,22,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,14,2025-04-05,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,2,1.500000,0.400000,1.300000,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,6,1.500000,0.525000,1.346875,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,10,1.500000,0.675000,1.403125,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,14,1.500000,0.825000,1.459375,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,18,1.500000,0.950000,1.506250,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,22,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,26,1.500000,1.000000,1.525000,hypothetical_research_only
ludington_mi,smallmouth_bass,15,2025-04-12,30,1.500000,0.766667,1.437500,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,2,1.633333,0.400000,1.380000,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,6,1.633333,0.525000,1.439375,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,10,1.633333,0.675000,1.510625,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,14,1.633333,0.825000,1.581875,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,18,1.633333,0.950000,1.641250,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,22,1.633333,1.000000,1.665000,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,26,1.633333,1.000000,1.665000,hypothetical_research_only
ludington_mi,smallmouth_bass,16,2025-04-19,30,1.633333,0.766667,1.554167,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,2,1.866667,0.400000,1.520000,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,6,1.866667,0.525000,1.601250,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,10,1.866667,0.675000,1.698750,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,14,1.866667,0.825000,1.796250,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,18,1.866667,0.950000,1.877500,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,22,1.866667,1.000000,1.910000,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,26,1.866667,1.000000,1.910000,hypothetical_research_only
ludington_mi,smallmouth_bass,17,2025-04-26,30,1.866667,0.766667,1.758333,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,2,2.100000,0.400000,1.660000,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,6,2.100000,0.525000,1.763125,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,10,2.100000,0.675000,1.886875,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,14,2.100000,0.825000,2.010625,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,18,2.100000,0.950000,2.113750,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,22,2.100000,1.000000,2.155000,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,26,2.100000,1.000000,2.155000,hypothetical_research_only
ludington_mi,smallmouth_bass,18,2025-05-03,30,2.100000,0.766667,1.962500,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,2,2.333333,0.400000,1.800000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,6,2.333333,0.525000,1.925000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,10,2.333333,0.675000,2.075000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,14,2.333333,0.825000,2.225000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,18,2.333333,0.950000,2.350000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,22,2.333333,1.000000,2.400000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,26,2.333333,1.000000,2.400000,hypothetical_research_only
ludington_mi,smallmouth_bass,19,2025-05-10,30,2.333333,0.766667,2.166667,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,2,2.564516,0.400000,1.938710,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,6,2.564516,0.525000,2.085383,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,10,2.564516,0.675000,2.261391,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,14,2.564516,0.825000,2.437399,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,18,2.564516,0.950000,2.584073,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,22,2.564516,1.000000,2.642742,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,26,2.564516,1.000000,2.642742,hypothetical_research_only
ludington_mi,smallmouth_bass,20,2025-05-17,30,2.564516,0.766667,2.368952,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,2,2.790323,0.400000,2.074194,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,6,2.790323,0.525000,2.242036,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,10,2.790323,0.675000,2.443448,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,14,2.790323,0.825000,2.644859,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,18,2.790323,0.950000,2.812702,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,22,2.790323,1.000000,2.879839,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,26,2.790323,1.000000,2.879839,hypothetical_research_only
ludington_mi,smallmouth_bass,21,2025-05-24,30,2.790323,0.766667,2.566532,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,2,3.016129,0.400000,2.209677,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,6,3.016129,0.525000,2.398690,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,10,3.016129,0.675000,2.625504,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,14,3.016129,0.825000,2.852319,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,18,3.016129,0.950000,3.041331,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,22,3.016129,1.000000,3.116935,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,26,3.016129,1.000000,3.116935,hypothetical_research_only
ludington_mi,smallmouth_bass,22,2025-05-31,30,3.016129,0.766667,2.764113,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,2,3.241935,0.400000,2.345161,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,6,3.241935,0.525000,2.555343,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,10,3.241935,0.675000,2.807560,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,14,3.241935,0.825000,3.059778,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,18,3.241935,0.950000,3.269960,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,22,3.241935,1.000000,3.354032,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,26,3.241935,1.000000,3.354032,hypothetical_research_only
ludington_mi,smallmouth_bass,23,2025-06-07,30,3.241935,0.766667,2.961694,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,2,3.467742,0.400000,2.480645,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,6,3.467742,0.525000,2.711996,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,10,3.467742,0.675000,2.989617,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,14,3.467742,0.825000,3.267238,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,18,3.467742,0.950000,3.498589,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,22,3.467742,1.000000,3.591129,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,26,3.467742,1.000000,3.591129,hypothetical_research_only
ludington_mi,smallmouth_bass,24,2025-06-14,30,3.467742,0.766667,3.159274,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,2,3.700000,0.400000,2.620000,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,6,3.700000,0.525000,2.873125,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,10,3.700000,0.675000,3.176875,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,14,3.700000,0.825000,3.480625,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,18,3.700000,0.950000,3.733750,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,22,3.700000,1.000000,3.835000,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,26,3.700000,1.000000,3.835000,hypothetical_research_only
ludington_mi,smallmouth_bass,25,2025-06-21,30,3.700000,0.766667,3.362500,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,2,3.933333,0.400000,2.760000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,6,3.933333,0.525000,3.035000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,10,3.933333,0.675000,3.365000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,14,3.933333,0.825000,3.695000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,18,3.933333,0.950000,3.970000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,22,3.933333,1.000000,4.080000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,26,3.933333,1.000000,4.080000,hypothetical_research_only
ludington_mi,smallmouth_bass,26,2025-06-28,30,3.933333,0.766667,3.566667,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,2,4.166667,0.400000,2.900000,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,6,4.166667,0.525000,3.196875,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,10,4.166667,0.675000,3.553125,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,14,4.166667,0.825000,3.909375,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,18,4.166667,0.950000,4.206250,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,22,4.166667,1.000000,4.325000,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,26,4.166667,1.000000,4.325000,hypothetical_research_only
ludington_mi,smallmouth_bass,27,2025-07-05,30,4.166667,0.766667,3.770833,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,2,4.400000,0.400000,3.040000,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,6,4.400000,0.525000,3.358750,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,10,4.400000,0.675000,3.741250,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,14,4.400000,0.825000,4.123750,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,18,4.400000,0.950000,4.442500,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,22,4.400000,1.000000,4.570000,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,26,4.400000,1.000000,4.570000,hypothetical_research_only
ludington_mi,smallmouth_bass,28,2025-07-12,30,4.400000,0.766667,3.975000,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,2,4.435484,0.400000,3.061290,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,6,4.435484,0.525000,3.383367,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,10,4.435484,0.675000,3.769859,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,14,4.435484,0.825000,4.156351,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,18,4.435484,0.950000,4.478427,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,22,4.435484,1.000000,4.607258,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,26,4.435484,1.000000,4.607258,hypothetical_research_only
ludington_mi,smallmouth_bass,29,2025-07-19,30,4.435484,0.766667,4.006048,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,2,4.322581,0.400000,2.993548,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,6,4.322581,0.525000,3.305040,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,10,4.322581,0.675000,3.678831,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,14,4.322581,0.825000,4.052621,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,18,4.322581,0.950000,4.364113,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,22,4.322581,1.000000,4.488710,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,26,4.322581,1.000000,4.488710,hypothetical_research_only
ludington_mi,smallmouth_bass,30,2025-07-26,30,4.322581,0.766667,3.907258,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,2,4.209677,0.400000,2.925806,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,6,4.209677,0.525000,3.226714,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,10,4.209677,0.675000,3.587802,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,14,4.209677,0.825000,3.948891,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,18,4.209677,0.950000,4.249798,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,22,4.209677,1.000000,4.370161,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,26,4.209677,1.000000,4.370161,hypothetical_research_only
ludington_mi,smallmouth_bass,31,2025-08-02,30,4.209677,0.766667,3.808468,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,2,4.096774,0.400000,2.858065,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,6,4.096774,0.525000,3.148387,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,10,4.096774,0.675000,3.496774,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,14,4.096774,0.825000,3.845161,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,18,4.096774,0.950000,4.135484,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,22,4.096774,1.000000,4.251613,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,26,4.096774,1.000000,4.251613,hypothetical_research_only
ludington_mi,smallmouth_bass,32,2025-08-09,30,4.096774,0.766667,3.709677,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,2,3.951613,0.400000,2.770968,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,6,3.951613,0.525000,3.047681,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,10,3.951613,0.675000,3.379738,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,14,3.951613,0.825000,3.711794,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,18,3.951613,0.950000,3.988508,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,22,3.951613,1.000000,4.099194,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,26,3.951613,1.000000,4.099194,hypothetical_research_only
ludington_mi,smallmouth_bass,33,2025-08-16,30,3.951613,0.766667,3.582661,hypothetical_research_only
ludington_mi,smallmouth_bass,34,2025-08-23,2,3.612903,0.400000,2.567742,hypothetical_research_only
ludington_mi,smallmouth_bass,34,2025-08-23,6,3.612903,0.525000,2.812702,hypothetical_research_only
ludington_mi,smallmouth_bass,34,2025-08-23,10,3.612903,0.675000,3.106653,hypothetical_research_only
