city_id,species_id,species_name,stocking_searched,stocking_result,exact_port_creel_searched,exact_port_creel_result,weekly_reports_searched,management_documents_searched,exact_pier_evidence_found,connected_water_evidence_found,historical_evidence_found,current_evidence_found,pass1_disposition,unresolved_requirement
charlevoix_mi,brown_trout,Brown trout,true,records_found,true,2 positive estimate rows,true,true,true,true,true,true,research_candidate,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,lake_trout,Lake trout,true,records_found,true,17 positive estimate rows,true,true,true,true,true,true,research_candidate,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,pink_salmon,Pink salmon,true,zero_records_in_target_county_for_species,true,dashboard mapping reviewed; out-of-catalog rows retained separately,true,true,false,false,false,false,out_of_catalog_lead,Keep separate from the catalog; any future admission requires the full product contract and exact-structure review.
caseville_mi,atlantic_salmon,Atlantic salmon,true,zero_records_in_target_county_for_species,true,0 positive estimate rows,true,true,false,false,false,false,exclude,Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,chinook_salmon,Chinook salmon,true,records_found,true,0 positive estimate rows,true,true,true,false,true,false,hold,Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,coho_salmon,Coho salmon,true,records_found,true,0 positive estimate rows,true,true,true,false,true,true,research_candidate,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,steelhead,Steelhead / rainbow trout,true,records_found,true,0 positive estimate rows,true,true,true,true,true,true,hold,Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,brown_trout,Brown trout,true,records_found,true,0 positive estimate rows,true,true,true,true,true,false,hold,Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,lake_trout,Lake trout,true,records_found,true,0 positive estimate rows,true,true,true,false,true,false,research_candidate,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,pink_salmon,Pink salmon,true,zero_records_in_target_county_for_species,true,dashboard mapping reviewed; out-of-catalog rows retained separately,true,true,false,false,false,false,out_of_catalog_lead,Keep separate from the catalog; any future admission requires the full product contract and exact-structure review.
