city_id,display_name,water_body,parent_great_lake,species_id,species_name,mandatory_lead,disposition,months_reviewed,alternate_names_reviewed,rationale,unresolved_requirement
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,brown_trout,Brown trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,brown trout,"DNR Pier/Dock extract has 20 positive estimate rows across 1994, 2005, 2006, 2007, 2008, 2009, 2010, 2011 and months 4, 5, 6, 9, 10. Stocking review found 173 target-county records (1979-2021), including exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,lake_trout,Lake trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake trout|lean lake trout|laker,"DNR Pier/Dock extract has 5 positive estimate rows across 2006, 2007, 2008, 2009 and months 4. Stocking review found 116 target-county records (1981-2026), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,walleye,Walleye,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,walleye,"DNR Pier/Dock extract has 6 positive estimate rows across 2005, 2008, 2009 and months 4, 5, 6. All 72 target-county stocking records (1986-2026) are classified regional-only and do not establish the target-city structure fishery.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,smallmouth_bass,Smallmouth bass,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,smallmouth bass|smallmouth|smallie,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,freshwater_drum,Freshwater drum,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,freshwater drum|drum|sheepshead,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,yellow_perch,Yellow perch,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,yellow perch|perch,DNR Pier/Dock extract has 1 positive estimate rows across 2010 and months 7. All 6 target-county stocking records (1979-2023) are classified regional-only and do not establish the target-city structure fishery.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,lake_whitefish,Lake whitefish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,lake whitefish|whitefish,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,round_whitefish,Round whitefish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,round whitefish|Menominee,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,channel_catfish,Channel catfish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,channel catfish|channel cat|catfish,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,largemouth_bass,Largemouth bass,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,largemouth bass,All 5 target-county stocking records (1979-2020) are classified regional-only and do not establish the target-city structure fishery.,Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,atlantic_salmon,Atlantic salmon,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,Atlantic salmon|Atlantic,DNR Pier/Dock extract has 2 positive estimate rows across 2008 and months 6. DNR reports direct anglers to cast from the breakwall for Atlantic salmon; 2008 Pier/Dock positives and 2026 LHCFAC recurrence corroborate.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,northern_pike,Northern pike,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,northern pike|pike,"DNR Pier/Dock extract has 3 positive estimate rows across 1990, 2008, 2010 and months 6, 9, 10. All 31 target-county stocking records (1979-2000) are classified regional-only and do not establish the target-city structure fishery.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,burbot,Burbot,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,burbot|lawyer|eelpout,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,white_perch,White perch,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white perch,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
rogers_city_mi,Rogers City,Lake Huron,Lake Huron,white_bass,White bass,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white bass,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,chinook_salmon,Chinook salmon,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,Chinook salmon|king salmon|king,"Historical exact-city stocking and current mixed Tawas-area occurrence create a lead, but the agency's current Tawas City/Bay inventory omits Chinook and exact-pier recurrence is unresolved. Stocking review found 114 target-county records (1979-2011), including exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,coho_salmon,Coho salmon,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,coho salmon|silver salmon,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 41 target-county records (1979-2026), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,steelhead,Steelhead / rainbow trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,steelhead|rainbow trout|Skamania,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 442 target-county records (1979-2026), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,brown_trout,Brown trout,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,brown trout,"Substantial historical Tawas Bay/Tawas Point stocking exists, but it ended in the reviewed exact area and current exact-pier recurrence is unresolved. Stocking review found 156 target-county records (1979-2026), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,lake_trout,Lake trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake trout|lean lake trout|laker,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 47 target-county records (1981-2017), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,walleye,Walleye,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,walleye,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 186 target-county records (1979-2026), including connected-water, exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,smallmouth_bass,Smallmouth bass,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,smallmouth bass|smallmouth|smallie,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,freshwater_drum,Freshwater drum,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,freshwater drum|drum|sheepshead,"DNR weekly reports document freshwater drum in the Tawas River, which reaches the bay at covered Gateway Park, but recurring intentional pier targeting is unresolved.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,yellow_perch,Yellow perch,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,yellow perch|perch,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 17 target-county records (1979-2021), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,lake_whitefish,Lake whitefish,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake whitefish|whitefish,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. DNR weekly guidance explicitly describes targeting lake whitefish from the Tawas wall/state dock in late fall.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,round_whitefish,Round whitefish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,round whitefish|Menominee,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,channel_catfish,Channel catfish,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,channel catfish|channel cat|catfish,All 7 target-county stocking records (1997-2016) are classified regional-only and do not establish the target-city structure fishery.,Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,largemouth_bass,Largemouth bass,false,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,largemouth bass,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. All 4 target-county stocking records (1981-1984) are classified regional-only and do not establish the target-city structure fishery.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,atlantic_salmon,Atlantic salmon,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,Atlantic salmon|Atlantic,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 24 target-county records (2013-2026), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,northern_pike,Northern pike,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,northern pike|pike,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 1 target-county records (1989-1989), including exact relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,burbot,Burbot,false,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,burbot|lawyer|eelpout,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. A DNR weekly report records anglers taking burbot from the Tawas state dock.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,white_perch,White perch,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white perch,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
tawas_city_mi,Tawas City,Lake Huron,Lake Huron,white_bass,White bass,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white bass,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,chinook_salmon,Chinook salmon,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,Chinook salmon|king salmon|king,"DNR Pier/Dock extract has 21 positive estimate rows across 1990, 1991, 1994, 2005, 2007, 2008, 2010, 2012, 2014, 2015, 2016, 2018 and months 6, 8, 9, 10. Stocking review found 69 target-county records (1984-2026), including connected-water relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,coho_salmon,Coho salmon,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,coho salmon|silver salmon,"Recent Medusa Creek stocking creates a local Lake Michigan pathway, but no positive Charlevoix Pier/Dock coho row or exact-channel recurrence was resolved. Stocking review found 4 target-county records (2017-2023), including connected-water relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,steelhead,Steelhead / rainbow trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,steelhead|rainbow trout|Skamania,"DNR Pier/Dock extract has 17 positive estimate rows across 1998, 1999, 2000, 2004, 2008, 2009, 2010, 2014, 2016, 2017, 2020 and months 5, 6, 7, 8, 9, 10. Stocking review found 233 target-county records (1979-2026), including connected-water, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,brown_trout,Brown trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,brown trout,"DNR Pier/Dock extract has 2 positive estimate rows across 2001 and months 7. Stocking review found 222 target-county records (1979-2026), including connected-water, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,lake_trout,Lake trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake trout|lean lake trout|laker,"DNR Pier/Dock extract has 17 positive estimate rows across 2015, 2016, 2017, 2019, 2020, 2021 and months 5, 6, 8, 10. Stocking review found 725 target-county records (1979-2026), including connected-water, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,walleye,Walleye,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,walleye,"DNR Pier/Dock extract has 39 positive estimate rows across 1995, 1996, 1997, 1998, 1999, 2000, 2002, 2006, 2007, 2010, 2011, 2012, 2015, 2016, 2021 and months 5, 6, 7, 8, 9. Stocking review found 87 target-county records (1984-2026), including connected-water, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,smallmouth_bass,Smallmouth bass,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,smallmouth bass|smallmouth|smallie,"DNR Pier/Dock extract has 191 positive estimate rows across 1989, 1991, 1992, 1995, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022 and months 5, 6, 7, 8, 9, 10. Long-running Pier/Dock positives and repeated DNR channel reports establish an exact channel fishery. All 1 target-county stocking records (2023-2023) are classified regional-only and do not establish the target-city structure fishery.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,freshwater_drum,Freshwater drum,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,freshwater drum|drum|sheepshead,"DNR Pier/Dock extract has 21 positive estimate rows across 2001, 2005, 2010, 2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022 and months 6, 7, 8. Recurring Pier/Dock positives and DNR channel reports establish direct channel evidence.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,yellow_perch,Yellow perch,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,yellow perch|perch,"DNR Pier/Dock extract has 18 positive estimate rows across 1989, 2000, 2006, 2012, 2015, 2017, 2018, 2019, 2021 and months 5, 6, 7, 8, 9. Stocking review found 1 target-county records (1997-1997), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
