cityId,cityName,speciesId,speciesName,pairKey,disposition,previousPeak,auditedPeak,change,evidenceGrade,evidenceClass,rationale
grand_haven_mi,Grand Haven,lake_trout,Lake Trout,grand_haven_mi/lake_trout,numeric_retained,3.6,3.6,0,B,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"Retained: local Michigan Pier/Dock catch rate and recurrence support the present within-species placement; the lower peak is measured scarcity, not a confidence penalty."
grand_haven_mi,Grand Haven,freshwater_drum,Freshwater Drum,grand_haven_mi/freshwater_drum,numeric_retained,7.2,7.2,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"Retained: local Michigan Pier/Dock catch rate and recurrence support the present within-species placement; the lower peak is measured scarcity, not a confidence penalty."
manistee_mi,Manistee,chinook_salmon,Chinook Salmon,manistee_mi/chinook_salmon,numeric_retained,9.5,9.5,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
manistee_mi,Manistee,coho_salmon,Coho Salmon,manistee_mi/coho_salmon,numeric_retained,8.2,8.2,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
manistee_mi,Manistee,steelhead,Steelhead,manistee_mi/steelhead,numeric_retained,10,10,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
manistee_mi,Manistee,brown_trout,Brown Trout,manistee_mi/brown_trout,numeric_retained,8.2,8.2,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
manistee_mi,Manistee,lake_trout,Lake Trout,manistee_mi/lake_trout,numeric_retained,4,4,0,B,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"Retained: local Michigan Pier/Dock catch rate and recurrence support the present within-species placement; the lower peak is measured scarcity, not a confidence penalty."
manistee_mi,Manistee,freshwater_drum,Freshwater Drum,manistee_mi/freshwater_drum,numeric_retained,4.7,4.7,0,B,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"Retained: local Michigan Pier/Dock catch rate and recurrence support the present within-species placement; the lower peak is measured scarcity, not a confidence penalty."
frankfort_elberta_mi,Frankfort–Elberta,chinook_salmon,Chinook Salmon,frankfort_elberta_mi/chinook_salmon,numeric_retained,9.7,9.7,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
frankfort_elberta_mi,Frankfort–Elberta,coho_salmon,Coho Salmon,frankfort_elberta_mi/coho_salmon,numeric_retained,8.6,8.6,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
frankfort_elberta_mi,Frankfort–Elberta,steelhead,Steelhead,frankfort_elberta_mi/steelhead,numeric_retained,9.8,9.8,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
frankfort_elberta_mi,Frankfort–Elberta,brown_trout,Brown Trout,frankfort_elberta_mi/brown_trout,numeric_retained,7.5,7.5,0,A,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,Retained: Grade A local Michigan Pier/Dock catch rate and multi-year recurrence independently support the current peak.
frankfort_elberta_mi,Frankfort–Elberta,lake_trout,Lake Trout,frankfort_elberta_mi/lake_trout,numeric_retained,4,4,0,B,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"Retained: local Michigan Pier/Dock catch rate and recurrence support the present within-species placement; the lower peak is measured scarcity, not a confidence penalty."
frankfort_elberta_mi,Frankfort–Elberta,freshwater_drum,Freshwater Drum,frankfort_elberta_mi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_PIER_DOCK_CREEL_AND_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
sheboygan_wi,Sheboygan,chinook_salmon,Chinook Salmon,sheboygan_wi/chinook_salmon,numeric_retained,9.4,9.4,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: local pier evidence and the corrected species-wide order support the present peak.
sheboygan_wi,Sheboygan,coho_salmon,Coho Salmon,sheboygan_wi/coho_salmon,numeric_revised,7.7,8.2,0.5,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"2023-24 county-pier recurrence, including 508 in 2024, supports an excellent peak."
sheboygan_wi,Sheboygan,steelhead,Steelhead,sheboygan_wi/steelhead,numeric_revised,7.3,7.8,0.5,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,County-pier rainbow harvest rose from 23 in 2023 to 127 in 2024.
sheboygan_wi,Sheboygan,brown_trout,Brown Trout,sheboygan_wi/brown_trout,numeric_retained,7.8,7.8,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: local pier evidence and the corrected species-wide order support the present peak.
sheboygan_wi,Sheboygan,lake_trout,Lake Trout,sheboygan_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
sheboygan_wi,Sheboygan,freshwater_drum,Freshwater Drum,sheboygan_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
port_washington_wi,Port Washington,chinook_salmon,Chinook Salmon,port_washington_wi/chinook_salmon,numeric_revised,7.2,8.6,1.4,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"Ozaukee pier harvest recurred at 533, 184 and 25 across 2022-24."
port_washington_wi,Port Washington,coho_salmon,Coho Salmon,port_washington_wi/coho_salmon,numeric_revised,7.8,8.5,0.7,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"Ozaukee pier harvest recurred at 105, 317 and 418 across 2022-24."
port_washington_wi,Port Washington,steelhead,Steelhead,port_washington_wi/steelhead,numeric_revised,5.2,6.6,1.4,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Exact-pier targeting plus positive 2022 and 2024 county-pier harvest supports the strong band.
port_washington_wi,Port Washington,brown_trout,Brown Trout,port_washington_wi/brown_trout,numeric_revised,7,8.1,1.1,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Ozaukee pier harvest recurred all three years and reached 316 in 2024.
port_washington_wi,Port Washington,lake_trout,Lake Trout,port_washington_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
port_washington_wi,Port Washington,freshwater_drum,Freshwater Drum,port_washington_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
milwaukee_wi,Milwaukee,chinook_salmon,Chinook Salmon,milwaukee_wi/chinook_salmon,numeric_revised,7,7.8,0.8,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Two positive county-pier years plus exact named-pier targeting support a higher strong peak.
milwaukee_wi,Milwaukee,coho_salmon,Coho Salmon,milwaukee_wi/coho_salmon,numeric_revised,7.6,8.2,0.6,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Three positive county-pier years and repeated McKinley Pier reports support an excellent peak.
milwaukee_wi,Milwaukee,steelhead,Steelhead,milwaukee_wi/steelhead,numeric_revised,4.6,5.8,1.2,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Named-pier target evidence and a current McKinley rainbow observation establish an ordinary targetable peak; survey zeros remain in confidence.
milwaukee_wi,Milwaukee,brown_trout,Brown Trout,milwaukee_wi/brown_trout,numeric_revised,6.6,7.4,0.8,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Two positive county-pier years and repeated McKinley Pier reports support a strong peak.
milwaukee_wi,Milwaukee,lake_trout,Lake Trout,milwaukee_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
milwaukee_wi,Milwaukee,freshwater_drum,Freshwater Drum,milwaukee_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
racine_wi,Racine,chinook_salmon,Chinook Salmon,racine_wi/chinook_salmon,numeric_revised,7.4,8.1,0.7,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"County-pier harvest recurred at 203, 65 and 60 across 2022-24."
racine_wi,Racine,coho_salmon,Coho Salmon,racine_wi/coho_salmon,numeric_revised,7.6,8.5,0.9,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"County-pier harvest recurred at 176, 534 and 120 plus repeated local pier/shore reports."
racine_wi,Racine,steelhead,Steelhead,racine_wi/steelhead,numeric_revised,5.7,7.7,2,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"County-pier harvest recurred at 70, 9 and 75 plus direct summer shoreline reports."
racine_wi,Racine,brown_trout,Brown Trout,racine_wi/brown_trout,numeric_revised,6.7,7.3,0.6,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Positive county-pier harvest in all three years plus an exact 2025 shore report supports a higher peak.
racine_wi,Racine,lake_trout,Lake Trout,racine_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
racine_wi,Racine,freshwater_drum,Freshwater Drum,racine_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
kenosha_wi,Kenosha,chinook_salmon,Chinook Salmon,kenosha_wi/chinook_salmon,numeric_revised,6.7,7.4,0.7,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Exact two-pier target evidence and the strong 2022 county-pier estimate support a variable strong peak.
kenosha_wi,Kenosha,coho_salmon,Coho Salmon,kenosha_wi/coho_salmon,numeric_revised,8,8.6,0.6,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"Three positive county-pier years, including 783 in 2023, support an excellent peak."
kenosha_wi,Kenosha,steelhead,Steelhead,kenosha_wi/steelhead,numeric_revised,4.3,5.6,1.3,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Exact named-pier targeting plus a positive recent county-pier year establishes an ordinary peak; variability remains in confidence.
kenosha_wi,Kenosha,brown_trout,Brown Trout,kenosha_wi/brown_trout,numeric_revised,5.8,6.4,0.6,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Exact named-pier targeting and renewed 2024 county-pier harvest support the low strong band.
kenosha_wi,Kenosha,lake_trout,Lake Trout,kenosha_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
kenosha_wi,Kenosha,freshwater_drum,Freshwater Drum,kenosha_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
harbor_beach_mi,Harbor Beach,chinook_salmon,Chinook Salmon,harbor_beach_mi/chinook_salmon,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"No numeric row: the reviewed local pier record does not establish recurring intentional targetability and magnitude. This is an admission hold, not a reduced score."
harbor_beach_mi,Harbor Beach,coho_salmon,Coho Salmon,harbor_beach_mi/coho_salmon,numeric_retained,5.8,5.8,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
harbor_beach_mi,Harbor Beach,steelhead,Steelhead,harbor_beach_mi/steelhead,numeric_retained,5.6,5.6,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
harbor_beach_mi,Harbor Beach,brown_trout,Brown Trout,harbor_beach_mi/brown_trout,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"No numeric row: the reviewed local pier record does not establish recurring intentional targetability and magnitude. This is an admission hold, not a reduced score."
harbor_beach_mi,Harbor Beach,lake_trout,Lake Trout,harbor_beach_mi/lake_trout,numeric_retained,5.3,5.3,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
harbor_beach_mi,Harbor Beach,freshwater_drum,Freshwater Drum,harbor_beach_mi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
oscoda_mi,Oscoda,chinook_salmon,Chinook Salmon,oscoda_mi/chinook_salmon,numeric_retained,5.5,5.5,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
oscoda_mi,Oscoda,coho_salmon,Coho Salmon,oscoda_mi/coho_salmon,numeric_retained,6.5,6.5,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
oscoda_mi,Oscoda,steelhead,Steelhead,oscoda_mi/steelhead,numeric_retained,7.4,7.4,0,A,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
oscoda_mi,Oscoda,brown_trout,Brown Trout,oscoda_mi/brown_trout,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"No numeric row: the reviewed local pier record does not establish recurring intentional targetability and magnitude. This is an admission hold, not a reduced score."
oscoda_mi,Oscoda,lake_trout,Lake Trout,oscoda_mi/lake_trout,numeric_retained,4.6,4.6,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
oscoda_mi,Oscoda,freshwater_drum,Freshwater Drum,oscoda_mi/freshwater_drum,numeric_retained,3.9,3.9,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,chinook_salmon,Chinook Salmon,port_sanilac_mi/chinook_salmon,numeric_retained,5,5,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,coho_salmon,Coho Salmon,port_sanilac_mi/coho_salmon,numeric_retained,6.4,6.4,0,A,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,steelhead,Steelhead,port_sanilac_mi/steelhead,numeric_retained,4.5,4.5,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,brown_trout,Brown Trout,port_sanilac_mi/brown_trout,numeric_retained,4.8,4.8,0,B,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,lake_trout,Lake Trout,port_sanilac_mi/lake_trout,numeric_retained,5.5,5.5,0,A,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"Retained: official port roadmap and repeated exact pier/breakwall reports support the current qualitative magnitude; reports such as few, occasional, some or slow constrain strength directly."
port_sanilac_mi,Port Sanilac,freshwater_drum,Freshwater Drum,port_sanilac_mi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,MI_DNR_ROADMAP_AND_WEEKLY_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
two_rivers_wi,Two Rivers,chinook_salmon,Chinook Salmon,two_rivers_wi/chinook_salmon,numeric_retained,8.4,8.4,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
two_rivers_wi,Two Rivers,coho_salmon,Coho Salmon,two_rivers_wi/coho_salmon,numeric_retained,7.1,7.1,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
two_rivers_wi,Two Rivers,steelhead,Steelhead,two_rivers_wi/steelhead,numeric_retained,7.3,7.3,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
two_rivers_wi,Two Rivers,brown_trout,Brown Trout,two_rivers_wi/brown_trout,numeric_retained,7.2,7.2,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
two_rivers_wi,Two Rivers,lake_trout,Lake Trout,two_rivers_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
two_rivers_wi,Two Rivers,freshwater_drum,Freshwater Drum,two_rivers_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
kewaunee_wi,Kewaunee,chinook_salmon,Chinook Salmon,kewaunee_wi/chinook_salmon,numeric_retained,9.1,9.1,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
kewaunee_wi,Kewaunee,coho_salmon,Coho Salmon,kewaunee_wi/coho_salmon,numeric_retained,6.8,6.8,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
kewaunee_wi,Kewaunee,steelhead,Steelhead,kewaunee_wi/steelhead,numeric_retained,7.8,7.8,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
kewaunee_wi,Kewaunee,brown_trout,Brown Trout,kewaunee_wi/brown_trout,numeric_retained,7.4,7.4,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
kewaunee_wi,Kewaunee,lake_trout,Lake Trout,kewaunee_wi/lake_trout,numeric_retained,4.2,4.2,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
kewaunee_wi,Kewaunee,freshwater_drum,Freshwater Drum,kewaunee_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
algoma_wi,Algoma,chinook_salmon,Chinook Salmon,algoma_wi/chinook_salmon,numeric_retained,9,9,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
algoma_wi,Algoma,coho_salmon,Coho Salmon,algoma_wi/coho_salmon,numeric_retained,7,7,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
algoma_wi,Algoma,steelhead,Steelhead,algoma_wi/steelhead,numeric_retained,7.7,7.7,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
algoma_wi,Algoma,brown_trout,Brown Trout,algoma_wi/brown_trout,numeric_retained,7.6,7.6,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
algoma_wi,Algoma,lake_trout,Lake Trout,algoma_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
algoma_wi,Algoma,freshwater_drum,Freshwater Drum,algoma_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
manitowoc_wi,Manitowoc,chinook_salmon,Chinook Salmon,manitowoc_wi/chinook_salmon,numeric_retained,8.5,8.5,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
manitowoc_wi,Manitowoc,coho_salmon,Coho Salmon,manitowoc_wi/coho_salmon,numeric_retained,7.2,7.2,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
manitowoc_wi,Manitowoc,steelhead,Steelhead,manitowoc_wi/steelhead,numeric_retained,7.2,7.2,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
manitowoc_wi,Manitowoc,brown_trout,Brown Trout,manitowoc_wi/brown_trout,numeric_retained,7.2,7.2,0,B,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
manitowoc_wi,Manitowoc,lake_trout,Lake Trout,manitowoc_wi/lake_trout,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: recent Wisconsin pier harvest is exceptionally sparse (three statewide in 2024), and recurring city-pier targeting is not established. This is an admission hold, not a reduced score."
manitowoc_wi,Manitowoc,freshwater_drum,Freshwater Drum,manitowoc_wi/freshwater_drum,evidence_hold_no_numeric_score,,,,C/D,WI_DNR_COUNTY_PIER_AND_EXACT_LOCAL,"No numeric row: repeated intentional local main-pier drum targeting and a defensible seasonal shape are not established. This is an admission hold, not a reduced score."
waukegan_il,Waukegan,chinook_salmon,Chinook Salmon,waukegan_il/chinook_salmon,numeric_retained,7.6,7.6,0,B,INHS_SITE_SURVEY_AND_EXACT_LOCAL,Retained: Pass 2 private calibration remains consistent with the corrected absolute ranking and its local pier evidence.
