city_id,city_name,species_id,species_name,current_live,disposition,evidence_grade,proposed_mode_ids,evidence_ids,rationale,pass2_treatment
port_sanilac_mi,Port Sanilac,atlantic_salmon,Atlantic Salmon,false,admit,A,spring_breakwall|fall_harbor_return,EXP_MI_LH_ROADMAP|EXP_PS_2022_05_11|EXP_PS_2019_06_13|EXP_PS_2024_05_29|EXP_MI_REGS_2026,"Multiple exact breakwall reports and the DNR port roadmap establish spring Atlantic salmon with a smaller fall return opportunity.",add_existing_species_profile_and_modes
port_sanilac_mi,Port Sanilac,chinook_salmon,Chinook Salmon,false,admit,B,spring_coldwater_transient|fall_harbor_staging,EXP_MI_LH_ROADMAP|EXP_PS_CITY|EXP_MI_REGS_2026,"DNR and municipal sources identify salmon as a breakwall/port target and the roadmap specifically names Chinook in spring and salmon in fall. Sparse exact Chinook magnitude keeps the ceiling moderate.",add_existing_species_profile_and_modes
port_sanilac_mi,Port Sanilac,brown_trout,Brown Trout,false,admit,B,spring_nearshore|fall_coolwater_return,EXP_MI_LH_ROADMAP|EXP_PS_CITY|EXP_MI_REGS_2026,"The DNR roadmap specifically lists spring brown trout and fall trout at Port Sanilac; municipal breakwall targetability supports the general harbor boundary.",add_existing_species_profile_and_modes
port_sanilac_mi,Port Sanilac,lake_trout,Lake Trout,false,admit,A,reachable_coldwater_port,EXP_MI_LH_ROADMAP|EXP_PS_CITY|EXP_MI_REGS_2026,"The village explicitly names lake trout from the breakwall and the DNR roadmap identifies spring summer and fall opportunity; a unified mode represents that continuous but seasonally varying reachability.",add_existing_species_profile_and_modes
port_sanilac_mi,Port Sanilac,yellow_perch,Yellow Perch,false,admit,B,warm_season_breakwall,EXP_MI_BETTER_WATERS|EXP_PS_CITY|EXP_MI_REGS_2026,"Both the DNR good-water inventory and village page identify perch, and the village explicitly says boatless anglers can catch them from the breakwall. Timing precision is lower than identity confidence.",add_existing_species_profile_and_mode
port_sanilac_mi,Port Sanilac,walleye,Walleye,false,admit,A,warm_season_low_light_breakwall,EXP_MI_LH_ROADMAP|EXP_PS_CITY|EXP_PS_2019_06_13|EXP_MI_REGS_2026,"Municipal and DNR sources identify walleye as a breakwall target, including direct casting catches and a broad summer-fall window.",add_existing_species_profile_and_mode
port_sanilac_mi,Port Sanilac,smallmouth_bass,Smallmouth Bass,false,admit,A,warm_season_breakwall,EXP_PS_2022_06_15|EXP_PS_2025_05_21|EXP_MI_REGS_2026,"Repeated exact breakwall reports in different years establish intentional warm-season smallmouth opportunity.",add_existing_species_profile_and_modes
port_sanilac_mi,Port Sanilac,white_bass,White Bass,false,admit,B,summer_breakwall_schooling,EXP_MI_LH_ROADMAP|EXP_PS_2022_06_15|EXP_MI_REGS_2026,"The DNR roadmap lists white bass as a summer Port Sanilac target and an exact pier report confirms catches. The low count requires a modest ceiling.",add_new_species_profile_and_mode
port_sanilac_mi,Port Sanilac,lake_whitefish,Lake Whitefish,false,exclude,D,,EXP_MI_BETTER_WATERS,"No reviewed source identifies lake whitefish as a recurring Port Sanilac public-breakwall target.",no_numeric_score
ludington_mi,Ludington,northern_pike,Northern Pike,false,admit,A,warm_season_harbor,EXP_MI_CREEL|EXP_MI_REGS_2026,"Northern pike appear in eight of ten modern Pier/Dock survey years, with catches from May through October and strongest concentration in July-August.",add_existing_species_profile_and_mode
ludington_mi,Ludington,burbot,Burbot,false,admit,B,winter_harbor_bottom,EXP_MI_LM_ROADMAP|EXP_MI_REGS_2026|THERM_BURBOT_2016,"The DNR roadmap specifically names burbot as a January-March Ludington target. The normal creel survey lacks winter coverage, so the score ceiling remains moderate and explicitly low-confidence.",add_new_species_profile_and_mode
ludington_mi,Ludington,walleye,Walleye,false,defer,C,,EXP_MI_CREEL,"Four modern positive years and a very low all-species effort-normalized rate establish occurrence, not a clearly intentional recurring city-harbor target.",no_numeric_score
ludington_mi,Ludington,round_whitefish,Round Whitefish,false,defer,C,,EXP_MI_CREEL,"October catches occur in three modern years but current repeated named-harbor targeting is absent and regional decline complicates transfer.",no_numeric_score
ludington_mi,Ludington,bluegill,Bluegill,false,exclude,D,,EXP_MI_CREEL,"Only two modern positive years and 34 estimated fish do not establish a recurring Lake Michigan harbor target.",no_numeric_score
ludington_mi,Ludington,pumpkinseed,Pumpkinseed,false,exclude,D,,EXP_MI_CREEL,"Two sparse modern years do not establish recurring intentional harbor fishing.",no_numeric_score
ludington_mi,Ludington,black_crappie,Black Crappie,false,exclude,D,,EXP_MI_CREEL,"One modern positive year is an occurrence lead only.",no_numeric_score
ludington_mi,Ludington,lake_whitefish,Lake Whitefish,false,exclude,D,,EXP_MI_CREEL,"One modern positive year and nine estimated fish are too sparse for a target fishery claim.",no_numeric_score
ludington_mi,Ludington,cisco,Cisco,false,exclude,D,,EXP_MI_CREEL,"One modern positive year and four estimated fish are incidental occurrence only.",no_numeric_score
grand_haven_mi,Grand Haven,white_perch,White Perch,false,admit,A,warm_season_harbor_schooling,EXP_MI_CREEL|EXP_GH_WHITE_PERCH_2017|EXP_MI_REGS_2026|THERM_WHITE_PERCH_GLFC|THERM_WHITE_PERCH_USGS,"White perch recur in nine of ten modern survey years and 25 positive month-year strata, with an exact pier report and a July-October concentration.",add_new_species_profile_and_mode
grand_haven_mi,Grand Haven,white_bass,White Bass,false,admit,B,summer_harbor_schooling,EXP_MI_CREEL|EXP_MI_REGS_2026|THERM_WHITE_BASS_FWS|THERM_WHITE_BASS_EPA,"White bass recur in seven modern survey years and 12 positive month-year strata, concentrated in June-August. Exact structure evidence is thinner, so magnitude remains conservative.",add_new_species_profile_and_mode
grand_haven_mi,Grand Haven,bluegill,Bluegill,false,admit,A,warm_season_pier,EXP_MI_CREEL|EXP_GH_BLUEGILL_2021|EXP_MI_REGS_2026|THERM_BLUEGILL_MI,"Bluegill recur in seven modern years and 18 positive strata, with a direct DNR report of good August pier catches on redworms.",add_new_species_profile_and_mode
grand_haven_mi,Grand Haven,lake_whitefish,Lake Whitefish,false,admit,B,spring_coldwater_pier|lawful_fall_spawning_aggregation,EXP_MI_CREEL|EXP_GH_WHITEFISH_2025|EXP_MI_FO202_26|EXP_MI_REGS_2026,"DNR confirms a unique November port opportunity and the survey shows spring and autumn recurrence. Historical snagging is excluded from magnitude, producing a low lawful-bite ceiling and mandatory November tackle disclosure.",add_existing_species_profile_modes_and_regulation_notice
grand_haven_mi,Grand Haven,walleye,Walleye,false,defer,C,,EXP_MI_CREEL,"Walleye appear in six modern years but at only 1.9 fish per 1000 all-species Pier/Dock hours, with no repeated named-harbor directed report. Occurrence is recurring; targetability is not yet strong enough.",no_numeric_score
grand_haven_mi,Grand Haven,northern_pike,Northern Pike,false,exclude,D,,EXP_MI_CREEL,"Only two modern positive years and a low rate do not establish a recurring target.",no_numeric_score
grand_haven_mi,Grand Haven,black_crappie,Black Crappie,false,exclude,D,,EXP_MI_CREEL,"One modern positive year is incidental occurrence only.",no_numeric_score
grand_haven_mi,Grand Haven,pumpkinseed,Pumpkinseed,false,exclude,D,,EXP_MI_CREEL,"One modern positive year and four estimated fish are incidental occurrence only.",no_numeric_score
manistee_mi,Manistee,northern_pike,Northern Pike,false,admit,A,spring_harbor|late_summer_fall_harbor,EXP_MI_CREEL|EXP_NW_2022_05_04|EXP_NW_2024_04_24|EXP_MI_REGS_2026,"Northern pike recur in seven modern survey years and ten positive strata, with direct pier reports in 2022 and 2024.",add_existing_species_profile_and_modes
manistee_mi,Manistee,burbot,Burbot,false,admit,B,winter_harbor_bottom,EXP_MI_LM_ROADMAP|EXP_MI_REGS_2026|THERM_BURBOT_2016,"The DNR roadmap specifically identifies a February-March Manistee burbot target. Missing winter creel coverage prevents stronger magnitude claims.",add_new_species_profile_and_mode
manistee_mi,Manistee,largemouth_bass,Largemouth Bass,false,defer,C,,EXP_MI_CREEL,"Three modern positive years and one taxonomically exact harbor report establish occasional catches, but repeated directed target evidence is insufficient under the owner's non-rare threshold.",no_numeric_score
manistee_mi,Manistee,lake_whitefish,Lake Whitefish,false,defer,C,,EXP_MI_CREEL,"Two modern positive years plus isolated exact reports establish occurrence, not a recurring major intentional fishery with defensible seasonal magnitude.",no_numeric_score
manistee_mi,Manistee,cisco,Cisco,false,defer,C,,EXP_MI_CREEL,"Four modern positive years are sparse and concentrated in spring; no repeated evidence shows that anglers intentionally target cisco from the city-harbor structures.",no_numeric_score
frankfort_elberta_mi,Frankfort-Elberta,northern_pike,Northern Pike,false,admit,B,spring_harbor|late_summer_harbor,EXP_MI_CREEL|EXP_NW_2022_05_04|EXP_NW_2024_04_24|EXP_MI_REGS_2026,"Three modern survey years plus direct 2022 pier and 2024 between-piers reports establish a low-to-fair recurring harbor opportunity.",add_existing_species_profile_and_modes
frankfort_elberta_mi,Frankfort-Elberta,walleye,Walleye,false,admit,B,spring_harbor_low_light|late_summer_low_light,EXP_MI_CREEL|EXP_NW_2022_05_04|EXP_NW_2024_04_24|EXP_MI_REGS_2026,"Direct 2022 and 2024 harbor reports establish recurrence despite sparse older creel estimates. Low ceilings reflect uncertain directed effort and structure mix.",add_existing_species_profile_and_modes
frankfort_elberta_mi,Frankfort-Elberta,freshwater_drum,Freshwater Drum,false,defer,C,,EXP_MI_CREEL,"Four modern positive years and a low rate establish recurring occurrence, but no reviewed report shows a current intentional breakwater/harbor target.",no_numeric_score
frankfort_elberta_mi,Frankfort-Elberta,smallmouth_bass,Smallmouth Bass,false,defer,C,,EXP_MI_CREEL,"Three modern positive years establish occasional summer harbor catches without repeated current directed target evidence.",no_numeric_score
frankfort_elberta_mi,Frankfort-Elberta,lake_whitefish,Lake Whitefish,false,defer,C,,EXP_MI_CREEL|EXP_NW_2022_05_04,"A 2022 mixed pier report and one two-fish creel year establish occurrence, but taxonomic ambiguity and weak recurrence prevent numeric onboarding.",no_numeric_score
frankfort_elberta_mi,Frankfort-Elberta,cisco,Cisco,false,exclude,D,,EXP_MI_CREEL,"One positive survey year and seven estimated fish are incidental occurrence only.",no_numeric_score
frankfort_elberta_mi,Frankfort-Elberta,atlantic_salmon,Atlantic Salmon,false,exclude,D,,EXP_MI_CREEL,"One positive survey year without current intentional shore targeting is insufficient.",no_numeric_score
sheboygan_wi,Sheboygan,smallmouth_bass,Smallmouth Bass,false,defer,C,,EXP_SHEB_SMALLMOUTH_2019|EXP_WI_REPORT_2024,"One old mixed-pier report establishes occurrence but not a current recurring target or local seasonal magnitude.",no_numeric_score
sheboygan_wi,Sheboygan,yellow_perch,Yellow Perch,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_REPORT_2024,"Regional pier harvest and historical local recollection are not city-specific current recurrence; the exact DNR structure guide omits perch.",no_numeric_score
sheboygan_wi,Sheboygan,lake_trout,Lake Trout,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024,"Lake trout are a strong boat fishery regionally but are omitted from the named-pier species guide and no local pier recurrence supports a score.",no_numeric_score
sheboygan_wi,Sheboygan,largemouth_bass,Largemouth Bass,false,exclude,D,,EXP_WI_CLOSE_HOME,"No species-specific recurring main-pier evidence was found.",no_numeric_score
port_washington_wi,Port Washington,yellow_perch,Yellow Perch,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024|EXP_WI_REPORT_2024,"A regional nearshore lead exists, but the exact DNR breakwater guide does not list perch and no Port Washington seasonal curve is locally identifiable.",no_numeric_score
port_washington_wi,Port Washington,lake_trout,Lake Trout,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024,"Regional boat abundance does not establish a recurring public-breakwater target and the exact guide omits lake trout.",no_numeric_score
milwaukee_wi,Milwaukee,yellow_perch,Yellow Perch,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_WEEKLY_2024|EXP_WI_REPORT_2024,"No repeated McKinley/Cupertino-specific perch evidence or local seasonal magnitude was found.",no_numeric_score
milwaukee_wi,Milwaukee,northern_pike,Northern Pike,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_REPORT_2024,"Pike occur in pooled Wisconsin pier data but no reviewed source establishes a recurring Milwaukee city-pier target.",no_numeric_score
milwaukee_wi,Milwaukee,lake_trout,Lake Trout,false,exclude,D,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024,"Milwaukee County pier harvest was effectively absent in the recent three-year table and the exact pier guide omits lake trout.",no_numeric_score
racine_wi,Racine,lake_trout,Lake Trout,false,defer,C,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024,"Small recent county-pier harvest establishes occasional catches, but no recurring city-pier target or seasonal magnitude supports onboarding.",no_numeric_score
kenosha_wi,Kenosha,lake_trout,Lake Trout,false,exclude,D,,EXP_WI_CLOSE_HOME|EXP_WI_HARVEST_1998_2024,"Recent Kenosha County pier harvest was zero in all three reviewed years and the exact pier guide omits lake trout.",no_numeric_score
