City,View,Date (MM-DD),Chinook Salmon,Coho Salmon,Steelhead,Brown Trout,Lake Trout,Walleye,Smallmouth Bass,Freshwater Drum,Yellow Perch,Lake Whitefish,Round Whitefish,Channel Catfish,Largemouth Bass
Ludington,Dates,08-25,7.633333333333334,3,1.9634146341463414,1.3639344262295081,Not configured,Not configured,3.5161290322580645,Not configured,2.338709677419355,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,08-30,8.3,3.3125,2.1951219512195124,1.4459016393442623,Not configured,Not configured,3.274193548387097,Not configured,2.258064516129032,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,09-08,8,3.875,2.6121951219512196,1.5934426229508198,Not configured,Not configured,2.838709677419355,Not configured,2.1129032258064515,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,09-15,6.352941176470589,4.3125,2.9365853658536585,1.7081967213114755,Not configured,Not configured,2.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,09-25,4,4.9375,3.4,1.8721311475409836,Not configured,Not configured,2.1666666666666665,Not configured,1.8333333333333333,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,09-26,3.888235294117647,5,3.588,1.8885245901639345,Not configured,Not configured,2.1333333333333333,Not configured,1.8166666666666667,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,10-12,2.1,5.3999999999999995,6.596,2.1508196721311474,Not configured,Not configured,1.6,Not configured,1.55,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,10-15,1.965,5.475,7.16,2.2,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,10-20,1.74,5.6,8.1,2.2833333333333337,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,11-01,1.2,5.031578947368421,7.531578947368421,2.4833333333333334,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,11-08,1.1681818181818182,4.7,7.2,2.6,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,11-15,1.1363636363636362,3.9222222222222225,6.5777777777777775,2.716666666666667,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,11-20,1.1136363636363635,3.366666666666667,6.133333333333333,2.8,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,12-05,1.0454545454545454,1.7,4.8,3.239024390243902,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,12-15,1,1.602439024390244,4.492307692307692,3.5317073170731708,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Dates,12-31,1,1.446341463414634,4,4,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,01-04,1,1.4073170731707316,4,4,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,01-11,1,1.3390243902439025,4,4,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,01-18,1.01,1.3611111111111112,4.044444444444444,4.088888888888889,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,01-25,1.0333333333333334,1.5037037037037038,4.148148148148148,4.296296296296296,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,02-01,1.0566666666666666,1.6462962962962964,4.2518518518518515,4.503703703703704,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,02-08,1.08,1.7888888888888888,4.355555555555555,4.711111111111111,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,02-15,1.1033333333333333,1.9314814814814816,4.459259259259259,4.9185185185185185,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,02-22,1.1266666666666667,2.074074074074074,4.562962962962963,5.125925925925926,Not configured,Not configured,1.5,Not configured,1.625,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,03-01,1.15,2.216666666666667,4.666666666666666,5.333333333333333,Not configured,Not configured,1.5,Not configured,1.75,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,03-08,1.1733333333333333,2.359259259259259,4.770370370370371,5.54074074074074,Not configured,Not configured,1.5,Not configured,1.875,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,03-15,1.1966666666666668,2.476923076923077,5.030769230769231,5.984615384615385,Not configured,Not configured,1.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,03-22,1.22,2.5846153846153843,5.3538461538461535,6.523076923076923,Not configured,Not configured,1.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,03-29,1.2433333333333334,2.692307692307692,5.676923076923077,7.061538461538461,Not configured,Not configured,1.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,04-05,1.2666666666666666,2.8,6,7.6,Not configured,Not configured,1.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,04-12,1.29,2.7766666666666664,5.44,7.46,Not configured,Not configured,1.5,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,04-19,1.5666666666666667,2.7533333333333334,4.88,7.32,Not configured,Not configured,1.6333333333333333,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,04-26,2.033333333333333,2.73,4.32,7.136,Not configured,Not configured,1.8666666666666667,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,05-03,2.5,2.706666666666667,3.7600000000000002,6.688,Not configured,Not configured,2.1,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,05-10,2.966666666666667,2.5548387096774197,3.2,6.24,Not configured,Not configured,2.3333333333333335,Not configured,2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,05-17,3.4789473684210526,2.3516129032258064,3.1222222222222222,5.792,Not configured,Not configured,2.564516129032258,Not configured,2.193548387096774,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,05-24,4.105263157894736,2.1483870967741936,3.0444444444444443,5.316129032258064,Not configured,Not configured,2.7903225806451615,Not configured,2.870967741935484,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,05-31,4.731578947368421,1.9451612903225808,2.966666666666667,4.819354838709677,Not configured,Not configured,3.0161290322580645,Not configured,3.5483870967741935,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,06-07,4.733333333333333,1.8,2.888888888888889,4.32258064516129,Not configured,Not configured,3.241935483870968,Not configured,4.225806451612903,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,06-14,4.266666666666667,1.8,2.811111111111111,3.825806451612903,Not configured,Not configured,3.467741935483871,Not configured,4.903225806451613,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,06-21,3.8,1.8,2.6721311475409832,3.3607142857142858,Not configured,Not configured,3.7,Not configured,5.2,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,06-28,3.476923076923077,1.8,2.522950819672131,3.0857142857142854,Not configured,Not configured,3.9333333333333336,Not configured,5.433333333333334,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,07-05,3.2615384615384615,1.8,2.3737704918032785,2.8107142857142855,Not configured,Not configured,4.166666666666667,Not configured,5.666666666666667,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,07-12,3.046153846153846,1.8,2.224590163934426,2.5357142857142856,Not configured,Not configured,4.4,Not configured,5.9,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,07-19,2.8307692307692305,1.8,2.0754098360655737,2.2607142857142852,Not configured,Not configured,4.435483870967742,Not configured,5.548387096774194,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,07-26,3.325,2,1.9262295081967213,1.9857142857142853,Not configured,Not configured,4.32258064516129,Not configured,4.758064516129032,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,08-02,3.9375,2.2333333333333334,1.7770491803278687,1.7107142857142854,Not configured,Not configured,4.209677419354839,Not configured,3.967741935483871,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,08-09,4.925,2.466666666666667,1.6278688524590164,1.4357142857142853,Not configured,Not configured,4.096774193548387,Not configured,3.17741935483871,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,08-16,6.19375,2.7,1.5463414634146342,1.2163934426229508,Not configured,Not configured,3.9516129032258065,Not configured,2.4838709677419355,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,08-23,7.366666666666666,2.9333333333333336,1.870731707317073,1.3311475409836064,Not configured,Not configured,3.6129032258064515,Not configured,2.370967741935484,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,08-30,8.3,3.3125,2.1951219512195124,1.4459016393442623,Not configured,Not configured,3.274193548387097,Not configured,2.258064516129032,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,09-06,8.066666666666666,3.75,2.5195121951219512,1.5606557377049182,Not configured,Not configured,2.935483870967742,Not configured,2.1451612903225805,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,09-13,6.823529411764706,4.1875,2.84390243902439,1.6754098360655738,Not configured,Not configured,2.596774193548387,Not configured,2.032258064516129,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,09-20,5.1764705882352935,4.625,3.168292682926829,1.7901639344262295,Not configured,Not configured,2.3333333333333335,Not configured,1.9166666666666667,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,09-27,3.776470588235294,5.025,3.776,1.9049180327868853,Not configured,Not configured,2.1,Not configured,1.8,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,10-04,2.9941176470588236,5.2,5.092,2.019672131147541,Not configured,Not configured,1.8666666666666667,Not configured,1.6833333333333333,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,10-11,2.211764705882353,5.375,6.4079999999999995,2.134426229508197,Not configured,Not configured,1.6333333333333333,Not configured,1.5666666666666667,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,10-18,1.83,5.55,7.724,2.25,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,10-25,1.5150000000000001,5.363157894736842,7.863157894736842,2.3666666666666667,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,11-01,1.2,5.031578947368421,7.531578947368421,2.4833333333333334,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,11-08,1.1681818181818182,4.7,7.2,2.6,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,11-15,1.1363636363636362,3.9222222222222225,6.5777777777777775,2.716666666666667,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,11-22,1.1045454545454545,3.144444444444445,5.955555555555556,2.8585365853658535,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,11-29,1.0727272727272728,2.3666666666666667,5.333333333333333,3.0634146341463415,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,12-06,1.040909090909091,1.6902439024390243,4.769230769230769,3.268292682926829,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,12-13,1.009090909090909,1.621951219512195,4.553846153846154,3.473170731707317,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,12-20,1,1.553658536585366,4.338461538461538,3.6780487804878046,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Ludington,Weekly,12-27,1,1.4853658536585366,4.123076923076923,3.8829268292682926,Not configured,Not configured,1.5,Not configured,1.5,Not configured,Not configured,Not configured,Not configured
Grand Haven,Dates,01-15,1,3.6,4,4,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,02-15,1.7233333333333334,4.335593220338983,4.420338983050847,5.033333333333333,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,03-10,2.26,4.88135593220339,4.7322033898305085,5.8,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,03-15,2.3766666666666665,5,4.8,6.05,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,04-15,3.0999999999999996,6,6.263888888888889,7.6,Not configured,Not configured,Not configured,2.5,Not configured,Not configured,Not configured,Not configured,2
Grand Haven,Dates,04-20,3.2166666666666663,6.181818181818182,6.5,7.279999999999999,Not configured,Not configured,Not configured,3.1666666666666665,Not configured,Not configured,Not configured,Not configured,2.0833333333333335
Grand Haven,Dates,05-07,3.6133333333333333,6.8,5.055,6.192,Not configured,Not configured,Not configured,5.433333333333334,Not configured,Not configured,Not configured,Not configured,2.3666666666666667
Grand Haven,Dates,05-10,3.683333333333333,6.358823529411764,4.8,6,Not configured,Not configured,Not configured,5.833333333333334,Not configured,Not configured,Not configured,Not configured,2.4166666666666665
Grand Haven,Dates,05-15,3.8,5.623529411764705,5.355555555555555,5.513888888888889,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,2.5
Grand Haven,Dates,06-10,2.138888888888889,1.8,8.244444444444445,2.9861111111111107,Not configured,Not configured,Not configured,6.919354838709677,Not configured,Not configured,Not configured,Not configured,3.758064516129032
Grand Haven,Dates,06-15,1.8194444444444442,1.7875,8.8,2.5,Not configured,Not configured,Not configured,7,Not configured,Not configured,Not configured,Not configured,4
Grand Haven,Dates,06-20,1.5,1.775,8.786486486486487,2.377049180327869,Not configured,Not configured,Not configured,6.916666666666667,Not configured,Not configured,Not configured,Not configured,4.166666666666667
Grand Haven,Dates,07-15,3.0625,1.7125,8.718918918918918,1.7622950819672132,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5
Grand Haven,Dates,07-20,3.375,1.7,8.705405405405404,1.639344262295082,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5.241935483870968
Grand Haven,Dates,07-22,3.5,1.9,8.7,1.5901639344262295,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5.338709677419355
Grand Haven,Dates,08-05,4,3.3,7.396551724137931,1.2459016393442623,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,6.016129032258064
Grand Haven,Dates,08-15,5.333333333333333,4.3,6.46551724137931,1,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,6.5
Grand Haven,Dates,08-20,6,4.8,6,1.0909090909090908,Not configured,Not configured,Not configured,6.17741935483871,Not configured,Not configured,Not configured,Not configured,6.016129032258064
Grand Haven,Dates,08-25,6.666666666666666,5.3,5.638888888888889,1.1818181818181819,Not configured,Not configured,Not configured,5.854838709677419,Not configured,Not configured,Not configured,Not configured,5.532258064516129
Grand Haven,Dates,08-26,6.8,5.51875,5.566666666666666,1.2,Not configured,Not configured,Not configured,5.790322580645161,Not configured,Not configured,Not configured,Not configured,5.435483870967742
Grand Haven,Dates,09-08,7.8,8.3625,4.627777777777778,1.4363636363636365,Not configured,Not configured,Not configured,4.951612903225806,Not configured,Not configured,Not configured,Not configured,4.17741935483871
Grand Haven,Dates,09-10,7.57,8.8,4.483333333333333,1.4727272727272727,Not configured,Not configured,Not configured,4.82258064516129,Not configured,Not configured,Not configured,Not configured,3.9838709677419355
Grand Haven,Dates,09-15,6.995,8.50212765957447,4.122222222222222,1.5636363636363637,Not configured,Not configured,Not configured,4.5,Not configured,Not configured,Not configured,Not configured,3.5
Grand Haven,Dates,09-25,5.845,7.906382978723404,3.4,1.7454545454545456,Not configured,Not configured,Not configured,3.8333333333333335,Not configured,Not configured,Not configured,Not configured,3
Grand Haven,Dates,09-28,5.5,7.727659574468086,3.897142857142857,1.8,Not configured,Not configured,Not configured,3.6333333333333333,Not configured,Not configured,Not configured,Not configured,2.85
Grand Haven,Dates,10-15,3.2,6.714893617021277,6.7142857142857135,2.1090909090909093,Not configured,Not configured,Not configured,2.5,Not configured,Not configured,Not configured,Not configured,2
Grand Haven,Dates,10-20,3.019672131147541,6.417021276595745,7.542857142857143,2.2,Not configured,Not configured,Not configured,2.338709677419355,Not configured,Not configured,Not configured,Not configured,1.9193548387096775
Grand Haven,Dates,10-27,2.7672131147540986,6,8.702857142857141,2.375,Not configured,Not configured,Not configured,2.1129032258064515,Not configured,Not configured,Not configured,Not configured,1.8064516129032258
Grand Haven,Dates,10-30,2.659016393442623,5.5625,9.2,2.45,Not configured,Not configured,Not configured,2.0161290322580645,Not configured,Not configured,Not configured,Not configured,1.7580645161290323
Grand Haven,Dates,11-10,2.2622950819672134,3.958333333333333,7.2,2.725,Not configured,Not configured,Not configured,1.661290322580645,Not configured,Not configured,Not configured,Not configured,1.5806451612903225
Grand Haven,Dates,11-15,2.081967213114754,3.229166666666667,6.886274509803922,2.85,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,11-20,1.9016393442622952,2.5,6.572549019607843,2.975,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,12-15,1,3.1707317073170733,5.003921568627451,3.6,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Dates,12-31,1,3.6,4,4,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,01-04,1,3.6,4,4,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,01-11,1,3.6,4,4,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,01-18,1.07,3.671186440677966,4.040677966101695,4.1,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,01-25,1.2333333333333334,3.8372881355932202,4.135593220338983,4.333333333333333,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,02-01,1.3966666666666665,4.003389830508475,4.230508474576271,4.566666666666666,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,02-08,1.56,4.169491525423729,4.3254237288135595,4.8,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,02-15,1.7233333333333334,4.335593220338983,4.420338983050847,5.033333333333333,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,02-22,1.8866666666666667,4.501694915254237,4.5152542372881355,5.266666666666667,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,03-01,2.05,4.667796610169491,4.610169491525424,5.5,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,03-08,2.2133333333333334,4.8338983050847455,4.705084745762711,5.733333333333333,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,03-15,2.3766666666666665,5,4.8,6.05,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,03-22,2.54,5.225806451612903,5.1305555555555555,6.3999999999999995,Not configured,Not configured,Not configured,1.7258064516129032,Not configured,Not configured,Not configured,Not configured,1.6129032258064515
Grand Haven,Weekly,03-29,2.703333333333333,5.451612903225806,5.461111111111111,6.75,Not configured,Not configured,Not configured,1.9516129032258065,Not configured,Not configured,Not configured,Not configured,1.7258064516129032
Grand Haven,Weekly,04-05,2.8666666666666663,5.67741935483871,5.791666666666667,7.1,Not configured,Not configured,Not configured,2.1774193548387095,Not configured,Not configured,Not configured,Not configured,1.8387096774193548
Grand Haven,Weekly,04-12,3.03,5.903225806451613,6.122222222222222,7.449999999999999,Not configured,Not configured,Not configured,2.403225806451613,Not configured,Not configured,Not configured,Not configured,1.9516129032258065
Grand Haven,Weekly,04-19,3.1933333333333334,6.1454545454545455,6.4527777777777775,7.343999999999999,Not configured,Not configured,Not configured,3.033333333333333,Not configured,Not configured,Not configured,Not configured,2.066666666666667
Grand Haven,Weekly,04-26,3.3566666666666665,6.4,5.99,6.896,Not configured,Not configured,Not configured,3.966666666666667,Not configured,Not configured,Not configured,Not configured,2.183333333333333
Grand Haven,Weekly,05-03,3.52,6.654545454545454,5.395,6.448,Not configured,Not configured,Not configured,4.9,Not configured,Not configured,Not configured,Not configured,2.3
Grand Haven,Weekly,05-10,3.683333333333333,6.358823529411764,4.8,6,Not configured,Not configured,Not configured,5.833333333333334,Not configured,Not configured,Not configured,Not configured,2.4166666666666665
Grand Haven,Weekly,05-17,3.672222222222222,5.329411764705882,5.5777777777777775,5.319444444444445,Not configured,Not configured,Not configured,6.532258064516129,Not configured,Not configured,Not configured,Not configured,2.596774193548387
Grand Haven,Weekly,05-24,3.2249999999999996,4.3,6.355555555555556,4.638888888888889,Not configured,Not configured,Not configured,6.645161290322581,Not configured,Not configured,Not configured,Not configured,2.935483870967742
Grand Haven,Weekly,05-31,2.7777777777777777,3.270588235294117,7.133333333333334,3.958333333333333,Not configured,Not configured,Not configured,6.758064516129032,Not configured,Not configured,Not configured,Not configured,3.274193548387097
Grand Haven,Weekly,06-07,2.3305555555555557,2.2411764705882353,7.911111111111111,3.2777777777777777,Not configured,Not configured,Not configured,6.870967741935484,Not configured,Not configured,Not configured,Not configured,3.6129032258064515
Grand Haven,Weekly,06-14,1.8833333333333333,1.79,8.68888888888889,2.5972222222222223,Not configured,Not configured,Not configured,6.983870967741936,Not configured,Not configured,Not configured,Not configured,3.9516129032258065
Grand Haven,Weekly,06-21,1.5625,1.7725,8.783783783783784,2.3524590163934427,Not configured,Not configured,Not configured,6.9,Not configured,Not configured,Not configured,Not configured,4.2
Grand Haven,Weekly,06-28,2,1.755,8.764864864864865,2.180327868852459,Not configured,Not configured,Not configured,6.783333333333333,Not configured,Not configured,Not configured,Not configured,4.433333333333334
Grand Haven,Weekly,07-05,2.4375,1.7375,8.745945945945946,2.0081967213114753,Not configured,Not configured,Not configured,6.666666666666667,Not configured,Not configured,Not configured,Not configured,4.666666666666667
Grand Haven,Weekly,07-12,2.875,1.72,8.727027027027027,1.8360655737704918,Not configured,Not configured,Not configured,6.55,Not configured,Not configured,Not configured,Not configured,4.9
Grand Haven,Weekly,07-19,3.3125,1.7025,8.708108108108107,1.6639344262295084,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5.193548387096774
Grand Haven,Weekly,07-26,3.642857142857143,2.3,8.327586206896552,1.4918032786885247,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5.532258064516129
Grand Haven,Weekly,08-02,3.892857142857143,3,7.675862068965516,1.319672131147541,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,5.870967741935484
Grand Haven,Weekly,08-09,4.533333333333333,3.7,7.024137931034483,1.1475409836065573,Not configured,Not configured,Not configured,6.5,Not configured,Not configured,Not configured,Not configured,6.209677419354838
Grand Haven,Weekly,08-16,5.466666666666667,4.3999999999999995,6.372413793103448,1.018181818181818,Not configured,Not configured,Not configured,6.435483870967742,Not configured,Not configured,Not configured,Not configured,6.403225806451613
Grand Haven,Weekly,08-23,6.4,5.1,5.783333333333333,1.1454545454545455,Not configured,Not configured,Not configured,5.983870967741936,Not configured,Not configured,Not configured,Not configured,5.725806451612903
