city_id,species_id,month,season_evidence_state,roster_research_status,evidence_ids,limitations,researched_at,production_ready
ludington,freshwater_drum,4,unresolved,priority,,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,5,unresolved,priority,,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,6,inferred_review_window,priority,F12,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,7,reported_occurrence,priority,F12,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,8,inferred_review_window,priority,F12,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,9,inferred_review_window,priority,F12,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,10,unresolved,priority,,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,11,unresolved,priority,,Warm-season expansion inferred,2026-09-09,false
ludington,freshwater_drum,12,unresolved,priority,,Warm-season expansion inferred,2026-09-09,false
ludington,walleye,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,walleye,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,yellow_perch,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_trout,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
ludington,lake_whitefish,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
grand_haven,steelhead,1,unresolved,priority,,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,2,unresolved,priority,,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,3,inferred_review_window,priority,F12; F13; F15; F34,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,4,inferred_review_window,priority,F12; F13; F15; F34,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,5,reported_occurrence,priority,F13,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,6,reported_occurrence,priority,F34,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,7,reported_occurrence,priority,F12 F38,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,8,unresolved,priority,,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,9,unresolved,priority,,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,10,inferred_review_window,priority,F12; F13; F15; F34,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,11,reported_occurrence,priority,F15,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,steelhead,12,unresolved,priority,,Summer episodic; winter unresolved,2026-09-09,false
grand_haven,brown_trout,1,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,2,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,3,inferred_review_window,priority,F13; F16,Spring,2026-09-09,false
grand_haven,brown_trout,4,reported_occurrence,priority,F16 F36,Spring,2026-09-09,false
grand_haven,brown_trout,5,reported_occurrence,priority,F13,Spring,2026-09-09,false
grand_haven,brown_trout,6,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,7,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,8,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,9,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,10,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,11,unresolved,priority,,Spring,2026-09-09,false
grand_haven,brown_trout,12,unresolved,priority,,Spring,2026-09-09,false
grand_haven,chinook_salmon,1,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,2,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,3,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,4,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,5,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,6,inferred_review_window,priority,F12,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,7,reported_occurrence,priority,F12,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,8,inferred_review_window,priority,F12,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,9,inferred_review_window,priority,F12,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,10,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,11,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,chinook_salmon,12,unresolved,priority,,S2 and generic salmon reports support staging research only,2026-09-09,false
grand_haven,coho_salmon,1,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,2,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,3,inferred_review_window,priority,F16; F17,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,4,reported_occurrence,priority,F16,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,5,reported_occurrence,priority,F17,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,6,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,7,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,8,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,9,reported_occurrence,priority,F37,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,10,inferred_review_window,priority,F16; F17,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,11,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,coho_salmon,12,unresolved,priority,,Spring records and September 2017 occurrence; fall strength/current recurrence unresolved,2026-09-09,false
grand_haven,smallmouth_bass,1,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,2,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,3,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,4,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,5,inferred_review_window,historical_local,S4,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,6,inferred_review_window,historical_local,S4,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,7,inferred_review_window,historical_local,S4,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,8,inferred_review_window,historical_local,S4,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,9,inferred_review_window,historical_local,S4,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,10,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,11,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,smallmouth_bass,12,unresolved,historical_local,,S4 historical pier data; modern unspecified bass not treated as smallmouth,2026-09-09,false
grand_haven,freshwater_drum,1,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,2,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,3,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,4,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,5,reported_occurrence,priority,F20,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,6,reported_occurrence,priority,F14,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,7,reported_occurrence,priority,F21 F38,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,8,reported_occurrence,priority,F22,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,9,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,10,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,11,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,freshwater_drum,12,unresolved,priority,,Multiple warm-season reports,2026-09-09,false
grand_haven,walleye,1,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,2,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,3,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,4,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,5,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,6,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,7,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,8,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,9,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,10,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,11,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,walleye,12,unresolved,grouped_listing,,S2 groups Grand Haven/Holland; individual seasonal evidence unresolved,2026-09-09,false
grand_haven,yellow_perch,1,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,2,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,3,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,4,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,5,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,6,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,7,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,8,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,9,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,10,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,11,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,yellow_perch,12,unresolved,grouped_listing,,S2 and historical S4; monthly pier context unresolved,2026-09-09,false
grand_haven,lake_trout,1,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,2,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,3,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,4,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,5,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,6,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,7,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,8,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,9,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,10,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,11,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_trout,12,unresolved,grouped_listing,,S2; avoid offshore data transfer,2026-09-09,false
grand_haven,lake_whitefish,1,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,2,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,3,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,4,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,5,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,6,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,7,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,8,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,9,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,10,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,11,documented_window,priority,S3,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
grand_haven,lake_whitefish,12,unresolved,priority,,Documented November opportunity; gear rules L1; not a specific catch bulletin,2026-09-09,false
manistee,steelhead,1,unresolved,priority,,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,2,unresolved,priority,,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,3,reported_occurrence,priority,A12,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,4,reported_occurrence,priority,F1,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,5,reported_occurrence,priority,F23,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,6,reported_occurrence,priority,F24,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,7,unresolved,priority,,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,8,unresolved,priority,,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,9,unresolved,priority,,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,10,reported_occurrence,priority,F25,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,11,reported_occurrence,priority,F3 F35,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,steelhead,12,reported_occurrence,priority,F4,November corroborated in 2025; December historical; January-February unresolved,2026-09-09,false
manistee,brown_trout,1,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,2,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,3,inferred_review_window,priority,F1 F2; F23,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,4,reported_occurrence,priority,F1 F2 F36 F39,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,5,reported_occurrence,priority,F23,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,6,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,7,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,8,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,9,unresolved,priority,,Spring; side-specific support,2026-09-09,false
