species_id,month,shared_biological_context,month_evidence_state,evidence_basis,local_occurrence_status,input_limitation,profile_disposition,evidence_ids,researched_at,production_ready
brown_trout,february,CF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,march,SN/LF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,april,SN/LF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,may,LF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,june,DS/LF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,july,DS/LF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,august,DS/MR,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,september,MR/SP,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,october,SP,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,november,PR/CF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
brown_trout,december,CF,proposed_regional_transfer,great_lakes_field_plus_conflicting_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T004;T014;T015,2026-09-09,false
lake_trout,january,CF/SN,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,february,CF/SN,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,march,CF/SN,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,april,CF/SN,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,may,TR,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,june,DS,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,july,DS,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,august,DS,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,september,DS/SP,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,october,SP,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,november,SP/CF,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
lake_trout,december,CF/SN,sourced_biology,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T005;T011;T012;T016,2026-09-09,false
walleye,january,WA/WD,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,february,WA/WD,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,march,SP/TR,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,april,SP,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,may,PR,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,june,LF,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,july,LF,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,august,LF,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,september,LF,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,october,LF/TR,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,november,WA/WD,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
walleye,december,WA/WD,proposed_regional_transfer,great_lakes_telemetry_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T020;T021;T031,2026-09-09,false
smallmouth_bass,january,WD,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,february,WD,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,march,WD/TR,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,april,SN,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,may,SP,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,june,SP/PR,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,july,LF,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,august,LF,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,september,LF/TR,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,october,DS,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,november,WD,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
smallmouth_bass,december,WD,proposed_regional_transfer,lake_michigan_harbor_plus_agency_laboratory,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T023;T024,2026-09-09,false
freshwater_drum,january,WD?,absent_biology_evidence,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,february,WD?,absent_biology_evidence,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,march,WD/TR,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,april,TR,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,may,SP/LF,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,june,SP/LF,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,july,LF,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,august,LF,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,september,LF,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,october,TR,proposed_regional_transfer,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,november,WD?,absent_biology_evidence,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
freshwater_drum,december,WD?,absent_biology_evidence,synthesis_plus_lake_erie_field,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T025;T026,2026-09-09,false
yellow_perch,january,WA,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,february,WA,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,march,SN/SP,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,april,SP,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,may,PR/LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,june,LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,july,LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,august,LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,september,SN/LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,october,SN/LF,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,november,WA,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
yellow_perch,december,WA,sourced_biology,michigan_agency_general_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T027;T028,2026-09-09,false
lake_whitefish,january,CF,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,february,CF,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,march,CF,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,april,CF/TR,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,may,TR,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,june,DS,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,july,DS,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,august,DS,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,september,DS/TR,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,october,SN/SP,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,november,SP,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
lake_whitefish,december,SP/CF,sourced_biology,northwestern_lake_michigan_tags_plus_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T017;T018,2026-09-09,false
round_whitefish,january,WD,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,february,WD,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,march,WD,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,april,SN,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,may,SN/TR,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,june,DS,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,july,DS,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,august,DS,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,september,DS/TR,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,october,SN/SP,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,november,SP,sourced_biology,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
round_whitefish,december,WD/CF?,absent_biology_evidence,michigan_agency_species_specific_biology,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T019,2026-09-09,false
channel_catfish,january,WD,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,february,WD,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,march,WD/TR,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,april,TR,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,may,SP,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,june,SP/LF,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,july,LF,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,august,LF,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,september,LF,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,october,TR,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,november,WD,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
channel_catfish,december,WD,proposed_regional_transfer,historical_synthesis_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T013;T029,2026-09-09,false
