cityId,cityName,stateCode,speciesId,speciesName,pairKey,disposition,peakF,catalogInheritance,limitation
sheboygan_wi,Sheboygan,WI,freshwater_drum,Freshwater drum,sheboygan_wi/freshwater_drum,unscored_no_numeric,,unresolved,excluded: No reviewed source establishes recurring major intentional drum targeting on the two covered piers. Absence from individually named regional harvest categories is not a zero estimate.
port_washington_wi,Port Washington,WI,chinook_salmon,Chinook salmon,port_washington_wi/chinook_salmon,numeric_retained,8.6,candidate,"City-harbor shadow candidate supported by Wisconsin DNR Port Washington access/fishing guidance, Ozaukee County pier harvest, statewide pier seasonality, and current local pier/shore reporting; the numeric curve is a provisional FinFindr calibration."
port_washington_wi,Port Washington,WI,coho_salmon,Coho salmon,port_washington_wi/coho_salmon,numeric_retained,8.5,candidate,"City-harbor shadow candidate supported by Wisconsin DNR Port Washington access/fishing guidance, Ozaukee County pier harvest, statewide pier seasonality, and current local pier/shore reporting; the numeric curve is a provisional FinFindr calibration."
port_washington_wi,Port Washington,WI,atlantic_salmon,Atlantic salmon,port_washington_wi/atlantic_salmon,unscored_no_numeric,,unresolved,Explicit Lake Huron schema review found no evidence supporting a roster change for Port Washington.
port_washington_wi,Port Washington,WI,steelhead,Steelhead,port_washington_wi/steelhead,numeric_retained,6.6,candidate,"City-harbor shadow candidate supported by Wisconsin DNR Port Washington access/fishing guidance, Ozaukee County pier harvest, statewide pier seasonality, and current local pier/shore reporting; the numeric curve is a provisional FinFindr calibration."
port_washington_wi,Port Washington,WI,brown_trout,Brown trout,port_washington_wi/brown_trout,numeric_retained,8.1,candidate,"City-harbor shadow candidate supported by Wisconsin DNR Port Washington access/fishing guidance, Ozaukee County pier harvest, statewide pier seasonality, and current local pier/shore reporting; the numeric curve is a provisional FinFindr calibration."
port_washington_wi,Port Washington,WI,lake_trout,Lake trout,port_washington_wi/lake_trout,unscored_no_numeric,,historical_lead,County or regional occurrence does not establish a repeatable city-pier seasonal opportunity.
port_washington_wi,Port Washington,WI,freshwater_drum,Freshwater drum,port_washington_wi/freshwater_drum,unscored_no_numeric,,unresolved,No city-pier seasonal admission.
milwaukee_wi,Milwaukee,WI,chinook_salmon,Chinook salmon,milwaukee_wi/chinook_salmon,numeric_retained,7.8,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
milwaukee_wi,Milwaukee,WI,coho_salmon,Coho salmon,milwaukee_wi/coho_salmon,numeric_retained,8.2,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
milwaukee_wi,Milwaukee,WI,atlantic_salmon,Atlantic salmon,milwaukee_wi/atlantic_salmon,unscored_no_numeric,,unresolved,Explicit Lake Huron schema review found no evidence supporting a roster change for this existing Wisconsin city.
milwaukee_wi,Milwaukee,WI,steelhead,Steelhead,milwaukee_wi/steelhead,numeric_retained,5.8,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
milwaukee_wi,Milwaukee,WI,brown_trout,Brown trout,milwaukee_wi/brown_trout,numeric_retained,7.4,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
milwaukee_wi,Milwaukee,WI,lake_trout,Lake trout,milwaukee_wi/lake_trout,unscored_no_numeric,,historical_lead,Regional and boat occurrence does not establish repeatable city-pier opportunity.
milwaukee_wi,Milwaukee,WI,freshwater_drum,Freshwater drum,milwaukee_wi/freshwater_drum,unscored_no_numeric,,unresolved,No city-pier seasonal admission.
racine_wi,Racine,WI,chinook_salmon,Chinook salmon,racine_wi/chinook_salmon,numeric_retained,8.1,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
racine_wi,Racine,WI,coho_salmon,Coho salmon,racine_wi/coho_salmon,numeric_retained,8.5,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
racine_wi,Racine,WI,atlantic_salmon,Atlantic salmon,racine_wi/atlantic_salmon,unscored_no_numeric,,unresolved,Explicit Lake Huron schema review found no evidence supporting a roster change for this existing Wisconsin city.
racine_wi,Racine,WI,steelhead,Steelhead,racine_wi/steelhead,numeric_retained,7.7,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
racine_wi,Racine,WI,brown_trout,Brown trout,racine_wi/brown_trout,numeric_retained,7.3,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
racine_wi,Racine,WI,lake_trout,Lake trout,racine_wi/lake_trout,unscored_no_numeric,,historical_lead,Regional and boat occurrence does not establish repeatable city-pier opportunity.
racine_wi,Racine,WI,freshwater_drum,Freshwater drum,racine_wi/freshwater_drum,unscored_no_numeric,,unresolved,No city-pier seasonal admission.
kenosha_wi,Kenosha,WI,chinook_salmon,Chinook salmon,kenosha_wi/chinook_salmon,numeric_retained,7.4,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
kenosha_wi,Kenosha,WI,coho_salmon,Coho salmon,kenosha_wi/coho_salmon,numeric_retained,8.6,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
kenosha_wi,Kenosha,WI,atlantic_salmon,Atlantic salmon,kenosha_wi/atlantic_salmon,unscored_no_numeric,,unresolved,Explicit Lake Huron schema review found no evidence supporting a roster change for this existing Wisconsin city.
kenosha_wi,Kenosha,WI,steelhead,Steelhead,kenosha_wi/steelhead,numeric_retained,5.6,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
kenosha_wi,Kenosha,WI,brown_trout,Brown trout,kenosha_wi/brown_trout,numeric_retained,6.4,candidate,"City-harbor shadow candidate supported by exact Wisconsin DNR access/species guidance, county pier-mode recurrence, statewide pier temporal shape, and dated local reports. The numeric curve is a provisional FinFindr calibration."
kenosha_wi,Kenosha,WI,lake_trout,Lake trout,kenosha_wi/lake_trout,unscored_no_numeric,,historical_lead,Regional and boat occurrence does not establish repeatable city-pier opportunity.
kenosha_wi,Kenosha,WI,freshwater_drum,Freshwater drum,kenosha_wi/freshwater_drum,unscored_no_numeric,,unresolved,No city-pier seasonal admission.
harbor_beach_mi,Harbor Beach,MI,chinook_salmon,Chinook salmon,harbor_beach_mi/chinook_salmon,unscored_no_numeric,,unresolved,Explicitly deferred or excluded by the Lake Huron candidate decision matrix; no numeric city-pier score is configured.
harbor_beach_mi,Harbor Beach,MI,coho_salmon,Coho salmon,harbor_beach_mi/coho_salmon,numeric_retained,5.8,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
harbor_beach_mi,Harbor Beach,MI,atlantic_salmon,Atlantic salmon,harbor_beach_mi/atlantic_salmon,numeric_retained,5.2,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
harbor_beach_mi,Harbor Beach,MI,steelhead,Steelhead,harbor_beach_mi/steelhead,numeric_retained,5.6,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
harbor_beach_mi,Harbor Beach,MI,brown_trout,Brown trout,harbor_beach_mi/brown_trout,unscored_no_numeric,,unresolved,Explicitly deferred or excluded by the Lake Huron candidate decision matrix; no numeric city-pier score is configured.
harbor_beach_mi,Harbor Beach,MI,lake_trout,Lake trout,harbor_beach_mi/lake_trout,numeric_retained,5.3,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
harbor_beach_mi,Harbor Beach,MI,freshwater_drum,Freshwater drum,harbor_beach_mi/freshwater_drum,unscored_no_numeric,,unresolved,Explicitly deferred or excluded by the Lake Huron candidate decision matrix; no numeric city-pier score is configured.
oscoda_mi,Oscoda,MI,chinook_salmon,Chinook salmon,oscoda_mi/chinook_salmon,numeric_retained,5.5,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
oscoda_mi,Oscoda,MI,coho_salmon,Coho salmon,oscoda_mi/coho_salmon,numeric_retained,6.5,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
oscoda_mi,Oscoda,MI,atlantic_salmon,Atlantic salmon,oscoda_mi/atlantic_salmon,numeric_retained,8.4,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
oscoda_mi,Oscoda,MI,steelhead,Steelhead,oscoda_mi/steelhead,numeric_retained,7.4,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
oscoda_mi,Oscoda,MI,brown_trout,Brown trout,oscoda_mi/brown_trout,unscored_no_numeric,,unresolved,Explicitly deferred or excluded by the Lake Huron candidate decision matrix; no numeric city-pier score is configured.
oscoda_mi,Oscoda,MI,lake_trout,Lake trout,oscoda_mi/lake_trout,numeric_retained,4.6,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
oscoda_mi,Oscoda,MI,freshwater_drum,Freshwater drum,oscoda_mi/freshwater_drum,numeric_retained,3.9,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
port_sanilac_mi,Port Sanilac,MI,chinook_salmon,Chinook salmon,port_sanilac_mi/chinook_salmon,numeric_retained,5,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
port_sanilac_mi,Port Sanilac,MI,coho_salmon,Coho salmon,port_sanilac_mi/coho_salmon,numeric_retained,6.4,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
port_sanilac_mi,Port Sanilac,MI,atlantic_salmon,Atlantic salmon,port_sanilac_mi/atlantic_salmon,numeric_retained,6.3,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
port_sanilac_mi,Port Sanilac,MI,steelhead,Steelhead,port_sanilac_mi/steelhead,numeric_retained,4.5,candidate,Evidence-admitted Formula v3 Lake Huron private-shadow candidate; numeric scoring remains disabled and promotion-blocked.
port_sanilac_mi,Port Sanilac,MI,brown_trout,Brown trout,port_sanilac_mi/brown_trout,numeric_retained,4.8,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
port_sanilac_mi,Port Sanilac,MI,lake_trout,Lake trout,port_sanilac_mi/lake_trout,numeric_retained,5.5,candidate,"Evidence-admitted Formula v3 species-expansion private-shadow candidate; a numeric calibration exists, while user-facing rating and promotion remain disabled."
port_sanilac_mi,Port Sanilac,MI,freshwater_drum,Freshwater drum,port_sanilac_mi/freshwater_drum,unscored_no_numeric,,unresolved,Explicitly deferred or excluded by the Lake Huron candidate decision matrix; no numeric city-pier score is configured.
two_rivers_wi,Two Rivers,WI,chinook_salmon,Chinook salmon,two_rivers_wi/chinook_salmon,numeric_retained,8.4,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
two_rivers_wi,Two Rivers,WI,coho_salmon,Coho salmon,two_rivers_wi/coho_salmon,numeric_retained,7.1,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
two_rivers_wi,Two Rivers,WI,atlantic_salmon,Atlantic salmon,two_rivers_wi/atlantic_salmon,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
two_rivers_wi,Two Rivers,WI,steelhead,Steelhead,two_rivers_wi/steelhead,numeric_retained,7.3,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
two_rivers_wi,Two Rivers,WI,brown_trout,Brown trout,two_rivers_wi/brown_trout,numeric_retained,7.2,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
two_rivers_wi,Two Rivers,WI,lake_trout,Lake trout,two_rivers_wi/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but the evidence does not support a numeric city-pier estimate."
two_rivers_wi,Two Rivers,WI,freshwater_drum,Freshwater drum,two_rivers_wi/freshwater_drum,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
kewaunee_wi,Kewaunee,WI,chinook_salmon,Chinook salmon,kewaunee_wi/chinook_salmon,numeric_retained,9.1,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
kewaunee_wi,Kewaunee,WI,coho_salmon,Coho salmon,kewaunee_wi/coho_salmon,numeric_retained,6.8,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
kewaunee_wi,Kewaunee,WI,atlantic_salmon,Atlantic salmon,kewaunee_wi/atlantic_salmon,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
kewaunee_wi,Kewaunee,WI,steelhead,Steelhead,kewaunee_wi/steelhead,numeric_retained,7.8,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
kewaunee_wi,Kewaunee,WI,brown_trout,Brown trout,kewaunee_wi/brown_trout,numeric_retained,7.4,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
kewaunee_wi,Kewaunee,WI,lake_trout,Lake trout,kewaunee_wi/lake_trout,numeric_retained,4.2,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
kewaunee_wi,Kewaunee,WI,freshwater_drum,Freshwater drum,kewaunee_wi/freshwater_drum,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
algoma_wi,Algoma,WI,chinook_salmon,Chinook salmon,algoma_wi/chinook_salmon,numeric_retained,9,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
algoma_wi,Algoma,WI,coho_salmon,Coho salmon,algoma_wi/coho_salmon,numeric_retained,7,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
algoma_wi,Algoma,WI,atlantic_salmon,Atlantic salmon,algoma_wi/atlantic_salmon,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
algoma_wi,Algoma,WI,steelhead,Steelhead,algoma_wi/steelhead,numeric_retained,7.7,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
algoma_wi,Algoma,WI,brown_trout,Brown trout,algoma_wi/brown_trout,numeric_retained,7.6,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
algoma_wi,Algoma,WI,lake_trout,Lake trout,algoma_wi/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but the evidence does not support a numeric city-pier estimate."
algoma_wi,Algoma,WI,freshwater_drum,Freshwater drum,algoma_wi/freshwater_drum,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
manitowoc_wi,Manitowoc,WI,chinook_salmon,Chinook salmon,manitowoc_wi/chinook_salmon,numeric_retained,8.5,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
manitowoc_wi,Manitowoc,WI,coho_salmon,Coho salmon,manitowoc_wi/coho_salmon,numeric_retained,7.2,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
manitowoc_wi,Manitowoc,WI,atlantic_salmon,Atlantic salmon,manitowoc_wi/atlantic_salmon,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
manitowoc_wi,Manitowoc,WI,steelhead,Steelhead,manitowoc_wi/steelhead,numeric_retained,7.2,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
manitowoc_wi,Manitowoc,WI,brown_trout,Brown trout,manitowoc_wi/brown_trout,numeric_retained,7.2,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
manitowoc_wi,Manitowoc,WI,lake_trout,Lake trout,manitowoc_wi/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but the evidence does not support a numeric city-pier estimate."
manitowoc_wi,Manitowoc,WI,freshwater_drum,Freshwater drum,manitowoc_wi/freshwater_drum,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
waukegan_il,Waukegan,IL,chinook_salmon,Chinook salmon,waukegan_il/chinook_salmon,numeric_retained,7.6,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
waukegan_il,Waukegan,IL,coho_salmon,Coho salmon,waukegan_il/coho_salmon,numeric_retained,8.8,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
waukegan_il,Waukegan,IL,atlantic_salmon,Atlantic salmon,waukegan_il/atlantic_salmon,unscored_no_numeric,,unresolved,No credible local pier lead was admitted in the reviewed evidence set; this does not assert biological absence.
waukegan_il,Waukegan,IL,steelhead,Steelhead,waukegan_il/steelhead,numeric_retained,6.8,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
waukegan_il,Waukegan,IL,brown_trout,Brown trout,waukegan_il/brown_trout,numeric_retained,7,candidate,Pass 2 Grade B city-harbor estimate. Available only in the owner Formula v3 review; it is not a catch probability or a public rating.
waukegan_il,Waukegan,IL,lake_trout,Lake trout,waukegan_il/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but the evidence does not support a numeric city-pier estimate."
waukegan_il,Waukegan,IL,freshwater_drum,Freshwater drum,waukegan_il/freshwater_drum,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but the evidence does not support a numeric city-pier estimate."
chicago_il,Chicago,IL,chinook_salmon,Chinook salmon,chicago_il/chinook_salmon,numeric_retained,7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
chicago_il,Chicago,IL,coho_salmon,Coho salmon,chicago_il/coho_salmon,numeric_retained,8.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
chicago_il,Chicago,IL,atlantic_salmon,Atlantic salmon,chicago_il/atlantic_salmon,unscored_no_numeric,,unresolved,No credible covered-structure lead was admitted in the reviewed evidence set; this does not assert biological absence.
chicago_il,Chicago,IL,steelhead,Steelhead,chicago_il/steelhead,numeric_retained,6.5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
chicago_il,Chicago,IL,brown_trout,Brown trout,chicago_il/brown_trout,numeric_retained,6.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
chicago_il,Chicago,IL,lake_trout,Lake trout,chicago_il/lake_trout,numeric_retained,5.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
chicago_il,Chicago,IL,freshwater_drum,Freshwater drum,chicago_il/freshwater_drum,numeric_retained,5.6,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
michigan_city_in,Michigan City,IN,chinook_salmon,Chinook salmon,michigan_city_in/chinook_salmon,numeric_retained,7.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
michigan_city_in,Michigan City,IN,coho_salmon,Coho salmon,michigan_city_in/coho_salmon,numeric_retained,8.7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
michigan_city_in,Michigan City,IN,atlantic_salmon,Atlantic salmon,michigan_city_in/atlantic_salmon,unscored_no_numeric,,unresolved,No credible covered-structure lead was admitted in the reviewed evidence set; this does not assert biological absence.
