cityId,cityName,stateCode,speciesId,speciesName,pairKey,disposition,evidenceGrade,modeCount,peakF,idealPeak,peakDate,goodDaysIdeal,excellentDaysIdeal,september22IdealPotential,confidenceMultiplier,decision
milwaukee_wi,Milwaukee,WI,brown_trout,Brown trout,milwaukee_wi/brown_trout,numeric_retained,B,2,7.4,7.4,04-01,45,0,1,none,retain_no_numerical_change
racine_wi,Racine,WI,chinook_salmon,Chinook salmon,racine_wi/chinook_salmon,numeric_retained,B,2,8.1,8.1,08-15,54,3,5.299,none,retain_no_numerical_change
racine_wi,Racine,WI,coho_salmon,Coho salmon,racine_wi/coho_salmon,numeric_retained,B,3,8.5,8.5,04-20,96,15,7.408,none,retain_no_numerical_change
racine_wi,Racine,WI,steelhead,Steelhead,racine_wi/steelhead,numeric_retained,B,3,7.7,7.7,07-15,70,0,2.838,none,retain_no_numerical_change
racine_wi,Racine,WI,brown_trout,Brown trout,racine_wi/brown_trout,numeric_retained,B,2,7.3,7.3,04-01,43,0,1,none,retain_no_numerical_change
kenosha_wi,Kenosha,WI,chinook_salmon,Chinook salmon,kenosha_wi/chinook_salmon,numeric_retained,B,2,7.4,7.4,08-15,44,0,4.875,none,retain_no_numerical_change
kenosha_wi,Kenosha,WI,coho_salmon,Coho salmon,kenosha_wi/coho_salmon,numeric_retained,B,3,8.6,8.6,04-20,76,13,6.251,none,retain_no_numerical_change
kenosha_wi,Kenosha,WI,steelhead,Steelhead,kenosha_wi/steelhead,numeric_retained,B,3,5.6,5.6,04-15,0,0,2.313,none,retain_no_numerical_change
kenosha_wi,Kenosha,WI,brown_trout,Brown trout,kenosha_wi/brown_trout,numeric_retained,B,2,6.4,6.4,04-01,15,0,1,none,retain_no_numerical_change
ludington_mi,Ludington,MI,lake_trout,Lake trout,ludington_mi/lake_trout,numeric_retained,B,2,3.8,3.8,10-25,0,0,1.245,none,retain_no_numerical_change
ludington_mi,Ludington,MI,freshwater_drum,Freshwater drum,ludington_mi/freshwater_drum,numeric_retained,B,1,5,5,07-15,0,0,2.784,none,retain_no_numerical_change
grand_haven_mi,Grand Haven,MI,lake_trout,Lake trout,grand_haven_mi/lake_trout,numeric_retained,B,2,3.6,3.6,10-25,0,0,1.228,none,retain_no_numerical_change
grand_haven_mi,Grand Haven,MI,freshwater_drum,Freshwater drum,grand_haven_mi/freshwater_drum,numeric_retained,A,1,7.2,7.2,07-15,135,0,6.047,none,retain_no_numerical_change
manistee_mi,Manistee,MI,lake_trout,Lake trout,manistee_mi/lake_trout,numeric_retained,B,2,4,4,10-25,0,0,1.262,none,retain_no_numerical_change
manistee_mi,Manistee,MI,freshwater_drum,Freshwater drum,manistee_mi/freshwater_drum,numeric_retained,B,1,4.7,4.7,07-15,0,0,2.65,none,retain_no_numerical_change
frankfort_elberta_mi,Frankfort,MI,lake_trout,Lake trout,frankfort_elberta_mi/lake_trout,numeric_retained,B,2,4,4,10-25,0,0,1.262,none,retain_no_numerical_change
harbor_beach_mi,Harbor Beach,MI,coho_salmon,Coho salmon,harbor_beach_mi/coho_salmon,numeric_retained,B,2,5.8,5.8,04-20,0,0,4.453,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,atlantic_salmon,Atlantic salmon,oscoda_mi/atlantic_salmon,numeric_retained,A,2,8.4,8.4,04-20,50,8,5.573,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,steelhead,Steelhead,oscoda_mi/steelhead,numeric_retained,A,2,7.4,7.4,04-20,33,0,5.013,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,lake_trout,Lake trout,oscoda_mi/lake_trout,numeric_retained,B,1,4.6,4.6,04-20,0,0,1,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,coho_salmon,Coho salmon,oscoda_mi/coho_salmon,numeric_retained,B,2,6.5,6.5,09-18,9,0,6.133,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,chinook_salmon,Chinook salmon,oscoda_mi/chinook_salmon,numeric_retained,B,1,5.5,5.5,09-18,0,0,5.2,none,retain_no_numerical_change
oscoda_mi,Oscoda,MI,freshwater_drum,Freshwater drum,oscoda_mi/freshwater_drum,numeric_retained,B,1,3.9,3.9,07-20,0,0,2.595,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,coho_salmon,Coho salmon,port_sanilac_mi/coho_salmon,numeric_retained,A,2,6.4,6.4,04-20,12,0,5.48,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,steelhead,Steelhead,port_sanilac_mi/steelhead,numeric_retained,B,2,4.5,4.5,04-20,0,0,4.08,none,retain_no_numerical_change
harbor_beach_mi,Harbor Beach,MI,atlantic_salmon,Atlantic salmon,harbor_beach_mi/atlantic_salmon,numeric_retained,B,2,5.2,5.2,04-25,0,0,4.506,none,retain_no_numerical_change
harbor_beach_mi,Harbor Beach,MI,steelhead,Steelhead,harbor_beach_mi/steelhead,numeric_retained,B,1,5.6,5.6,04-25,0,0,4.514,none,retain_no_numerical_change
harbor_beach_mi,Harbor Beach,MI,lake_trout,Lake trout,harbor_beach_mi/lake_trout,numeric_retained,B,1,5.3,5.3,05-01,0,0,3.553,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,atlantic_salmon,Atlantic salmon,port_sanilac_mi/atlantic_salmon,numeric_retained,A/B,2,6.3,6.3,05-20,17,0,4.116,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,chinook_salmon,Chinook salmon,port_sanilac_mi/chinook_salmon,numeric_retained,B,2,5,5,09-20,0,0,4.853,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,brown_trout,Brown trout,port_sanilac_mi/brown_trout,numeric_retained,B,2,4.8,4.8,04-20,0,0,3.597,none,retain_no_numerical_change
port_sanilac_mi,Port Sanilac,MI,lake_trout,Lake trout,port_sanilac_mi/lake_trout,numeric_retained,A,1,5.5,5.5,05-01,0,0,3.835,none,retain_no_numerical_change
two_rivers_wi,Two Rivers,WI,chinook_salmon,Chinook salmon,two_rivers_wi/chinook_salmon,numeric_retained,B,3,8.4,8.4,09-05,39,6,6.661,none,retain_no_numerical_change
two_rivers_wi,Two Rivers,WI,coho_salmon,Coho salmon,two_rivers_wi/coho_salmon,numeric_retained,B,3,7.1,7.1,10-05,37,0,5.382,none,retain_no_numerical_change
two_rivers_wi,Two Rivers,WI,steelhead,Steelhead,two_rivers_wi/steelhead,numeric_retained,B,3,7.3,7.3,10-25,72,0,3.736,none,retain_no_numerical_change
two_rivers_wi,Two Rivers,WI,brown_trout,Brown trout,two_rivers_wi/brown_trout,numeric_retained,B,2,7.2,7.2,04-10,41,0,2.15,none,retain_no_numerical_change
kewaunee_wi,Kewaunee,WI,chinook_salmon,Chinook salmon,kewaunee_wi/chinook_salmon,numeric_retained,B,3,9.1,9.1,09-05,52,16,7.196,none,retain_no_numerical_change
kewaunee_wi,Kewaunee,WI,coho_salmon,Coho salmon,kewaunee_wi/coho_salmon,numeric_retained,B,3,6.8,6.8,10-05,24,0,5.166,none,retain_no_numerical_change
kewaunee_wi,Kewaunee,WI,steelhead,Steelhead,kewaunee_wi/steelhead,numeric_retained,B,3,7.8,7.8,10-25,102,0,3.953,none,retain_no_numerical_change
kewaunee_wi,Kewaunee,WI,brown_trout,Brown trout,kewaunee_wi/brown_trout,numeric_retained,B,2,7.4,7.4,04-10,47,0,2.187,none,retain_no_numerical_change
kewaunee_wi,Kewaunee,WI,lake_trout,Lake trout,kewaunee_wi/lake_trout,numeric_retained,B,2,4.2,4.2,10-25,0,0,1.183,none,retain_no_numerical_change
algoma_wi,Algoma,WI,chinook_salmon,Chinook salmon,algoma_wi/chinook_salmon,numeric_retained,B,3,9,9,09-05,51,16,7.12,none,retain_no_numerical_change
algoma_wi,Algoma,WI,coho_salmon,Coho salmon,algoma_wi/coho_salmon,numeric_retained,B,3,7,7,10-05,32,0,5.31,none,retain_no_numerical_change
algoma_wi,Algoma,WI,steelhead,Steelhead,algoma_wi/steelhead,numeric_retained,B,3,7.7,7.7,10-25,95,0,3.91,none,retain_no_numerical_change
algoma_wi,Algoma,WI,brown_trout,Brown trout,algoma_wi/brown_trout,numeric_retained,B,2,7.6,7.6,04-10,52,0,2.224,none,retain_no_numerical_change
manitowoc_wi,Manitowoc,WI,chinook_salmon,Chinook salmon,manitowoc_wi/chinook_salmon,numeric_retained,B,3,8.5,8.5,09-05,42,8,6.737,none,retain_no_numerical_change
manitowoc_wi,Manitowoc,WI,coho_salmon,Coho salmon,manitowoc_wi/coho_salmon,numeric_retained,B,3,7.2,7.2,10-05,41,0,5.454,none,retain_no_numerical_change
manitowoc_wi,Manitowoc,WI,steelhead,Steelhead,manitowoc_wi/steelhead,numeric_retained,B,3,7.2,7.2,10-25,66,0,3.693,none,retain_no_numerical_change
manitowoc_wi,Manitowoc,WI,brown_trout,Brown trout,manitowoc_wi/brown_trout,numeric_retained,B,2,7.2,7.2,04-10,41,0,2.15,none,retain_no_numerical_change
waukegan_il,Waukegan,IL,chinook_salmon,Chinook salmon,waukegan_il/chinook_salmon,numeric_retained,B,3,7.6,7.6,09-05,26,0,6.049,none,retain_no_numerical_change
waukegan_il,Waukegan,IL,coho_salmon,Coho salmon,waukegan_il/coho_salmon,numeric_retained,B,3,8.8,8.8,04-20,70,18,5.037,none,retain_no_numerical_change
waukegan_il,Waukegan,IL,steelhead,Steelhead,waukegan_il/steelhead,numeric_retained,B,3,6.8,6.8,10-25,38,0,3.519,none,retain_no_numerical_change
waukegan_il,Waukegan,IL,brown_trout,Brown trout,waukegan_il/brown_trout,numeric_retained,B,1,7,7,11-20,54,0,2.671,none,retain_no_numerical_change
chicago_il,Chicago,IL,chinook_salmon,Chinook salmon,chicago_il/chinook_salmon,numeric_retained,B,2,7,7,09-05,21,0,5.8,none,retain_no_numerical_change
chicago_il,Chicago,IL,coho_salmon,Coho salmon,chicago_il/coho_salmon,numeric_retained,B,2,8.2,8.2,04-20,61,6,3.942,none,retain_no_numerical_change
chicago_il,Chicago,IL,steelhead,Steelhead,chicago_il/steelhead,numeric_retained,B,2,6.5,6.5,04-15,26,0,3.193,none,retain_no_numerical_change
chicago_il,Chicago,IL,brown_trout,Brown trout,chicago_il/brown_trout,numeric_retained,B,2,6.2,6.2,04-10,8,0,2.132,none,retain_no_numerical_change
chicago_il,Chicago,IL,lake_trout,Lake trout,chicago_il/lake_trout,numeric_retained,B,1,5.4,5.4,02-15,0,0,1,none,retain_no_numerical_change
chicago_il,Chicago,IL,freshwater_drum,Freshwater drum,chicago_il/freshwater_drum,numeric_retained,B,1,5.6,5.6,07-15,0,0,3.032,none,retain_no_numerical_change
michigan_city_in,Michigan City,IN,chinook_salmon,Chinook salmon,michigan_city_in/chinook_salmon,numeric_retained,B,2,7.4,7.4,09-05,25,0,6.12,none,retain_no_numerical_change
michigan_city_in,Michigan City,IN,coho_salmon,Coho salmon,michigan_city_in/coho_salmon,numeric_retained,B,2,8.7,8.7,04-20,74,18,4.147,none,retain_no_numerical_change
michigan_city_in,Michigan City,IN,steelhead,Steelhead,michigan_city_in/steelhead,numeric_retained,B,3,8.5,8.5,07-15,169,8,3.05,none,retain_no_numerical_change
michigan_city_in,Michigan City,IN,brown_trout,Brown trout,michigan_city_in/brown_trout,numeric_retained,B,2,6,6,04-10,0,0,2.09,none,retain_no_numerical_change
muskegon_mi,Muskegon,MI,chinook_salmon,Chinook salmon,muskegon_mi/chinook_salmon,numeric_retained,A,2,6.5,6.5,09-05,11,0,5.4,none,retain_no_numerical_change
muskegon_mi,Muskegon,MI,coho_salmon,Coho salmon,muskegon_mi/coho_salmon,numeric_retained,A,2,6.4,6.4,04-15,13,0,4.976,none,retain_no_numerical_change
muskegon_mi,Muskegon,MI,steelhead,Steelhead,muskegon_mi/steelhead,numeric_retained,A,2,8,8,04-15,99,1,3.792,none,retain_no_numerical_change
muskegon_mi,Muskegon,MI,brown_trout,Brown trout,muskegon_mi/brown_trout,numeric_retained,A,2,7,7,04-10,36,0,2.308,none,retain_no_numerical_change
muskegon_mi,Muskegon,MI,freshwater_drum,Freshwater drum,muskegon_mi/freshwater_drum,numeric_retained,A,1,6.2,6.2,07-15,17,0,3.297,none,retain_no_numerical_change
whitehall_mi,Whitehall,MI,chinook_salmon,Chinook salmon,whitehall_mi/chinook_salmon,numeric_retained,A,2,9.3,9.3,09-05,38,19,7.64,none,retain_no_numerical_change
whitehall_mi,Whitehall,MI,coho_salmon,Coho salmon,whitehall_mi/coho_salmon,numeric_retained,A,2,7.4,7.4,10-05,22,0,5.944,none,retain_no_numerical_change
whitehall_mi,Whitehall,MI,steelhead,Steelhead,whitehall_mi/steelhead,numeric_retained,A,2,8.7,8.7,04-15,122,26,4.07,none,retain_no_numerical_change
whitehall_mi,Whitehall,MI,brown_trout,Brown trout,whitehall_mi/brown_trout,numeric_retained,A,2,7.7,7.7,04-10,55,0,2.459,none,retain_no_numerical_change
whitehall_mi,Whitehall,MI,freshwater_drum,Freshwater drum,whitehall_mi/freshwater_drum,numeric_retained,A,1,5.6,5.6,07-15,0,0,3.032,none,retain_no_numerical_change
alpena_mi,Alpena,MI,chinook_salmon,Chinook salmon,alpena_mi/chinook_salmon,numeric_retained,B,1,5.4,5.4,10-05,0,0,3.684,none,retain_no_numerical_change
alpena_mi,Alpena,MI,coho_salmon,Coho salmon,alpena_mi/coho_salmon,numeric_retained,B,2,6.5,6.5,10-10,10,0,4.916,none,retain_no_numerical_change
alpena_mi,Alpena,MI,steelhead,Steelhead,alpena_mi/steelhead,numeric_retained,B,2,5.8,5.8,04-25,0,0,3.987,none,retain_no_numerical_change
alpena_mi,Alpena,MI,brown_trout,Brown trout,alpena_mi/brown_trout,numeric_retained,B,2,5.4,5.4,04-10,0,0,1.96,none,retain_no_numerical_change
alpena_mi,Alpena,MI,lake_trout,Lake trout,alpena_mi/lake_trout,numeric_retained,B,2,5,5,08-15,0,0,4.027,none,retain_no_numerical_change
alpena_mi,Alpena,MI,freshwater_drum,Freshwater drum,alpena_mi/freshwater_drum,numeric_retained,B,1,4.2,4.2,07-15,0,0,2.413,none,retain_no_numerical_change
alpena_mi,Alpena,MI,atlantic_salmon,Atlantic salmon,alpena_mi/atlantic_salmon,numeric_retained,B,2,7.2,7.2,04-25,84,0,4.401,none,retain_no_numerical_change
st_joseph_mi,St. Joseph,MI,chinook_salmon,Chinook salmon,st_joseph_mi/chinook_salmon,numeric_retained,B,2,6.8,6.8,07-20,17,0,1,none,retain_no_numerical_change
st_joseph_mi,St. Joseph,MI,coho_salmon,Coho salmon,st_joseph_mi/coho_salmon,numeric_retained,B,2,8.6,8.6,04-15,67,14,4.205,none,retain_no_numerical_change
st_joseph_mi,St. Joseph,MI,steelhead,Steelhead,st_joseph_mi/steelhead,numeric_retained,B,2,7.8,7.8,07-20,81,0,2.298,none,retain_no_numerical_change
st_joseph_mi,St. Joseph,MI,brown_trout,Brown trout,st_joseph_mi/brown_trout,numeric_retained,B,2,6.5,6.5,04-10,20,0,2.199,none,retain_no_numerical_change
st_joseph_mi,St. Joseph,MI,lake_trout,Lake trout,st_joseph_mi/lake_trout,numeric_retained,B,2,4.1,4.1,03-15,0,0,1.918,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,chinook_salmon,Chinook salmon,south_haven_mi/chinook_salmon,numeric_retained,A,2,7,7,09-10,14,0,5.128,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,coho_salmon,Coho salmon,south_haven_mi/coho_salmon,numeric_retained,A,2,7.8,7.8,04-15,46,0,3.871,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,steelhead,Steelhead,south_haven_mi/steelhead,numeric_retained,A,3,8.8,8.8,07-15,103,23,4.018,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,brown_trout,Brown trout,south_haven_mi/brown_trout,numeric_retained,A,2,6.5,6.5,04-10,20,0,2.199,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,lake_trout,Lake trout,south_haven_mi/lake_trout,numeric_retained,A,2,3.8,3.8,10-20,0,0,2.363,none,retain_no_numerical_change
south_haven_mi,South Haven,MI,freshwater_drum,Freshwater drum,south_haven_mi/freshwater_drum,numeric_retained,A,1,6.5,6.5,07-15,29,0,3.154,none,retain_no_numerical_change
holland_mi,Holland,MI,chinook_salmon,Chinook salmon,holland_mi/chinook_salmon,numeric_retained,A,2,7.8,7.8,09-10,22,0,5.678,none,retain_no_numerical_change
holland_mi,Holland,MI,coho_salmon,Coho salmon,holland_mi/coho_salmon,numeric_retained,B,2,7,7,04-15,29,0,3.532,none,retain_no_numerical_change
holland_mi,Holland,MI,steelhead,Steelhead,holland_mi/steelhead,numeric_retained,A,3,7.3,7.3,07-20,27,0,3.335,none,retain_no_numerical_change
holland_mi,Holland,MI,brown_trout,Brown trout,holland_mi/brown_trout,numeric_retained,A,2,7.2,7.2,04-10,42,0,2.35,none,retain_no_numerical_change
holland_mi,Holland,MI,lake_trout,Lake trout,holland_mi/lake_trout,numeric_retained,B,2,3.8,3.8,03-15,0,0,1.828,none,retain_no_numerical_change
holland_mi,Holland,MI,freshwater_drum,Freshwater drum,holland_mi/freshwater_drum,numeric_retained,B,1,5.8,5.8,07-15,0,0,2.88,none,retain_no_numerical_change
lexington_mi,Lexington,MI,chinook_salmon,Chinook salmon,lexington_mi/chinook_salmon,numeric_retained,A,1,5.6,5.6,10-05,0,0,4.721,none,retain_no_numerical_change
lexington_mi,Lexington,MI,coho_salmon,Coho salmon,lexington_mi/coho_salmon,numeric_retained,A,2,6.8,6.8,04-20,14,0,3.789,none,retain_no_numerical_change
lexington_mi,Lexington,MI,steelhead,Steelhead,lexington_mi/steelhead,numeric_retained,A,2,8.8,8.8,04-25,133,29,4.416,none,retain_no_numerical_change
lexington_mi,Lexington,MI,brown_trout,Brown trout,lexington_mi/brown_trout,numeric_retained,A,2,5,5,04-20,0,0,2.138,none,retain_no_numerical_change
lexington_mi,Lexington,MI,lake_trout,Lake trout,lexington_mi/lake_trout,numeric_retained,B,1,4.8,4.8,04-20,0,0,1.584,none,retain_no_numerical_change
lexington_mi,Lexington,MI,freshwater_drum,Freshwater drum,lexington_mi/freshwater_drum,numeric_retained,A,1,4.8,4.8,07-15,0,0,2.488,none,retain_no_numerical_change
lexington_mi,Lexington,MI,atlantic_salmon,Atlantic salmon,lexington_mi/atlantic_salmon,numeric_retained,A,2,8,8,10-20,60,1,5.713,none,retain_no_numerical_change
harrisville_mi,Harrisville,MI,chinook_salmon,Chinook salmon,harrisville_mi/chinook_salmon,numeric_retained,A,1,6.6,6.6,10-05,12,0,5.529,none,retain_no_numerical_change
harrisville_mi,Harrisville,MI,coho_salmon,Coho salmon,harrisville_mi/coho_salmon,numeric_retained,B,2,6.2,6.2,10-10,4,0,4.796,none,retain_no_numerical_change
harrisville_mi,Harrisville,MI,steelhead,Steelhead,harrisville_mi/steelhead,numeric_retained,B,2,5.7,5.7,04-25,0,0,3.401,none,retain_no_numerical_change
harrisville_mi,Harrisville,MI,brown_trout,Brown trout,harrisville_mi/brown_trout,numeric_retained,B,1,5,5,11-25,0,0,1.16,none,retain_no_numerical_change
harrisville_mi,Harrisville,MI,atlantic_salmon,Atlantic salmon,harrisville_mi/atlantic_salmon,numeric_retained,B,2,5.8,5.8,02-15,0,0,3.313,none,retain_no_numerical_change
pentwater_mi,Pentwater,MI,chinook_salmon,Chinook salmon,pentwater_mi/chinook_salmon,numeric_retained,A,2,7.5,7.5,09-10,20,0,5.55,none,retain_no_numerical_change
pentwater_mi,Pentwater,MI,coho_salmon,Coho salmon,pentwater_mi/coho_salmon,numeric_retained,A,2,7.2,7.2,04-15,31,0,3.614,none,retain_no_numerical_change
pentwater_mi,Pentwater,MI,steelhead,Steelhead,pentwater_mi/steelhead,numeric_retained,A,3,8.3,8.3,07-20,98,6,4.124,none,retain_no_numerical_change
pentwater_mi,Pentwater,MI,brown_trout,Brown trout,pentwater_mi/brown_trout,numeric_retained,A,2,7.3,7.3,04-10,45,0,2.374,none,retain_no_numerical_change
pentwater_mi,Pentwater,MI,freshwater_drum,Freshwater drum,pentwater_mi/freshwater_drum,numeric_retained,B,1,5.4,5.4,07-15,0,0,2.723,none,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,chinook_salmon,Chinook salmon,rogers_city_mi/chinook_salmon,numeric_retained,B,1,6,6,10-05,0,0,5.044,none,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,steelhead,Steelhead,rogers_city_mi/steelhead,numeric_retained,B,2,6,6,04-25,0,0,3.552,none,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,brown_trout,Brown trout,rogers_city_mi/brown_trout,numeric_retained,A,2,5.8,5.8,04-20,0,0,2.366,none,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,lake_trout,Lake trout,rogers_city_mi/lake_trout,numeric_retained,B,1,5.1,5.1,04-20,0,0,1.63,none,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,atlantic_salmon,Atlantic salmon,rogers_city_mi/atlantic_salmon,numeric_retained,B,2,6.8,6.8,04-20,48,0,3.894,none,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,coho_salmon,Coho salmon,tawas_city_mi/coho_salmon,numeric_retained,B,2,5.8,5.8,04-25,0,0,3.285,none,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,steelhead,Steelhead,tawas_city_mi/steelhead,numeric_retained,B,2,5.8,5.8,04-25,0,0,3.448,none,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,lake_trout,Lake trout,tawas_city_mi/lake_trout,numeric_retained,B,1,5.1,5.1,04-20,0,0,1.63,none,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,chinook_salmon,Chinook salmon,charlevoix_mi/chinook_salmon,numeric_retained,A,2,7.2,7.2,09-10,17,0,5.34,none,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,steelhead,Steelhead,charlevoix_mi/steelhead,numeric_retained,A,3,7.5,7.5,07-20,57,0,3.784,none,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,lake_trout,Lake trout,charlevoix_mi/lake_trout,numeric_retained,A,2,5,5,03-15,0,0,2.183,none,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,freshwater_drum,Freshwater drum,charlevoix_mi/freshwater_drum,numeric_retained,A,1,5.4,5.4,07-15,0,0,2.723,none,retain_no_numerical_change
caseville_mi,Caseville,MI,coho_salmon,Coho salmon,caseville_mi/coho_salmon,numeric_retained,B,2,5,5,04-25,0,0,2.902,none,retain_no_numerical_change
caseville_mi,Caseville,MI,steelhead,Steelhead,caseville_mi/steelhead,numeric_retained,B,2,4.5,4.5,04-25,0,0,2.786,none,retain_no_numerical_change
