cityId,speciesId,modeId,finalDisposition,evidenceGrade,sourceId,publisher,title,publicationDate,url,geography,fishingMode,timeResolution,claimType,permittedUse,prohibitedUse,limitations,registryPath
ludington_mi,coho_salmon,spring_nearshore,admit,A,T008,Michigan Department of Natural Resources,Michigan DNR coho salmon profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/coho-salmon,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,spring_nearshore,admit,A,T013,Great Lakes Fishery Commission,"Great Lakes Fishery Commission, Temperature Relationships of Great Lakes Fishes",,https://www.sealamprey.org/pubs/SpecialPubs/Sp87_3.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,summer_coldwater_access,admit,A,T002,Wisconsin Department of Natural Resources,Wisconsin DNR coho salmon fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_cohosalmon.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,summer_coldwater_access,admit,A,T008,Michigan Department of Natural Resources,Michigan DNR coho salmon profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/coho-salmon,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,summer_coldwater_access,admit,A,T013,Great Lakes Fishery Commission,"Great Lakes Fishery Commission, Temperature Relationships of Great Lakes Fishes",,https://www.sealamprey.org/pubs/SpecialPubs/Sp87_3.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,fall_harbor_staging,admit,A,T002,Wisconsin Department of Natural Resources,Wisconsin DNR coho salmon fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_cohosalmon.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,fall_harbor_staging,admit,A,T008,Michigan Department of Natural Resources,Michigan DNR coho salmon profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/coho-salmon,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,coho_salmon,fall_harbor_staging,admit,A,T013,Great Lakes Fishery Commission,"Great Lakes Fishery Commission, Temperature Relationships of Great Lakes Fishes",,https://www.sealamprey.org/pubs/SpecialPubs/Sp87_3.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,,admit,A,F1,Michigan Department of Natural Resources,"April 2, 2025",2025-04-02,https://content.govdelivery.com/accounts/MIDNR/bulletins/3d9f82a,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,"steelhead/browns at Ludington, Manistee, Frankfort piers; catches vary substantially between ports.",docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F2,Michigan Department of Natural Resources,"April 12, 2023",2023-04-12,https://content.govdelivery.com/accounts/MIDNR/bulletins/3548e2b,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Ludington brown/steelhead/coho; Manistee brown/coho/lake trout and Menominee; south-pier closure also noted historically.,docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F3,Michigan Department of Natural Resources,"November 1, 2018",2018-11-01,https://content.govdelivery.com/accounts/MIDNR/bulletins/218605d,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Frankfort steelhead/late coho; Manistee steelhead/unspecified whitefish; Ludington steelhead. Historical.,docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F4,Michigan Department of Natural Resources,"December 5, 2012",2012-12-05,https://content.govdelivery.com/accounts/MIDNR/bulletins/607527,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,"Ludington and Manistee pier/surf steelhead. Historical, mixed pier/shore context.",docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F33,Michigan Department of Natural Resources,"November 8, 2018",2018-11-08,https://content.govdelivery.com/accounts/MIDNR/bulletins/219dc2e,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Ludington pier/shore steelhead and occasional coho; historical mixed pier/shore scope.,docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F35,Michigan Department of Natural Resources,"Michigan DNR November 5, 2025",2025-11-05,https://content.govdelivery.com/accounts/MIDNR/bulletins/3fa205d,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,"Ludington/Manistee pier steelhead, Manistee pier coho; reporting suspension due to seasonal staff.",docs/PierCast_Pilot_Cities_Research.md
ludington_mi,steelhead,,admit,A,F49,Michigan Department of Natural Resources,"Michigan DNR, Oct. 16, 2024",2024-10-16,https://content.govdelivery.com/accounts/MIDNR/bulletins/3bc5a97,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Frankfort excellent steelhead; fall steelhead at other ports,docs/PierCast_Core_Species_Seasonal_Calibration.md
ludington_mi,steelhead,,admit,A,F50,Michigan Department of Natural Resources,"Michigan DNR, Oct. 30, 2024",2024-10-30,https://content.govdelivery.com/accounts/MIDNR/bulletins/3bf0cc8,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,"Grand Haven, Manistee, and Ludington steelhead",docs/PierCast_Core_Species_Seasonal_Calibration.md
ludington_mi,steelhead,winter_spring_thermal_front,admit,A,T003,Wisconsin Department of Natural Resources,Wisconsin DNR rainbow trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_rainbowtrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,winter_spring_thermal_front,admit,A,T007,U.S. Geological Survey,"USGS, steelhead growth-potential model and angler catch comparison",,https://www.usgs.gov/publications/landscape-scale-measures-steelhead-oncorhynchus-mykiss-bioenergetic-growth-rate,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,winter_spring_thermal_front,admit,A,T009,Wisconsin Department of Natural Resources,Wisconsin DNR Lake Michigan steelhead strains,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_steelhead.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,winter_spring_thermal_front,admit,A,T010,Wisconsin Department of Natural Resources,Wisconsin DNR Root River Steelhead Facility report,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LM_RootRiverSteelheadFacilityFall2024Spring2025.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,winter_spring_thermal_front,admit,A,T032,Michigan Department of Natural Resources,Michigan DNR steelhead profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/steelhead,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,summer_thermal_break_or_upwelling,admit,A,T003,Wisconsin Department of Natural Resources,Wisconsin DNR rainbow trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_rainbowtrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,summer_thermal_break_or_upwelling,admit,A,T007,U.S. Geological Survey,"USGS, steelhead growth-potential model and angler catch comparison",,https://www.usgs.gov/publications/landscape-scale-measures-steelhead-oncorhynchus-mykiss-bioenergetic-growth-rate,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,summer_thermal_break_or_upwelling,admit,A,T009,Wisconsin Department of Natural Resources,Wisconsin DNR Lake Michigan steelhead strains,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_steelhead.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,summer_thermal_break_or_upwelling,admit,A,T010,Wisconsin Department of Natural Resources,Wisconsin DNR Root River Steelhead Facility report,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LM_RootRiverSteelheadFacilityFall2024Spring2025.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,summer_thermal_break_or_upwelling,admit,A,T032,Michigan Department of Natural Resources,Michigan DNR steelhead profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/steelhead,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,fall_harbor_staging,admit,A,T003,Wisconsin Department of Natural Resources,Wisconsin DNR rainbow trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_rainbowtrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,fall_harbor_staging,admit,A,T007,U.S. Geological Survey,"USGS, steelhead growth-potential model and angler catch comparison",,https://www.usgs.gov/publications/landscape-scale-measures-steelhead-oncorhynchus-mykiss-bioenergetic-growth-rate,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,fall_harbor_staging,admit,A,T009,Wisconsin Department of Natural Resources,Wisconsin DNR Lake Michigan steelhead strains,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_steelhead.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,fall_harbor_staging,admit,A,T010,Wisconsin Department of Natural Resources,Wisconsin DNR Root River Steelhead Facility report,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/LM_RootRiverSteelheadFacilityFall2024Spring2025.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,steelhead,fall_harbor_staging,admit,A,T032,Michigan Department of Natural Resources,Michigan DNR steelhead profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/steelhead,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,,admit,A,F1,Michigan Department of Natural Resources,"April 2, 2025",2025-04-02,https://content.govdelivery.com/accounts/MIDNR/bulletins/3d9f82a,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,"steelhead/browns at Ludington, Manistee, Frankfort piers; catches vary substantially between ports.",docs/PierCast_Pilot_Cities_Research.md
ludington_mi,brown_trout,,admit,A,F2,Michigan Department of Natural Resources,"April 12, 2023",2023-04-12,https://content.govdelivery.com/accounts/MIDNR/bulletins/3548e2b,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Ludington brown/steelhead/coho; Manistee brown/coho/lake trout and Menominee; south-pier closure also noted historically.,docs/PierCast_Pilot_Cities_Research.md
ludington_mi,brown_trout,,admit,A,F39,Michigan Department of Natural Resources,"Michigan DNR April 25, 2019",2019-04-25,https://content.govdelivery.com/accounts/MIDNR/bulletins/2401e19,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Manistee pier brown/lake trout and perch; Ludington pier brown trout only.,docs/PierCast_Pilot_Cities_Research.md
ludington_mi,brown_trout,,admit,A,F46,Michigan Department of Natural Resources,"Michigan DNR, Apr. 24, 2024",2024-04-24,https://content.govdelivery.com/accounts/MIDNR/bulletins/3987c22,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Spring brown/coho/steelhead pier occurrence across pilot ports,docs/PierCast_Core_Species_Seasonal_Calibration.md
ludington_mi,brown_trout,,admit,A,F47,Michigan Department of Natural Resources,"Michigan DNR, Apr. 15, 2026",2026-04-15,https://content.govdelivery.com/accounts/MIDNR/bulletins/4130cd0,,,,local_identity_timing_and_targetability,"Support species identity, local pier relevance, timing, method, or qualitative event strength as explicitly reported.",Do not convert one event into annual frequency or city CPUE.,Grand Haven brown/coho and negative northern-port context,docs/PierCast_Core_Species_Seasonal_Calibration.md
ludington_mi,brown_trout,,admit,A,M2,Michigan Department of Natural Resources,"Michigan DNR Lake Michigan advisory minutes, Oct. 17, 2023",2023-10-17,https://www.michigan.gov/dnr/-/media/Project/Websites/dnr/Documents/Boards/LMCFAC/Minutes/minutes-oct-17-2023.pdf,,,,recurrence_and_relative_magnitude,Support recurrence and bounded relative magnitude where geography and mode match.,"Do not infer target-specific CPUE, exact structure, or unobserved-month absence.",Brown-trout stocking-site context; not catchability,docs/PierCast_Core_Species_Seasonal_Calibration.md
ludington_mi,brown_trout,winter_harbor_open_water,admit,A,T004,Wisconsin Department of Natural Resources,Wisconsin DNR brown trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_browntrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,winter_harbor_open_water,admit,A,T014,Primary source named in registry,"Haynes et al., Great Lakes brown trout movement and temperatures",,https://www.sciencedirect.com/science/article/pii/S0380133087716402,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,winter_harbor_open_water,admit,A,T015,Michigan Department of Natural Resources,Michigan DNR brown trout profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/brown-trout,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,spring_nearshore,admit,A,T004,Wisconsin Department of Natural Resources,Wisconsin DNR brown trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_browntrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,spring_nearshore,admit,A,T014,Primary source named in registry,"Haynes et al., Great Lakes brown trout movement and temperatures",,https://www.sciencedirect.com/science/article/pii/S0380133087716402,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,spring_nearshore,admit,A,T015,Michigan Department of Natural Resources,Michigan DNR brown trout profile,,https://www.michigan.gov/dnr/education/michigan-species/fish-species/brown-trout,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,fall_harbor,admit,A,T004,Wisconsin Department of Natural Resources,Wisconsin DNR brown trout fact sheet,,https://dnr.wisconsin.gov/sites/default/files/topic/Fishing/Species_browntrout.pdf,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
ludington_mi,brown_trout,fall_harbor,admit,A,T014,Primary source named in registry,"Haynes et al., Great Lakes brown trout movement and temperatures",,https://www.sciencedirect.com/science/article/pii/S0380133087716402,,,,thermal_compatibility,Constrain the direction and breadth of shared species thermal compatibility.,Do not claim a measured pier bite probability or mode-specific response.,,docs/PierCast_Core_Temperature_and_Source_Calibration.md
