pairKey,localDate,temperatureSuitability,v2SeasonalRating,v2Score,v3ActiveMode,v3FisheryStrength,v3SeasonalAvailability,v3SeasonalPotential,v3Score,deltaV3MinusV2,regulationOpen,resultStatus
"ludington_mi/chinook_salmon","2027-03-05",0.5,1.1633,1.1103,"fall_harbor_staging",8.3,0,1,1,-0.1102,"true","available"
"ludington_mi/chinook_salmon","2027-03-05",0.75,1.1633,1.1409,"fall_harbor_staging",8.3,0,1,1,-0.1409,"true","available"
"ludington_mi/chinook_salmon","2027-03-05",1,1.1633,1.1715,"fall_harbor_staging",8.3,0,1,1,-0.1715,"true","available"
"ludington_mi/chinook_salmon","2027-03-12",0,1.1867,1.056,"fall_harbor_staging",8.3,0,1,1,-0.056,"true","available"
"ludington_mi/chinook_salmon","2027-03-12",0.25,1.1867,1.091,"fall_harbor_staging",8.3,0,1,1,-0.091,"true","available"
"ludington_mi/chinook_salmon","2027-03-12",0.5,1.1867,1.126,"fall_harbor_staging",8.3,0,1,1,-0.126,"true","available"
"ludington_mi/chinook_salmon","2027-03-12",0.75,1.1867,1.161,"fall_harbor_staging",8.3,0,1,1,-0.161,"true","available"
"ludington_mi/chinook_salmon","2027-03-12",1,1.1867,1.196,"fall_harbor_staging",8.3,0,1,1,-0.196,"true","available"
"ludington_mi/chinook_salmon","2027-03-19",0,1.21,1.063,"spring_nearshore_transient",5,0.0438,1.175,1.0525,-0.0105,"true","available"
"ludington_mi/chinook_salmon","2027-03-19",0.25,1.21,1.1024,"spring_nearshore_transient",5,0.0438,1.175,1.0831,-0.0192,"true","available"
"ludington_mi/chinook_salmon","2027-03-19",0.5,1.21,1.1418,"spring_nearshore_transient",5,0.0438,1.175,1.1138,-0.028,"true","available"
"ludington_mi/chinook_salmon","2027-03-19",0.75,1.21,1.1811,"spring_nearshore_transient",5,0.0438,1.175,1.1444,-0.0367,"true","available"
"ludington_mi/chinook_salmon","2027-03-19",1,1.21,1.2205,"spring_nearshore_transient",5,0.0438,1.175,1.175,-0.0455,"true","available"
"ludington_mi/chinook_salmon","2027-03-26",0,1.2333,1.07,"spring_nearshore_transient",5,0.1203,1.4813,1.1444,0.0744,"true","available"
"ludington_mi/chinook_salmon","2027-03-26",0.25,1.2333,1.1138,"spring_nearshore_transient",5,0.1203,1.4813,1.2286,0.1148,"true","available"
"ludington_mi/chinook_salmon","2027-03-26",0.5,1.2333,1.1575,"spring_nearshore_transient",5,0.1203,1.4813,1.3128,0.1553,"true","available"
"ludington_mi/chinook_salmon","2027-03-26",0.75,1.2333,1.2013,"spring_nearshore_transient",5,0.1203,1.4813,1.397,0.1958,"true","available"
"ludington_mi/chinook_salmon","2027-03-26",1,1.2333,1.245,"spring_nearshore_transient",5,0.1203,1.4813,1.4813,0.2362,"true","available"
"ludington_mi/chinook_salmon","2027-04-02",0,1.2567,1.077,"spring_nearshore_transient",5,0.1969,1.7875,1.2363,0.1593,"true","available"
"ludington_mi/chinook_salmon","2027-04-02",0.25,1.2567,1.1251,"spring_nearshore_transient",5,0.1969,1.7875,1.3741,0.2489,"true","available"
"ludington_mi/chinook_salmon","2027-04-02",0.5,1.2567,1.1733,"spring_nearshore_transient",5,0.1969,1.7875,1.5119,0.3386,"true","available"
"ludington_mi/chinook_salmon","2027-04-02",0.75,1.2567,1.2214,"spring_nearshore_transient",5,0.1969,1.7875,1.6497,0.4283,"true","available"
"ludington_mi/chinook_salmon","2027-04-02",1,1.2567,1.2695,"spring_nearshore_transient",5,0.1969,1.7875,1.7875,0.518,"true","available"
"ludington_mi/chinook_salmon","2027-04-09",0,1.28,1.084,"spring_nearshore_transient",5,0.2734,2.0938,1.3281,0.2441,"true","available"
"ludington_mi/chinook_salmon","2027-04-09",0.25,1.28,1.1365,"spring_nearshore_transient",5,0.2734,2.0938,1.5195,0.383,"true","available"
"ludington_mi/chinook_salmon","2027-04-09",0.5,1.28,1.189,"spring_nearshore_transient",5,0.2734,2.0938,1.7109,0.5219,"true","available"
"ludington_mi/chinook_salmon","2027-04-09",0.75,1.28,1.2415,"spring_nearshore_transient",5,0.2734,2.0938,1.9023,0.6608,"true","available"
"ludington_mi/chinook_salmon","2027-04-09",1,1.28,1.294,"spring_nearshore_transient",5,0.2734,2.0938,2.0938,0.7998,"true","available"
"ludington_mi/chinook_salmon","2027-04-16",0,1.3667,1.11,"spring_nearshore_transient",5,0.35,2.4,1.42,0.31,"true","available"
"ludington_mi/chinook_salmon","2027-04-16",0.25,1.3667,1.1788,"spring_nearshore_transient",5,0.35,2.4,1.665,0.4863,"true","available"
"ludington_mi/chinook_salmon","2027-04-16",0.5,1.3667,1.2475,"spring_nearshore_transient",5,0.35,2.4,1.91,0.6625,"true","available"
"ludington_mi/chinook_salmon","2027-04-16",0.75,1.3667,1.3163,"spring_nearshore_transient",5,0.35,2.4,2.155,0.8387,"true","available"
"ludington_mi/chinook_salmon","2027-04-16",1,1.3667,1.385,"spring_nearshore_transient",5,0.35,2.4,2.4,1.015,"true","available"
"ludington_mi/chinook_salmon","2027-04-23",0,1.8333,1.25,"spring_nearshore_transient",5,0.4425,2.77,1.531,0.281,"true","available"
"ludington_mi/chinook_salmon","2027-04-23",0.25,1.8333,1.4063,"spring_nearshore_transient",5,0.4425,2.77,1.8408,0.4345,"true","available"
"ludington_mi/chinook_salmon","2027-04-23",0.5,1.8333,1.5625,"spring_nearshore_transient",5,0.4425,2.77,2.1505,0.588,"true","available"
"ludington_mi/chinook_salmon","2027-04-23",0.75,1.8333,1.7188,"spring_nearshore_transient",5,0.4425,2.77,2.4603,0.7415,"true","available"
"ludington_mi/chinook_salmon","2027-04-23",1,1.8333,1.875,"spring_nearshore_transient",5,0.4425,2.77,2.77,0.895,"true","available"
"ludington_mi/chinook_salmon","2027-04-30",0,2.3,1.39,"spring_nearshore_transient",5,0.535,3.14,1.642,0.252,"true","available"
"ludington_mi/chinook_salmon","2027-04-30",0.25,2.3,1.6338,"spring_nearshore_transient",5,0.535,3.14,2.0165,0.3827,"true","available"
"ludington_mi/chinook_salmon","2027-04-30",0.5,2.3,1.8775,"spring_nearshore_transient",5,0.535,3.14,2.391,0.5135,"true","available"
"ludington_mi/chinook_salmon","2027-04-30",0.75,2.3,2.1213,"spring_nearshore_transient",5,0.535,3.14,2.7655,0.6442,"true","available"
"ludington_mi/chinook_salmon","2027-04-30",1,2.3,2.365,"spring_nearshore_transient",5,0.535,3.14,3.14,0.775,"true","available"
"ludington_mi/chinook_salmon","2027-05-07",0,2.7667,1.53,"spring_nearshore_transient",5,0.6275,3.51,1.753,0.223,"true","available"
"ludington_mi/chinook_salmon","2027-05-07",0.25,2.7667,1.8613,"spring_nearshore_transient",5,0.6275,3.51,2.1922,0.331,"true","available"
"ludington_mi/chinook_salmon","2027-05-07",0.5,2.7667,2.1925,"spring_nearshore_transient",5,0.6275,3.51,2.6315,0.439,"true","available"
"ludington_mi/chinook_salmon","2027-05-07",0.75,2.7667,2.5237,"spring_nearshore_transient",5,0.6275,3.51,3.0708,0.547,"true","available"
"ludington_mi/chinook_salmon","2027-05-07",1,2.7667,2.855,"spring_nearshore_transient",5,0.6275,3.51,3.51,0.655,"true","available"
"ludington_mi/chinook_salmon","2027-05-14",0,3.2333,1.67,"spring_nearshore_transient",5,0.72,3.88,1.864,0.194,"true","available"
"ludington_mi/chinook_salmon","2027-05-14",0.25,3.2333,2.0888,"spring_nearshore_transient",5,0.72,3.88,2.368,0.2792,"true","available"
"ludington_mi/chinook_salmon","2027-05-14",0.5,3.2333,2.5075,"spring_nearshore_transient",5,0.72,3.88,2.872,0.3645,"true","available"
"ludington_mi/chinook_salmon","2027-05-14",0.75,3.2333,2.9263,"spring_nearshore_transient",5,0.72,3.88,3.376,0.4497,"true","available"
"ludington_mi/chinook_salmon","2027-05-14",1,3.2333,3.345,"spring_nearshore_transient",5,0.72,3.88,3.88,0.535,"true","available"
"ludington_mi/chinook_salmon","2027-05-21",0,3.8368,1.8511,"spring_nearshore_transient",5,0.818,4.272,1.9816,0.1305,"true","available"
"ludington_mi/chinook_salmon","2027-05-21",0.25,3.8368,2.383,"spring_nearshore_transient",5,0.818,4.272,2.5542,0.1712,"true","available"
"ludington_mi/chinook_salmon","2027-05-21",0.5,3.8368,2.9149,"spring_nearshore_transient",5,0.818,4.272,3.1268,0.2119,"true","available"
"ludington_mi/chinook_salmon","2027-05-21",0.75,3.8368,3.4468,"spring_nearshore_transient",5,0.818,4.272,3.6994,0.2526,"true","available"
"ludington_mi/chinook_salmon","2027-05-21",1,3.8368,3.9787,"spring_nearshore_transient",5,0.818,4.272,4.272,0.2933,"true","available"
"ludington_mi/chinook_salmon","2027-05-28",0,4.4632,2.0389,"spring_nearshore_transient",5,0.916,4.664,2.0992,0.0603,"true","available"
"ludington_mi/chinook_salmon","2027-05-28",0.25,4.4632,2.6883,"spring_nearshore_transient",5,0.916,4.664,2.7404,0.0521,"true","available"
"ludington_mi/chinook_salmon","2027-05-28",0.5,4.4632,3.3376,"spring_nearshore_transient",5,0.916,4.664,3.3816,0.044,"true","available"
"ludington_mi/chinook_salmon","2027-05-28",0.75,4.4632,3.987,"spring_nearshore_transient",5,0.916,4.664,4.0228,0.0358,"true","available"
"ludington_mi/chinook_salmon","2027-05-28",1,4.4632,4.6363,"spring_nearshore_transient",5,0.916,4.664,4.664,0.0277,"true","available"
"ludington_mi/chinook_salmon","2027-06-04",0,4.9333,2.18,"spring_nearshore_transient",5,0.9756,4.9022,2.1707,-0.0093,"true","available"
"ludington_mi/chinook_salmon","2027-06-04",0.25,4.9333,2.9175,"spring_nearshore_transient",5,0.9756,4.9022,2.8536,-0.0639,"true","available"
"ludington_mi/chinook_salmon","2027-06-04",0.5,4.9333,3.655,"spring_nearshore_transient",5,0.9756,4.9022,3.5364,-0.1186,"true","available"
"ludington_mi/chinook_salmon","2027-06-04",0.75,4.9333,4.3925,"spring_nearshore_transient",5,0.9756,4.9022,4.2193,-0.1732,"true","available"
"ludington_mi/chinook_salmon","2027-06-04",1,4.9333,5.13,"spring_nearshore_transient",5,0.9756,4.9022,4.9022,-0.2278,"true","available"
"ludington_mi/chinook_salmon","2027-06-11",0,4.4667,2.04,"spring_nearshore_transient",5,0.8044,4.2178,1.9653,-0.0747,"true","available"
"ludington_mi/chinook_salmon","2027-06-11",0.25,4.4667,2.69,"spring_nearshore_transient",5,0.8044,4.2178,2.5284,-0.1616,"true","available"
"ludington_mi/chinook_salmon","2027-06-11",0.5,4.4667,3.34,"spring_nearshore_transient",5,0.8044,4.2178,3.0916,-0.2484,"true","available"
"ludington_mi/chinook_salmon","2027-06-11",0.75,4.4667,3.99,"spring_nearshore_transient",5,0.8044,4.2178,3.6547,-0.3353,"true","available"
"ludington_mi/chinook_salmon","2027-06-11",1,4.4667,4.64,"spring_nearshore_transient",5,0.8044,4.2178,4.2178,-0.4222,"true","available"
"ludington_mi/chinook_salmon","2027-06-18",0,4,1.9,"spring_nearshore_transient",5,0.504,3.016,1.6048,-0.2952,"true","available"
"ludington_mi/chinook_salmon","2027-06-18",0.25,4,2.4625,"spring_nearshore_transient",5,0.504,3.016,1.9576,-0.5049,"true","available"
"ludington_mi/chinook_salmon","2027-06-18",0.5,4,3.025,"spring_nearshore_transient",5,0.504,3.016,2.3104,-0.7146,"true","available"
"ludington_mi/chinook_salmon","2027-06-18",0.75,4,3.5875,"spring_nearshore_transient",5,0.504,3.016,2.6632,-0.9243,"true","available"
"ludington_mi/chinook_salmon","2027-06-18",1,4,4.15,"spring_nearshore_transient",5,0.504,3.016,3.016,-1.134,"true","available"
"ludington_mi/chinook_salmon","2027-06-25",0,3.5692,1.7708,"summer_coldwater_access",5.1,0.3,2.23,1.369,-0.4018,"true","available"
"ludington_mi/chinook_salmon","2027-06-25",0.25,3.5692,2.2525,"summer_coldwater_access",5.1,0.3,2.23,1.5842,-0.6683,"true","available"
"ludington_mi/chinook_salmon","2027-06-25",0.5,3.5692,2.7342,"summer_coldwater_access",5.1,0.3,2.23,1.7995,-0.9347,"true","available"
"ludington_mi/chinook_salmon","2027-06-25",0.75,3.5692,3.216,"summer_coldwater_access",5.1,0.3,2.23,2.0147,-1.2012,"true","available"
"ludington_mi/chinook_salmon","2027-06-25",1,3.5692,3.6977,"summer_coldwater_access",5.1,0.3,2.23,2.23,-1.4677,"true","available"
"ludington_mi/chinook_salmon","2027-07-02",0,3.3538,1.7062,"summer_coldwater_access",5.1,0.3944,2.617,1.4851,-0.221,"true","available"
"ludington_mi/chinook_salmon","2027-07-02",0.25,3.3538,2.1475,"summer_coldwater_access",5.1,0.3944,2.617,1.7681,-0.3794,"true","available"
"ludington_mi/chinook_salmon","2027-07-02",0.5,3.3538,2.5888,"summer_coldwater_access",5.1,0.3944,2.617,2.0511,-0.5378,"true","available"
"ludington_mi/chinook_salmon","2027-07-02",0.75,3.3538,3.0302,"summer_coldwater_access",5.1,0.3944,2.617,2.3341,-0.6961,"true","available"
"ludington_mi/chinook_salmon","2027-07-02",1,3.3538,3.4715,"summer_coldwater_access",5.1,0.3944,2.617,2.617,-0.8545,"true","available"
"ludington_mi/chinook_salmon","2027-07-09",0,3.1385,1.6415,"summer_coldwater_access",5.1,0.498,3.0418,1.6125,-0.029,"true","available"
"ludington_mi/chinook_salmon","2027-07-09",0.25,3.1385,2.0425,"summer_coldwater_access",5.1,0.498,3.0418,1.9699,-0.0726,"true","available"
"ludington_mi/chinook_salmon","2027-07-09",0.5,3.1385,2.4435,"summer_coldwater_access",5.1,0.498,3.0418,2.3272,-0.1163,"true","available"
"ludington_mi/chinook_salmon","2027-07-09",0.75,3.1385,2.8444,"summer_coldwater_access",5.1,0.498,3.0418,2.6845,-0.1599,"true","available"
"ludington_mi/chinook_salmon","2027-07-09",1,3.1385,3.2454,"summer_coldwater_access",5.1,0.498,3.0418,3.0418,-0.2036,"true","available"
"ludington_mi/chinook_salmon","2027-07-16",0,2.9231,1.5769,"summer_coldwater_access",5.1,0.6016,3.4666,1.74,0.163,"true","available"
"ludington_mi/chinook_salmon","2027-07-16",0.25,2.9231,1.9375,"summer_coldwater_access",5.1,0.6016,3.4666,2.1716,0.2341,"true","available"
"ludington_mi/chinook_salmon","2027-07-16",0.5,2.9231,2.2981,"summer_coldwater_access",5.1,0.6016,3.4666,2.6033,0.3052,"true","available"
"ludington_mi/chinook_salmon","2027-07-16",0.75,2.9231,2.6587,"summer_coldwater_access",5.1,0.6016,3.4666,3.0349,0.3763,"true","available"
"ludington_mi/chinook_salmon","2027-07-16",1,2.9231,3.0192,"summer_coldwater_access",5.1,0.6016,3.4666,3.4666,0.4473,"true","available"
"ludington_mi/chinook_salmon","2027-07-23",0,3.0625,1.6188,"summer_coldwater_access",5.1,0.7052,3.8913,1.8674,0.2486,"true","available"
"ludington_mi/chinook_salmon","2027-07-23",0.25,3.0625,2.0055,"summer_coldwater_access",5.1,0.7052,3.8913,2.3734,0.3679,"true","available"
"ludington_mi/chinook_salmon","2027-07-23",0.5,3.0625,2.3922,"summer_coldwater_access",5.1,0.7052,3.8913,2.8794,0.4872,"true","available"
"ludington_mi/chinook_salmon","2027-07-23",0.75,3.0625,2.7789,"summer_coldwater_access",5.1,0.7052,3.8913,3.3853,0.6064,"true","available"
"ludington_mi/chinook_salmon","2027-07-23",1,3.0625,3.1656,"summer_coldwater_access",5.1,0.7052,3.8913,3.8913,0.7257,"true","available"
"ludington_mi/chinook_salmon","2027-07-30",0,3.675,1.8025,"summer_coldwater_access",5.1,0.8188,4.3572,2.0072,0.2047,"true","available"
"ludington_mi/chinook_salmon","2027-07-30",0.25,3.675,2.3041,"summer_coldwater_access",5.1,0.8188,4.3572,2.5947,0.2906,"true","available"
"ludington_mi/chinook_salmon","2027-07-30",0.5,3.675,2.8056,"summer_coldwater_access",5.1,0.8188,4.3572,3.1822,0.3765,"true","available"
"ludington_mi/chinook_salmon","2027-07-30",0.75,3.675,3.3072,"summer_coldwater_access",5.1,0.8188,4.3572,3.7697,0.4625,"true","available"
"ludington_mi/chinook_salmon","2027-07-30",1,3.675,3.8088,"summer_coldwater_access",5.1,0.8188,4.3572,4.3572,0.5484,"true","available"
"ludington_mi/chinook_salmon","2027-08-06",0,4.3813,2.0144,"summer_coldwater_access",5.1,0.9341,4.8299,2.149,0.1346,"true","available"
"ludington_mi/chinook_salmon","2027-08-06",0.25,4.3813,2.6484,"summer_coldwater_access",5.1,0.9341,4.8299,2.8192,0.1708,"true","available"
"ludington_mi/chinook_salmon","2027-08-06",0.5,4.3813,3.2823,"summer_coldwater_access",5.1,0.9341,4.8299,3.4894,0.2071,"true","available"
"ludington_mi/chinook_salmon","2027-08-06",0.75,4.3813,3.9163,"summer_coldwater_access",5.1,0.9341,4.8299,4.1597,0.2433,"true","available"
"ludington_mi/chinook_salmon","2027-08-06",1,4.3813,4.5503,"summer_coldwater_access",5.1,0.9341,4.8299,4.8299,0.2796,"true","available"
"ludington_mi/chinook_salmon","2027-08-13",0,5.65,2.395,"fall_harbor_staging",8.3,0.5473,4.9955,2.1987,-0.1963,"true","available"
"ludington_mi/chinook_salmon","2027-08-13",0.25,5.65,3.2669,"fall_harbor_staging",8.3,0.5473,4.9955,2.8979,-0.369,"true","available"
"ludington_mi/chinook_salmon","2027-08-13",0.5,5.65,4.1388,"fall_harbor_staging",8.3,0.5473,4.9955,3.5971,-0.5417,"true","available"
"ludington_mi/chinook_salmon","2027-08-13",0.75,5.65,5.0106,"fall_harbor_staging",8.3,0.5473,4.9955,4.2963,-0.7143,"true","available"
"ludington_mi/chinook_salmon","2027-08-13",1,5.65,5.8825,"fall_harbor_staging",8.3,0.5473,4.9955,4.9955,-0.887,"true","available"
"ludington_mi/chinook_salmon","2027-08-20",0,6.9188,2.7756,"fall_harbor_staging",8.3,0.72,6.256,2.5768,-0.1988,"true","available"
"ludington_mi/chinook_salmon","2027-08-20",0.25,6.9188,3.8854,"fall_harbor_staging",8.3,0.72,6.256,3.4966,-0.3888,"true","available"
"ludington_mi/chinook_salmon","2027-08-20",0.5,6.9188,4.9952,"fall_harbor_staging",8.3,0.72,6.256,4.4164,-0.5788,"true","available"
"ludington_mi/chinook_salmon","2027-08-20",0.75,6.9188,6.1049,"fall_harbor_staging",8.3,0.72,6.256,5.3362,-0.7687,"true","available"
"ludington_mi/chinook_salmon","2027-08-20",1,6.9188,7.2147,"fall_harbor_staging",8.3,0.72,6.256,6.256,-0.9587,"true","available"
"ludington_mi/chinook_salmon","2027-08-27",0,7.9,3.07,"fall_harbor_staging",8.3,0.916,7.6868,3.006,-0.064,"true","available"
"ludington_mi/chinook_salmon","2027-08-27",0.25,7.9,4.3637,"fall_harbor_staging",8.3,0.916,7.6868,4.1762,-0.1875,"true","available"
"ludington_mi/chinook_salmon","2027-08-27",0.5,7.9,5.6575,"fall_harbor_staging",8.3,0.916,7.6868,5.3464,-0.3111,"true","available"
"ludington_mi/chinook_salmon","2027-08-27",0.75,7.9,6.9513,"fall_harbor_staging",8.3,0.916,7.6868,6.5166,-0.4346,"true","available"
"ludington_mi/chinook_salmon","2027-08-27",1,7.9,8.245,"fall_harbor_staging",8.3,0.916,7.6868,7.6868,-0.5582,"true","available"
"ludington_mi/chinook_salmon","2027-09-03",0,8.1667,3.15,"fall_harbor_staging",8.3,0.96,8.008,3.1024,-0.0476,"true","available"
"ludington_mi/chinook_salmon","2027-09-03",0.25,8.1667,4.4938,"fall_harbor_staging",8.3,0.96,8.008,4.3288,-0.165,"true","available"
"ludington_mi/chinook_salmon","2027-09-03",0.5,8.1667,5.8375,"fall_harbor_staging",8.3,0.96,8.008,5.5552,-0.2823,"true","available"
"ludington_mi/chinook_salmon","2027-09-03",0.75,8.1667,7.1813,"fall_harbor_staging",8.3,0.96,8.008,6.7816,-0.3997,"true","available"
"ludington_mi/chinook_salmon","2027-09-03",1,8.1667,8.525,"fall_harbor_staging",8.3,0.96,8.008,8.008,-0.517,"true","available"
"ludington_mi/chinook_salmon","2027-09-10",0,7.5294,2.9588,"fall_harbor_staging",8.3,0.89,7.497,2.9491,-0.0097,"true","available"
"ludington_mi/chinook_salmon","2027-09-10",0.25,7.5294,4.1831,"fall_harbor_staging",8.3,0.89,7.497,4.0861,-0.097,"true","available"
"ludington_mi/chinook_salmon","2027-09-10",0.5,7.5294,5.4074,"fall_harbor_staging",8.3,0.89,7.497,5.2231,-0.1843,"true","available"
"ludington_mi/chinook_salmon","2027-09-10",0.75,7.5294,6.6316,"fall_harbor_staging",8.3,0.89,7.497,6.36,-0.2716,"true","available"
"ludington_mi/chinook_salmon","2027-09-10",1,7.5294,7.8559,"fall_harbor_staging",8.3,0.89,7.497,7.497,-0.3589,"true","available"
"ludington_mi/chinook_salmon","2027-09-17",0,5.8824,2.4647,"fall_harbor_staging",8.3,0.82,6.986,2.7958,0.3311,"true","available"
"ludington_mi/chinook_salmon","2027-09-17",0.25,5.8824,3.3801,"fall_harbor_staging",8.3,0.82,6.986,3.8434,0.4632,"true","available"
"ludington_mi/chinook_salmon","2027-09-17",0.5,5.8824,4.2956,"fall_harbor_staging",8.3,0.82,6.986,4.8909,0.5953,"true","available"
"ludington_mi/chinook_salmon","2027-09-17",0.75,5.8824,5.211,"fall_harbor_staging",8.3,0.82,6.986,5.9385,0.7274,"true","available"
"ludington_mi/chinook_salmon","2027-09-17",1,5.8824,6.1265,"fall_harbor_staging",8.3,0.82,6.986,6.986,0.8595,"true","available"
