cityId,cityName,speciesId,pairKey,peakFisheryStrength,peakModeId,evidenceGrades,calibrationLineage,magnitudeEvidence,auditDecision,confidencePenaltyFound,auditRationale,evidenceIds
grand_haven_mi,Grand Haven,yellow_perch,grand_haven_mi/yellow_perch,7.2,summer_harbor_schooling,A,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",MI_2025|MI_CREEL|SECONDARY_MI_ROADMAP|THERMAL_PERCH_USGS
grand_haven_mi,Grand Haven,round_whitefish,grand_haven_mi/round_whitefish,3.8,spring_menominee,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_2cce8db|B_2cea412|MI_CREEL|P2_GLFC1987|P2_ROUND_JUVENILE2023|ROUND_DECLINE
grand_haven_mi,Grand Haven,channel_catfish,grand_haven_mi/channel_catfish,6.8,warm_season_channel,A,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_14ccdb0|B_3588f66|MI_CREEL|P2_CATFISH_RELEASE2025
grand_haven_mi,Grand Haven,largemouth_bass,grand_haven_mi/largemouth_bass,7.4,warm_season_harbor_cover,A,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_207cdc1|B_3e9b7f3|B_3eeac7b|B_426de2b|MI_CREEL|THERMAL_LARGEMOUTH_MIDNR
manistee_mi,Manistee,lake_trout,manistee_mi/lake_trout,4,cold_season_nearshore,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_3155afc|B_3548e2b|B_39595be|MI_CREEL|MI_STOCKING|SECONDARY_MI_ROADMAP|THERMAL_LAKE_TROUT_USGS
manistee_mi,Manistee,walleye,manistee_mi/walleye,4.2,spring_low_light,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_14ccdb0|B_3176352|B_3588f66|B_3987c22|MI_CREEL|P2_WALLEYE_TELEMETRY2025
manistee_mi,Manistee,smallmouth_bass,manistee_mi/smallmouth_bass,5,warm_season_harbor,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_366250d|B_3675eed|B_3a65224|B_3abfd6e|MI_CREEL|THERMAL_SMALLMOUTH_WIDNR
manistee_mi,Manistee,freshwater_drum,manistee_mi/freshwater_drum,4.7,warm_season_bottom_fishery,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_2e736eb|B_366250d|B_3a521c4|B_3a65224|B_3ebb776|MI_CREEL|THERMAL_DRUM_USGS
manistee_mi,Manistee,yellow_perch,manistee_mi/yellow_perch,7.2,spring_nearshore_schooling,A,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_1953bab|B_3176352|B_323f6bf|B_3588f66|B_3614332|B_36281c5|B_3de4822|MI_CREEL|SECONDARY_MI_ROADMAP|THERMAL_PERCH_USGS
manistee_mi,Manistee,round_whitefish,manistee_mi/round_whitefish,4.1,fall_menominee,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_3548e2b|B_3de4822|MI_CREEL|P2_GLFC1987|P2_ROUND_JUVENILE2023|ROUND_DECLINE|SECONDARY_MI_ROADMAP
frankfort_elberta_mi,Frankfort–Elberta,lake_trout,frankfort_elberta_mi/lake_trout,4,cold_season_nearshore,B,secondary,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: Michigan DNR Pier/Dock recurrence and relative catch per 1,000 all-species hours set cross-port magnitude; sparse strata or missing directed effort remain confidence limitations only.",B_4160ba5|MI_CREEL|MI_STOCKING|SECONDARY_MI_ROADMAP|THERMAL_LAKE_TROUT_USGS
harbor_beach_mi,Harbor Beach,coho_salmon,harbor_beach_mi/coho_salmon,5.8,spring_coldwater_pier,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2022_04_20|LH_DNR_2024_10_09|LH_DNR_2025_09_24
harbor_beach_mi,Harbor Beach,smallmouth_bass,harbor_beach_mi/smallmouth_bass,4.9,warm_season_breakwall,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2025_09_24
oscoda_mi,Oscoda,atlantic_salmon,oscoda_mi/atlantic_salmon,8.4,spring_coldwater_pier,A,lake_huron,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",LH_DNR_2024_04_17|LH_DNR_2024_04_24|LH_DNR_2024_05_01|LH_DNR_2025_04_16|LH_DNR_2025_09_24|LH_DNR_2025_11_05|LH_DNR_2026_05_13
oscoda_mi,Oscoda,steelhead,oscoda_mi/steelhead,7.4,spring_coldwater_pier,A,lake_huron,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",LH_DNR_2024_04_17|LH_DNR_2024_04_24|LH_DNR_2025_04_02|LH_DNR_2025_11_05|LH_DNR_2026_05_13
oscoda_mi,Oscoda,walleye,oscoda_mi/walleye,6.8,spring_low_light,A,lake_huron,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",LH_DNR_2024_04_17|LH_DNR_2024_05_01|LH_DNR_2024_05_08|LH_DNR_2025_04_16|LH_DNR_2025_09_17|LH_DNR_2026_05_13
oscoda_mi,Oscoda,lake_trout,oscoda_mi/lake_trout,4.6,spring_coldwater_pier,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2024_04_17|LH_DNR_2024_04_24
oscoda_mi,Oscoda,coho_salmon,oscoda_mi/coho_salmon,6.5,fall_harbor_staging,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2025_04_02|LH_DNR_2025_09_17|LH_DNR_2025_09_24|LH_DNR_2025_11_05
oscoda_mi,Oscoda,chinook_salmon,oscoda_mi/chinook_salmon,5.5,fall_harbor_staging,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2025_09_24
oscoda_mi,Oscoda,smallmouth_bass,oscoda_mi/smallmouth_bass,4.5,warm_season_pier,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2018_09_06|LH_DNR_2025_11_05
oscoda_mi,Oscoda,channel_catfish,oscoda_mi/channel_catfish,4.2,warm_season_bottom_fishery,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2018_09_06|LH_DNR_2024_04_24|LH_DNR_2025_11_05
oscoda_mi,Oscoda,freshwater_drum,oscoda_mi/freshwater_drum,3.9,warm_season_bottom_fishery,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2018_09_06|LH_DNR_2024_04_24
port_sanilac_mi,Port Sanilac,coho_salmon,port_sanilac_mi/coho_salmon,6.4,spring_coldwater_pier,A,lake_huron,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",LH_DNR_2022_04_20|LH_DNR_2024_10_09|LH_DNR_2025_09_10|LH_DNR_2025_09_24
port_sanilac_mi,Port Sanilac,steelhead,port_sanilac_mi/steelhead,4.5,spring_coldwater_pier,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2022_04_20|LH_DNR_2024_05_08|LH_DNR_2025_09_24
port_sanilac_mi,Port Sanilac,northern_pike,port_sanilac_mi/northern_pike,5.1,warm_season_breakwall,B,lake_huron,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,LH_DNR_2024_05_08|LH_DNR_2025_09_24
harbor_beach_mi,Harbor Beach,atlantic_salmon,harbor_beach_mi/atlantic_salmon,5.2,spring_coldwater_pier,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP
harbor_beach_mi,Harbor Beach,steelhead,harbor_beach_mi/steelhead,5.6,coolwater_port_opportunity,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_HB_SHALLOW_2022|EXP_HB_STEELHEAD_2014|EXP_MI_LH_ROADMAP
harbor_beach_mi,Harbor Beach,lake_trout,harbor_beach_mi/lake_trout,5.3,reachable_coldwater_port,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_HB_SHALLOW_2022|EXP_MI_LH_ROADMAP
harbor_beach_mi,Harbor Beach,walleye,harbor_beach_mi/walleye,6,warm_season_low_light_breakwall,A,species_expansion,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",EXP_HB_WALLEYE_2018|EXP_HB_WALLEYE_2021|EXP_MI_LH_ROADMAP
harbor_beach_mi,Harbor Beach,northern_pike,harbor_beach_mi/northern_pike,4.6,warm_season_harbor,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_HB_2025_09_17
oscoda_mi,Oscoda,northern_pike,oscoda_mi/northern_pike,5,spring_river_mouth,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP|EXP_OSC_2022_09_28
port_sanilac_mi,Port Sanilac,atlantic_salmon,port_sanilac_mi/atlantic_salmon,6.3,spring_breakwall,A+B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP|EXP_PS_2019_06_13|EXP_PS_2022_05_11|EXP_PS_2024_05_29
port_sanilac_mi,Port Sanilac,chinook_salmon,port_sanilac_mi/chinook_salmon,5,fall_harbor_staging,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP|EXP_PS_CITY
port_sanilac_mi,Port Sanilac,brown_trout,port_sanilac_mi/brown_trout,4.8,spring_nearshore,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP|EXP_PS_CITY
port_sanilac_mi,Port Sanilac,lake_trout,port_sanilac_mi/lake_trout,5.5,reachable_coldwater_port,A,species_expansion,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",EXP_MI_LH_ROADMAP|EXP_PS_CITY
port_sanilac_mi,Port Sanilac,yellow_perch,port_sanilac_mi/yellow_perch,5,warm_season_breakwall,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_BETTER_WATERS|EXP_PS_CITY
port_sanilac_mi,Port Sanilac,walleye,port_sanilac_mi/walleye,6.2,warm_season_low_light_breakwall,A,species_expansion,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",EXP_MI_LH_ROADMAP|EXP_PS_2019_06_13|EXP_PS_CITY
port_sanilac_mi,Port Sanilac,smallmouth_bass,port_sanilac_mi/smallmouth_bass,5.4,warm_season_breakwall,A,species_expansion,official_exact_city_or_port_qualitative,retain,false,"Retained: repeated official exact-city pier/breakwall reports, including explicit qualitative magnitude, support the peak and seasonal mode without a confidence multiplier.",EXP_PS_2022_06_15|EXP_PS_2025_05_21
port_sanilac_mi,Port Sanilac,white_bass,port_sanilac_mi/white_bass,4.5,summer_breakwall_schooling,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LH_ROADMAP|EXP_PS_2022_06_15
ludington_mi,Ludington,northern_pike,ludington_mi/northern_pike,5.2,warm_season_harbor,A,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_MI_CREEL
ludington_mi,Ludington,burbot,ludington_mi/burbot,4.6,winter_harbor_bottom,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LM_ROADMAP|THERM_BURBOT_2016
grand_haven_mi,Grand Haven,white_perch,grand_haven_mi/white_perch,5.6,warm_season_harbor_schooling,A,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_GH_WHITE_PERCH_2017|EXP_MI_CREEL
grand_haven_mi,Grand Haven,white_bass,grand_haven_mi/white_bass,5.2,summer_harbor_schooling,B,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_MI_CREEL
grand_haven_mi,Grand Haven,bluegill,grand_haven_mi/bluegill,5.8,warm_season_pier,A,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_GH_BLUEGILL_2021|EXP_MI_CREEL
grand_haven_mi,Grand Haven,lake_whitefish,grand_haven_mi/lake_whitefish,4,lawful_fall_spawning_aggregation,B,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_GH_WHITEFISH_2025|EXP_MI_CREEL|EXP_MI_FO202_26
manistee_mi,Manistee,northern_pike,manistee_mi/northern_pike,5,spring_harbor,A,species_expansion,direct_port_pier_dock_quantitative_or_matched_extract,retain,false,"Retained: the preserved Michigan DNR Pier/Dock extract supplies recurrence and relative magnitude; exact-pier reports set timing, and evidence grade is not a multiplier.",EXP_MI_CREEL|EXP_NW_2022_05_04|EXP_NW_2024_04_24
manistee_mi,Manistee,burbot,manistee_mi/burbot,4.5,winter_harbor_bottom,B,species_expansion,official_exact_city_or_port_qualitative,retain,false,Retained: official exact-city/port target identity and qualitative event magnitude support an ordinary bounded peak; missing standardized effort remains Grade B and is not subtracted from the score. Stronger magnitude is not inferred from regional or boat evidence.,EXP_MI_LM_ROADMAP|THERM_BURBOT_2016
