date,stage,daily_score,daily_label,temp_f,flow_cfs,flow_band,spread,05_09,09_13,13_17,17_21,best_block,headline,detail,tip
2025-09-10,pre_run,27,Reserved,65.48,1140,very_low,3,28,25,26,27,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Dependable river presence has not begun. The score applies only to a sparse early Steelhead that may already have entered. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-09-14,pre_run,35,Reserved,65.84,2290,ideal,1,35,34,35,35,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Dependable river presence has not begun. The score applies only to a sparse early Steelhead that may already have entered. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-09-12,pre_run,36,Reserved,67.64,2810,ideal,3,37,34,34,35,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Dependable river presence has not begun. The score applies only to a sparse early Steelhead that may already have entered. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2020-09-13,pre_run,37,Reserved,64.76,3200,ideal,1,37,36,37,36,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Dependable river presence has not begun. The score applies only to a sparse early Steelhead that may already have entered. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2020-09-10,pre_run,39,Reserved,63.86,3450,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Dependable river presence has not begun. The score applies only to a sparse early Steelhead that may already have entered. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-09-15,beginning,29,Reserved,71.06,998,very_low,1,29,28,28,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2021-09-15,beginning,29,Reserved,69.8,2050,ideal,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2022-09-15,beginning,29,Reserved,69.08,2150,ideal,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2022-09-21,beginning,29,Reserved,69.62,1700,low,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-09-19,beginning,29,Reserved,72.14,1240,very_low,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-09-29,beginning,29,Reserved,68.72,1370,very_low,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-09-25,beginning,29,Reserved,70.34,1390,very_low,0,29,29,29,29,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2020-09-18,beginning,39,Reserved,63.5,2330,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2020-09-24,beginning,39,Reserved,64.04,1980,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2021-09-22,beginning,39,Reserved,66.38,1730,low,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2021-09-29,beginning,39,Reserved,63.86,3200,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-09-15,beginning,39,Reserved,65.66,2240,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-09-21,beginning,39,Reserved,67.28,1910,ideal,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-09-30,beginning,39,Reserved,64.58,1870,low,0,39,39,39,39,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2022-09-28,beginning,96,Highly active,58.46,1970,ideal,1,96,96,96,95,05-09,Today’s Steelhead activity outlook is highly active.,"Conditions strongly favor a response from Steelhead that are present and capable of reacting. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Rain adds little extra cover. Early fall Steelhead are entering with energy reserves intact. This score describes feeding or aggressive responsiveness for fish already in the river, not fresh movement. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-10-05,building,9,Inactive,69.44,954,very_low,2,9,8,9,10,17-21,Today’s Steelhead activity outlook is inactive.,"Conditions provide little environmental support for an aggressive response. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-10-08,building,18,Inactive,65.12,1200,very_low,2,18,16,16,18,05-09,Today’s Steelhead activity outlook is inactive.,"Conditions provide little environmental support for an aggressive response. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-10-10,building,22,Reserved,60.44,1380,very_low,4,22,20,21,24,17-21,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. The main limitation: Water temperature limits responsiveness. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If conditions change, favor the window that best combines workable light with measured water temperature."
2021-10-17,building,27,Reserved,60.26,4850,high_fishable,2,27,25,25,27,05-09,Today’s Steelhead activity outlook is reserved.,"Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Water temperature limits responsiveness. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-10-11,building,57,Moderate,58.46,1150,very_low,2,56,56,58,56,13-17,Today’s Steelhead activity outlook is moderate.,"Some useful factors are present, but the response window is mixed. The strongest window is 1–5 PM: Clouds or lower light make this window more favorable. The main limitation: The river level or its recent change is less favorable. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 1–5 PM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-10-24,building,71,Active,55.22,1450,low,5,72,67,71,72,05-09,Today’s Steelhead activity outlook is active.,"Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: The measured water temperature is favorable for Steelhead. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-10-20,building,76,Active,57.56,1920,ideal,6,77,72,71,77,05-09,Today’s Steelhead activity outlook is active.,"Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-10-17,building,79,Active,53.24,1590,low,6,81,76,75,80,05-09,Today’s Steelhead activity outlook is active.,"Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: The measured water temperature is favorable for Steelhead. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2025-10-29,building,81,Highly active,50,1730,low,5,82,77,78,82,05-09,Today’s Steelhead activity outlook is highly active.,"Conditions strongly favor a response from Steelhead that are present and capable of reacting. The strongest window is 5–9 AM: The measured water temperature is favorable for Steelhead. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2024-11-07,building,84,Highly active,55.22,2460,ideal,8,87,80,79,85,05-09,Today’s Steelhead activity outlook is highly active.,"Conditions strongly favor a response from Steelhead that are present and capable of reacting. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2020-10-05,building,86,Highly active,54.86,2190,ideal,6,88,83,82,86,05-09,Today’s Steelhead activity outlook is highly active.,"Conditions strongly favor a response from Steelhead that are present and capable of reacting. The strongest window is 5–9 AM: The river level and its recent change are favorable. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If conditions change, favor the window that best combines workable light with measured water temperature."
2023-11-14,building,88,Highly active,44.6,4210,ideal,7,89,83,83,90,17-21,Today’s Steelhead activity outlook is highly active.,"Conditions strongly favor a response from Steelhead that are present and capable of reacting. The strongest window is 5–9 PM: The measured water temperature is favorable for Steelhead. The main limitation: Rain adds little extra cover. Steelhead are becoming more established through the river. The score describes feeding or aggressive responsiveness, while movement and abundance remain separate reads. This read combines Fulton Street flow, North Park measured water temperature, and Grand Rapids weather for the downtown Grand Rapids mainstem. It does not directly measure Grand Haven, the full Lower river, or reaches upstream of North Park. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If conditions change, favor the window that best combines workable light with measured water temperature."
