city_id,city_name,port,species_id,dashboard_species,period,catch_estimate,matched_all_species_hours,catch_per_1000_matched_all_species_hours,positive_month_year_strata,enumerated_month_year_strata,positive_years,limitation
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,chinook_salmon,Chinook Salmon,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,walleye,Walleye,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,walleye,Walleye,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,walleye,Walleye,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,smallmouth_bass,Smallmouth Bass,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,freshwater_drum,Drum,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,freshwater_drum,Drum,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,freshwater_drum,Drum,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,yellow_perch,Yellow Perch,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,lake_whitefish,Lake Whitefish,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,round_whitefish,Round Whitefish,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,channel_catfish,Channel Catfish,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,largemouth_bass,Largemouth Bass,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,atlantic_salmon,Atlantic Salmon,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,northern_pike,Northern Pike,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,burbot,Burbot,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_perch,White Perch,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_perch,White Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_perch,White Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_bass,White Bass,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_bass,White Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,white_bass,White Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,bluegill,Bluegill,full_export,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,bluegill,Bluegill,modern_2012_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
st_joseph_mi,St. Joseph,UNRESOLVED_DASHBOARD_LABEL,bluegill,Bluegill,recent_2018_2022_excluding_2020,0,0,,0,0,0,"No St. Joseph dashboard label resolved in Pass 1; empty rows are missing coverage, never biological zeros."
south_haven_mi,South Haven,SOUTH HAVEN,chinook_salmon,Chinook Salmon,full_export,1813,72323,25.0681,30,60,22,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,chinook_salmon,Chinook Salmon,modern_2012_2022_excluding_2020,580,44110,13.1489,9,39,8,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,chinook_salmon,Chinook Salmon,recent_2018_2022_excluding_2020,84,29111,2.8855,3,28,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,coho_salmon,Coho Salmon,full_export,2797,81168,34.4594,36,60,20,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,coho_salmon,Coho Salmon,modern_2012_2022_excluding_2020,1319,45266,29.1389,18,41,9,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,coho_salmon,Coho Salmon,recent_2018_2022_excluding_2020,1021,29111,35.0727,11,28,4,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,steelhead,Steelhead,full_export,7521,118868,63.2719,69,87,23,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,steelhead,Steelhead,modern_2012_2022_excluding_2020,4198,70915,59.1976,35,53,10,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,steelhead,Steelhead,recent_2018_2022_excluding_2020,846,29111,29.0612,14,28,4,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,brown_trout,Brown Trout,full_export,1404,72446,19.38,26,58,21,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,brown_trout,Brown Trout,modern_2012_2022_excluding_2020,282,42627,6.6155,8,40,7,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,brown_trout,Brown Trout,recent_2018_2022_excluding_2020,51,29111,1.7519,3,28,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_trout,Lean Lake Trout,full_export,134,43329,3.0926,7,41,7,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_trout,Lean Lake Trout,modern_2012_2022_excluding_2020,60,39689,1.5118,3,37,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_trout,Lean Lake Trout,recent_2018_2022_excluding_2020,29,29111,0.9962,1,28,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,walleye,Walleye,full_export,167,43530,3.8364,7,41,6,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,walleye,Walleye,modern_2012_2022_excluding_2020,89,39209,2.2699,3,37,2,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,walleye,Walleye,recent_2018_2022_excluding_2020,8,29111,0.2748,1,28,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,smallmouth_bass,Smallmouth Bass,full_export,614,48519,12.6548,15,45,11,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,227,40164,5.6518,8,38,5,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,130,29111,4.4657,5,28,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,freshwater_drum,Drum,full_export,7880,87915,89.632,43,66,16,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,freshwater_drum,Drum,modern_2012_2022_excluding_2020,4939,69714,70.8466,28,51,9,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,freshwater_drum,Drum,recent_2018_2022_excluding_2020,1748,29111,60.046,12,28,4,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,yellow_perch,Yellow Perch,full_export,3573,68008,52.5379,20,54,13,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,455,47631,9.5526,8,42,6,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,0,29111,0,0,28,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_whitefish,Lake Whitefish,full_export,1120,58841,19.0343,9,44,7,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,37643,0,0,35,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,29111,0,0,28,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,round_whitefish,Round Whitefish,full_export,177,40766,4.3419,7,39,6,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,108,38760,2.7864,5,37,4,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,78,29111,2.6794,3,28,2,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,channel_catfish,Channel Catfish,full_export,855,61244,13.9606,20,48,11,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,636,52030,12.2237,15,43,7,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,248,29111,8.5191,7,28,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,largemouth_bass,Largemouth Bass,full_export,198,39493,5.0135,2,36,2,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,35,37643,0.9298,1,35,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,35,29111,1.2023,1,28,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,atlantic_salmon,Atlantic Salmon,full_export,0,22812,0,0,21,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,22812,0,0,21,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,14280,0,0,14,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,northern_pike,Northern Pike,full_export,206,48383,4.2577,7,41,7,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,135,44037,3.0656,4,38,4,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,48,29111,1.6489,1,28,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,burbot,Burbot,full_export,0,0,,0,0,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_perch,White Perch,full_export,9,38537,0.2335,1,36,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_perch,White Perch,modern_2012_2022_excluding_2020,0,37643,0,0,35,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_perch,White Perch,recent_2018_2022_excluding_2020,0,29111,0,0,28,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_bass,White Bass,full_export,99,33797,2.9293,1,29,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_bass,White Bass,modern_2012_2022_excluding_2020,0,32243,0,0,28,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,white_bass,White Bass,recent_2018_2022_excluding_2020,0,23711,0,0,21,0,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,bluegill,Bluegill,full_export,332,39104,8.4902,3,37,3,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,bluegill,Bluegill,modern_2012_2022_excluding_2020,5,37643,0.1328,1,35,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
south_haven_mi,South Haven,SOUTH HAVEN,bluegill,Bluegill,recent_2018_2022_excluding_2020,5,29111,0.1718,1,28,1,"Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port Pier/Dock can pool structures."
