city_id,city_name,species_id,species_name,pass2_disposition,evidence_grade,annual_peak_score,status
harrisville_mi,Harrisville,chinook_salmon,Chinook salmon,numeric_private,A,6.6,PRIVATE_NUMERIC
harrisville_mi,Harrisville,coho_salmon,Coho salmon,numeric_private,B,6.2,PRIVATE_NUMERIC
harrisville_mi,Harrisville,steelhead,Steelhead,numeric_private,B,5.7,PRIVATE_NUMERIC
harrisville_mi,Harrisville,brown_trout,Brown trout,numeric_private,B,5,PRIVATE_NUMERIC
harrisville_mi,Harrisville,lake_trout,Lake trout,research_hold_unscored,C,,UNSCORED
harrisville_mi,Harrisville,walleye,Walleye,research_hold_unscored,C,,UNSCORED
harrisville_mi,Harrisville,smallmouth_bass,Smallmouth bass,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,freshwater_drum,Freshwater drum,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,yellow_perch,Yellow perch,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,lake_whitefish,Lake whitefish,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,round_whitefish,Round whitefish,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,channel_catfish,Channel catfish,research_hold_unscored,C,,UNSCORED
harrisville_mi,Harrisville,largemouth_bass,Largemouth bass,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,atlantic_salmon,Atlantic salmon,numeric_private,B,5.8,PRIVATE_NUMERIC
harrisville_mi,Harrisville,northern_pike,Northern pike,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,burbot,Burbot,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,white_perch,White perch,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,white_bass,White bass,exclude_unscored,D,,UNSCORED
harrisville_mi,Harrisville,bluegill,Bluegill,exclude_unscored,D,,NOT_USER_FACING
