date,pairKey,cityId,speciesId,legalStatus,winningMode,fisheryStrength,seasonalAvailability,seasonalPotential,scoreThermalFit0,scoreThermalFitHalf,scoreThermalFit1
"2027-04-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0.955","7.875","3.062","5.469","7.875"
"2027-05-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0.683","5.92","2.476","4.198","5.92"
"2027-06-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0.201","2.445","1.433","1.939","2.445"
"2027-07-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0","1","1","1","1"
"2027-08-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0","1","1","1","1"
"2027-09-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","fall_harbor_return","6.18","0.436","3.259","1.678","2.468","3.259"
"2027-10-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","fall_harbor_return","6.18","0.886","5.59","2.377","3.984","5.59"
"2027-11-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","fall_harbor_return","6.18","0.18","1.932","1.28","1.606","1.932"
"2027-12-15","chicago_il/coho_salmon","chicago_il","coho_salmon","open","spring_nearshore","8.2","0.056","1.403","1.121","1.262","1.403"
"2027-01-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.417","3.295","1.689","2.492","3.295"
"2027-02-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.5","3.75","1.825","2.788","3.75"
"2027-03-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.737","5.055","2.217","3.636","5.055"
"2027-04-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","1","6.5","2.65","4.575","6.5"
"2027-05-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.614","4.379","2.014","3.196","4.379"
"2027-06-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.211","2.158","1.347","1.753","2.158"
"2027-07-15","chicago_il/steelhead","chicago_il","steelhead","open","fall_harbor","6.28","0.044","1.23","1.069","1.15","1.23"
"2027-08-15","chicago_il/steelhead","chicago_il","steelhead","open","winter_spring_pier","6.5","0.08","1.44","1.132","1.286","1.44"
"2027-09-15","chicago_il/steelhead","chicago_il","steelhead","open","fall_harbor","6.28","0.319","2.683","1.505","2.094","2.683"
"2027-10-15","chicago_il/steelhead","chicago_il","steelhead","open","fall_harbor","6.28","0.823","5.345","2.303","3.824","5.345"
"2027-11-15","chicago_il/steelhead","chicago_il","steelhead","open","fall_harbor","6.28","0.81","5.279","2.284","3.781","5.279"
"2027-12-15","chicago_il/steelhead","chicago_il","steelhead","open","fall_harbor","6.28","0.476","3.511","1.753","2.632","3.511"
"2027-01-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.47","3.443","1.733","2.588","3.443"
"2027-02-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.58","4.016","1.905","2.96","4.016"
"2027-03-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.798","5.148","2.245","3.696","5.148"
"2027-04-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.944","5.907","2.472","4.19","5.907"
"2027-05-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.606","4.152","1.946","3.049","4.152"
"2027-06-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.156","1.81","1.243","1.527","1.81"
"2027-07-15","chicago_il/brown_trout","chicago_il","brown_trout","open","fall_harbor","4.74","0.061","1.227","1.068","1.148","1.227"
"2027-08-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.095","1.494","1.148","1.321","1.494"
"2027-09-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.177","1.919","1.276","1.598","1.919"
"2027-10-15","chicago_il/brown_trout","chicago_il","brown_trout","open","fall_harbor","4.74","0.61","3.281","1.684","2.483","3.281"
"2027-11-15","chicago_il/brown_trout","chicago_il","brown_trout","open","fall_harbor","4.74","0.936","4.502","2.05","3.276","4.502"
"2027-12-15","chicago_il/brown_trout","chicago_il","brown_trout","open","winter_spring_nearshore","6.2","0.399","3.073","1.622","2.347","3.073"
"2027-01-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.848","4.733","2.12","3.427","4.733"
"2027-02-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","1","5.4","2.32","3.86","5.4"
"2027-03-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.725","4.189","1.957","3.073","4.189"
"2027-04-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.42","2.848","1.554","2.201","2.848"
"2027-05-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.06","1.264","1.079","1.172","1.264"
"2027-06-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0","1","1","1","1"
"2027-07-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0","1","1","1","1"
"2027-08-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0","1","1","1","1"
"2027-09-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0","1","1","1","1"
"2027-10-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0","1","1","1","1"
"2027-11-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.474","3.084","1.625","2.355","3.084"
"2027-12-15","chicago_il/lake_trout","chicago_il","lake_trout","open","winter_nearshore","5.4","0.69","4.037","1.911","2.974","4.037"
"2027-01-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0","1","1","1","1"
"2027-02-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0","1","1","1","1"
"2027-03-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0","1","1","1","1"
"2027-04-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.186","2.021","1.306","1.664","2.021"
"2027-05-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.44","3.42","1.726","2.573","3.42"
"2027-06-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.75","5.125","2.237","3.681","5.125"
"2027-07-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.967","6.317","2.595","4.456","6.317"
"2027-08-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.9","5.948","2.484","4.216","5.948"
"2027-09-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.78","5.29","2.287","3.788","5.29"
"2027-10-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0.3","2.65","1.495","2.072","2.65"
"2027-11-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0","1","1","1","1"
"2027-12-15","chicago_il/smallmouth_bass","chicago_il","smallmouth_bass","open","warm_season_harbor","6.5","0","1","1","1","1"
"2027-01-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-02-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-03-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-04-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-05-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0.257","2.183","1.355","1.769","2.183"
"2027-06-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0.625","3.875","1.862","2.869","3.875"
"2027-07-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","1","5.6","2.38","3.99","5.6"
"2027-08-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0.914","5.204","2.261","3.733","5.204"
"2027-09-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0.539","3.479","1.744","2.611","3.479"
"2027-10-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0.08","1.368","1.11","1.239","1.368"
"2027-11-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-12-15","chicago_il/freshwater_drum","chicago_il","freshwater_drum","open","warm_season_harbor","5.6","0","1","1","1","1"
"2027-01-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.901","7.67","3.001","5.335","7.67"
"2027-02-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.821","7.077","2.823","4.95","7.077"
"2027-03-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.464","4.432","2.03","3.231","4.432"
"2027-04-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.26","2.928","1.578","2.253","2.928"
"2027-05-15","chicago_il/yellow_perch","chicago_il","yellow_perch","species_closed","","","","","","",""
"2027-06-15","chicago_il/yellow_perch","chicago_il","yellow_perch","species_closed","","","","","","",""
"2027-07-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","summer_montrose_schooling","7.81","0.934","7.36","2.908","5.134","7.36"
"2027-08-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","summer_montrose_schooling","7.81","0.525","4.572","2.072","3.322","4.572"
"2027-09-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","summer_montrose_schooling","7.81","0.16","2.09","1.327","1.708","2.09"
"2027-10-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","summer_montrose_schooling","7.81","0","1","1","1","1"
"2027-11-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.377","3.793","1.838","2.815","3.793"
"2027-12-15","chicago_il/yellow_perch","chicago_il","yellow_perch","open","winter_navy_pier_schooling","8.4","0.825","7.105","2.831","4.968","7.105"
"2027-01-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.263","1.972","1.292","1.632","1.972"
"2027-02-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.357","2.322","1.397","1.859","2.322"
"2027-03-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.538","2.99","1.597","2.293","2.99"
"2027-04-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.843","4.118","1.935","3.027","4.118"
"2027-05-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.86","4.182","1.955","3.068","4.182"
"2027-06-15","chicago_il/northern_pike","chicago_il","northern_pike","open","spring_harbor","4.7","0.55","3.035","1.611","2.323","3.035"
"2027-07-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.338","2.15","1.345","1.748","2.15"
"2027-08-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.644","3.191","1.657","2.424","3.191"
"2027-09-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.951","4.232","1.97","3.101","4.232"
"2027-10-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.754","3.565","1.77","2.667","3.565"
"2027-11-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.45","2.53","1.459","1.995","2.53"
"2027-12-15","chicago_il/northern_pike","chicago_il","northern_pike","open","fall_harbor","4.4","0.287","1.976","1.293","1.634","1.976"
"2027-01-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-02-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-03-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-04-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0.294","1.901","1.27","1.586","1.901"
"2027-05-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0.892","3.737","1.821","2.779","3.737"
"2027-06-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0.329","2.01","1.303","1.657","2.01"
"2027-07-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-08-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","fall_harbor_staging","7.4","0.42","3.688","1.806","2.747","3.688"
"2027-09-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","fall_harbor_staging","7.4","0.882","6.647","2.694","4.671","6.647"
"2027-10-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","fall_harbor_staging","7.4","0.12","1.768","1.23","1.499","1.768"
"2027-11-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-12-15","michigan_city_in/chinook_salmon","michigan_city_in","chinook_salmon","open","spring_nearshore_transient","4.07","0","1","1","1","1"
"2027-01-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.192","2.475","1.442","1.959","2.475"
"2027-02-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.35","3.695","1.808","2.752","3.695"
"2027-03-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.664","6.112","2.534","4.323","6.112"
"2027-04-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.955","8.352","3.206","5.779","8.352"
"2027-05-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.683","6.262","2.579","4.42","6.262"
"2027-06-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.201","2.545","1.463","2.004","2.545"
"2027-07-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0","1","1","1","1"
"2027-08-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0","1","1","1","1"
"2027-09-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","fall_harbor_return","6.54","0.436","3.416","1.725","2.571","3.416"
"2027-10-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","fall_harbor_return","6.54","0.886","5.909","2.473","4.191","5.909"
"2027-11-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","fall_harbor_return","6.54","0.18","1.997","1.299","1.648","1.997"
"2027-12-15","michigan_city_in/coho_salmon","michigan_city_in","coho_salmon","open","spring_nearshore","8.7","0.056","1.431","1.129","1.28","1.431"
"2027-01-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","late_fall_winter_pier","7.75","0.703","5.744","2.423","4.084","5.744"
"2027-02-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","0.847","6.714","2.714","4.714","6.714"
"2027-03-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","1","7.75","3.025","5.388","7.75"
"2027-04-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","0.67","5.52","2.356","3.938","5.52"
"2027-05-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","0.35","3.362","1.709","2.536","3.362"
"2027-06-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","summer_skamania_pier","8.5","0.354","3.653","1.796","2.724","3.653"
"2027-07-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","summer_skamania_pier","8.5","1","8.5","3.25","5.875","8.5"
"2027-08-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","summer_skamania_pier","8.5","0.55","5.125","2.237","3.681","5.125"
"2027-09-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","0.283","2.912","1.574","2.243","2.912"
"2027-10-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","winter_spring_pier","7.75","0.371","3.503","1.751","2.627","3.503"
"2027-11-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","late_fall_winter_pier","7.75","1","7.75","3.025","5.388","7.75"
"2027-12-15","michigan_city_in/steelhead","michigan_city_in","steelhead","open","late_fall_winter_pier","7.75","0.837","6.649","2.695","4.672","6.649"
"2027-01-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.47","3.349","1.705","2.527","3.349"
"2027-02-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.58","3.9","1.87","2.885","3.9"
"2027-03-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.798","4.989","2.197","3.593","4.989"
"2027-04-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.944","5.719","2.416","4.067","5.719"
"2027-05-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.606","4.031","1.909","2.97","4.031"
"2027-06-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.156","1.779","1.234","1.506","1.779"
"2027-07-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","fall_harbor","4.6","0.061","1.219","1.066","1.142","1.219"
"2027-08-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.095","1.475","1.143","1.309","1.475"
"2027-09-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","winter_spring_nearshore","6","0.177","1.884","1.265","1.575","1.884"
"2027-10-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","fall_harbor","4.6","0.61","3.196","1.659","2.427","3.196"
"2027-11-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","fall_harbor","4.6","0.936","4.371","2.011","3.191","4.371"
"2027-12-15","michigan_city_in/brown_trout","michigan_city_in","brown_trout","open","fall_harbor","4.6","0.554","2.994","1.598","2.296","2.994"
"2027-01-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0","1","1","1","1"
"2027-02-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0","1","1","1","1"
"2027-03-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0","1","1","1","1"
"2027-04-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.186","1.873","1.262","1.567","1.873"
"2027-05-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.44","3.068","1.62","2.344","3.068"
"2027-06-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.75","4.525","2.058","3.291","4.525"
"2027-07-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.967","5.543","2.363","3.953","5.543"
"2027-08-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.9","5.228","2.269","3.748","5.228"
"2027-09-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.78","4.666","2.1","3.383","4.666"
"2027-10-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0.3","2.41","1.423","1.917","2.41"
"2027-11-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0","1","1","1","1"
"2027-12-15","michigan_city_in/smallmouth_bass","michigan_city_in","smallmouth_bass","open","warm_season_harbor","5.7","0","1","1","1","1"
"2027-01-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-02-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-03-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-04-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-05-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-06-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0.35","2.82","1.546","2.183","2.82"
"2027-07-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0.907","5.717","2.415","4.066","5.717"
"2027-08-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0.913","5.749","2.425","4.087","5.749"
"2027-09-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0.45","3.34","1.702","2.521","3.34"
"2027-10-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-11-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-12-15","michigan_city_in/yellow_perch","michigan_city_in","yellow_perch","open","summer_pier_schooling","6.2","0","1","1","1","1"
"2027-01-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-02-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-03-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-04-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-05-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0.214","1.964","1.289","1.627","1.964"
"2027-06-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0.515","3.316","1.695","2.505","3.316"
"2027-07-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0.82","4.69","2.107","3.398","4.69"
"2027-08-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","1","5.5","2.35","3.925","5.5"
"2027-09-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0.699","4.144","1.943","3.043","4.144"
"2027-10-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0.233","2.05","1.315","1.682","2.05"
"2027-11-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-12-15","michigan_city_in/largemouth_bass","michigan_city_in","largemouth_bass","open","warm_season_harbor","5.5","0","1","1","1","1"
"2027-01-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0","1","1","1","1"
"2027-02-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0","1","1","1","1"
"2027-03-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0","1","1","1","1"
"2027-04-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0","1","1","1","1"
"2027-05-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0.208","1.875","1.262","1.569","1.875"
"2027-06-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0.484","3.034","1.61","2.322","3.034"
"2027-07-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0.772","4.243","1.973","3.108","4.243"
"2027-08-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","1","5.2","2.26","3.73","5.2"
"2027-09-15","michigan_city_in/bluegill","michigan_city_in","bluegill","open","warm_season_harbor","5.2","0.587","3.464","1.739","2.602","3.464"
