cityId,cityName,speciesId,decision,evidenceStatus,numericAdmission,claim,sourceIds,nextEvidence
"chicago_il","Chicago, Illinois","white_perch","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","CHI_CPD_FISHING_AREAS;CHI_CPD_MONTROSE_PIER;CHI_NAVY_PASS;IL_RULES_2026","Reopen only if new covered-structure white_perch evidence is found; do not interpret this row as proof of absence."
"chicago_il","Chicago, Illinois","white_bass","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","The city page's 'silver bass' wording is taxonomically ambiguous and cannot be treated as white-bass proof.","CHI_CPD_FISHING_AREAS","Find repeated, current, species-specific white_bass target/catch evidence at the covered structure before numeric consideration."
"chicago_il","Chicago, Illinois","bluegill","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","A credible local occurrence or nearby-mode lead exists, but recurring intentional fishing at the covered structure is not yet established.","CHI_PARK_BAIT_2026","Find repeated, current, species-specific bluegill target/catch evidence at the covered structure before numeric consideration."
"michigan_city_in","Michigan City, Indiana","chinook_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Agency guidance gives a May and mid-July-through-September pier window, and a current Michigan City shore report confirms September fish.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE;IN_DNR_REPORT_2026_09","Quantify covered-structure chinook_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","coho_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Washington Park and the inner harbor are named spring-coho sites, with March described as the most consistent shore month.","IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_DNR_REPORT_2026_09","Quantify covered-structure coho_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","steelhead","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Agency guidance gives both a mid-June-to-mid-August Skamania pier window and a late-October-to-March winter-run window.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE","Quantify covered-structure steelhead season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","brown_trout","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","The exact-site coho guide identifies brown trout as plausible bottom-rig catch, with broader pier timing support.","IN_DNR_COHO_GUIDE;IN_DNR_SHORE_GUIDE","Quantify covered-structure brown_trout season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","lake_trout","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","The agency shore guide characterizes lake trout as a boat fishery; retain only as an occurrence lead pending repeat East Pier evidence.","IN_DNR_SHORE_GUIDE;IN_DNR_LAKE_MICHIGAN","Find repeated, current, species-specific lake_trout target/catch evidence at the covered structure before numeric consideration."
"michigan_city_in","Michigan City, Indiana","walleye","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","Available agency shore evidence points to the separate NIPSCO discharge rather than Washington Park East Pier.","IN_DNR_LAKE_MICHIGAN","Find repeated, current, species-specific walleye target/catch evidence at the covered structure before numeric consideration."
"michigan_city_in","Michigan City, Indiana","smallmouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Named agency or recurring exact-area evidence supports this species as a Pass 2 research candidate; no numeric admission is implied.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE","Quantify covered-structure smallmouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","freshwater_drum","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","Available agency shore evidence points to the separate NIPSCO discharge rather than Washington Park East Pier.","IN_DNR_LAKE_MICHIGAN","Find repeated, current, species-specific freshwater_drum target/catch evidence at the covered structure before numeric consideration."
"michigan_city_in","Michigan City, Indiana","yellow_perch","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Named agency or recurring exact-area evidence supports this species as a Pass 2 research candidate; no numeric admission is implied.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE","Quantify covered-structure yellow_perch season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","lake_whitefish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","The exact-site coho guide names whitefish as possible bottom-rig catch; Pass 2 must establish recurrence and strength.","IN_DNR_COHO_GUIDE","Quantify covered-structure lake_whitefish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","round_whitefish","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure round_whitefish evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","channel_catfish","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","Available agency shore evidence points to the separate NIPSCO discharge rather than Washington Park East Pier.","IN_DNR_LAKE_MICHIGAN","Find repeated, current, species-specific channel_catfish target/catch evidence at the covered structure before numeric consideration."
"michigan_city_in","Michigan City, Indiana","largemouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Named agency or recurring exact-area evidence supports this species as a Pass 2 research candidate; no numeric admission is implied.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE","Quantify covered-structure largemouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"michigan_city_in","Michigan City, Indiana","atlantic_salmon","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure atlantic_salmon evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","northern_pike","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure northern_pike evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","burbot","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure burbot evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","white_perch","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure white_perch evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","white_bass","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MC_CITY_WASHINGTON_PARK;IN_DNR_LAKE_MICHIGAN;IN_DNR_COHO_GUIDE;IN_RULES_2026","Reopen only if new covered-structure white_bass evidence is found; do not interpret this row as proof of absence."
"michigan_city_in","Michigan City, Indiana","bluegill","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Named agency or recurring exact-area evidence supports this species as a Pass 2 research candidate; no numeric admission is implied.","IN_DNR_LAKE_MICHIGAN;IN_DNR_SHORE_GUIDE","Quantify covered-structure bluegill season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","chinook_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure chinook_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","coho_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_CREEL_DASHBOARD","Quantify covered-structure coho_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","steelhead","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure steelhead season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","brown_trout","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_CREEL_DASHBOARD","Quantify covered-structure brown_trout season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","lake_trout","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Port-level Pier/Dock estimates are positive only in 1993 and 2015; advance for careful Pass 2 testing as a sparse seasonal fishery, never as a presumed primary.","MI_CREEL_DASHBOARD","Quantify covered-structure lake_trout season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","walleye","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_CREEL_DASHBOARD","Quantify covered-structure walleye season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","smallmouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MUSKEGON_LAKE_SFR_2025;MI_CREEL_DASHBOARD","Quantify covered-structure smallmouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","freshwater_drum","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_CREEL_DASHBOARD","Quantify covered-structure freshwater_drum season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","yellow_perch","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure yellow_perch season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","lake_whitefish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Agency channel guidance and recent port estimates agree on a cold-season fishery; November sampling and regulation boundaries need special care.","MI_DNR_CENTRAL_UNIT;MI_BETTER_WATERS;MI_CREEL_DASHBOARD;MI_WHITEFISH_HOOK_RULE","Quantify covered-structure lake_whitefish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","round_whitefish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Port Pier/Dock estimates recur historically and again in 2022, but species identity and magnitude need review.","MI_CREEL_DASHBOARD","Quantify covered-structure round_whitefish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","channel_catfish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_DNR_CENTRAL_UNIT;MI_CREEL_DASHBOARD","Quantify covered-structure channel_catfish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","largemouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure largemouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","atlantic_salmon","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MI_DNR_CENTRAL_UNIT;MUSKEGON_STATE_PARK;MI_RULES_2026;MI_WHITEFISH_HOOK_RULE","Reopen only if new covered-structure atlantic_salmon evidence is found; do not interpret this row as proof of absence."
"muskegon_mi","Muskegon, Michigan","northern_pike","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure northern_pike season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","burbot","exclude","no_reviewed_covered_structure_lead","not_assessed_in_pass_1","No credible recurring lead for the covered public structure was found in the reviewed sources. This is an evidence disposition, not a biological absence claim.","MI_DNR_CENTRAL_UNIT;MUSKEGON_STATE_PARK;MI_RULES_2026;MI_WHITEFISH_HOOK_RULE","Reopen only if new covered-structure burbot evidence is found; do not interpret this row as proof of absence."
"muskegon_mi","Muskegon, Michigan","white_perch","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port Pier/Dock estimates recur from 2016 through 2020; exact structure allocation is unresolved.","MI_CREEL_DASHBOARD","Quantify covered-structure white_perch season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"muskegon_mi","Muskegon, Michigan","white_bass","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","Only 2017 and 2018 port Pier/Dock positives were found, insufficient for direct admission without current exact-segment support.","MI_CREEL_DASHBOARD","Find repeated, current, species-specific white_bass target/catch evidence at the covered structure before numeric consideration."
"muskegon_mi","Muskegon, Michigan","bluegill","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure bluegill season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","chinook_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure chinook_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","coho_salmon","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure coho_salmon season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","steelhead","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure steelhead season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","brown_trout","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure brown_trout season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","lake_trout","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Port Pier/Dock positives occur only in 2008 and 2015, so Pass 2 must test a weak, narrow opportunity.","MI_CREEL_DASHBOARD","Quantify covered-structure lake_trout season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","walleye","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure walleye season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","smallmouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD;WHITE_LAKE_SFR_2024","Quantify covered-structure smallmouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","freshwater_drum","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure freshwater_drum season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","yellow_perch","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_BETTER_WATERS;MI_CREEL_DASHBOARD","Quantify covered-structure yellow_perch season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","lake_whitefish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","The agency names White Lake pier/channel waters for whitefish and protects the November fishery even though reviewed dashboard strata were zero in 2012 and 2018.","MI_BETTER_WATERS;MI_WHITEFISH_HOOK_RULE;MI_CREEL_DASHBOARD","Quantify covered-structure lake_whitefish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","round_whitefish","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","Port positives occur only in 2000 and 2005; current recurrence is unproven.","MI_CREEL_DASHBOARD","Find repeated, current, species-specific round_whitefish target/catch evidence at the covered structure before numeric consideration."
"whitehall_mi","Whitehall, Michigan","channel_catfish","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD","Quantify covered-structure channel_catfish season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","largemouth_bass","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD;WHITE_LAKE_SFR_2024","Quantify covered-structure largemouth_bass season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
"whitehall_mi","Whitehall, Michigan","atlantic_salmon","hold","occurrence_lead_requires_more_evidence","not_assessed_in_pass_1","A single positive port estimate in 2001 is an occurrence lead, not a current fishery.","MI_CREEL_DASHBOARD","Find repeated, current, species-specific atlantic_salmon target/catch evidence at the covered structure before numeric consideration."
"whitehall_mi","Whitehall, Michigan","northern_pike","research_candidate","candidate_for_pass_2_quantification","not_assessed_in_pass_1","Positive port-level Pier/Dock estimates recur in the reviewed Michigan DNR export; exact structure, season, effort, and magnitude remain Pass 2 questions.","MI_CREEL_DASHBOARD;WHITE_LAKE_SFR_2024","Quantify covered-structure northern_pike season, intentional effort, catch recurrence, uncertainty, and mode transfer risk in Pass 2."
